case	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
feature_conv5_downsample_stem_bn1	15	0.01	400	1330.3453750610352	3.325863437652588	193	0.4825	100	4.498687744140625	4.016426086425781	7	0.07	True
feature_conv5_downsample_stem_bn1	16	0.01	400	1293.8727836608887	3.234681959152222	213	0.5325	100	4.488851070404053	4.006589965820313	8	0.08	True
feature_conv5_downsample_stem_bn1	17	0.01	400	1265.7298965454102	3.1643247413635254	211	0.5275	100	4.477126121520996	3.994864501953125	8	0.08	True
feature_conv5_downsample_stem_bn1	18	0.01	400	1236.9018516540527	3.092254629135132	224	0.56	100	4.457404613494873	3.975142822265625	6	0.06	True
feature_conv5_downsample_stem_bn1	19	0.01	400	1197.452049255371	2.993630123138428	242	0.605	100	4.4515061378479	3.969244384765625	7	0.07	True
feature_conv5_downsample_stem_bn1	20	0.01	400	1167.1739196777344	2.917934799194336	255	0.6375	100	4.438233375549316	3.955971984863281	9	0.09	True
feature_conv5_downsample_stem_bn1	21	0.01	400	1140.0840072631836	2.850210018157959	263	0.6575	100	4.430740833282471	3.9484796142578125	7	0.07	True
feature_conv5_downsample_stem_bn1	22	0.01	400	1107.598892211914	2.768997230529785	275	0.6875	100	4.421994686126709	3.939732971191406	8	0.08	True
feature_conv5_downsample_stem_bn1	23	0.01	400	1086.6589164733887	2.7166472911834716	275	0.6875	100	4.415013313293457	3.93275146484375	7	0.07	True
feature_conv5_downsample_stem_bn1	24	0.01	400	1053.6810760498047	2.634202690124512	287	0.7175	100	4.409235954284668	3.9269744873046877	7	0.07	True
feature_conv5_downsample_stem_bn1	25	0.01	400	1026.8165283203125	2.567041320800781	307	0.7675	100	4.401268005371094	3.91900634765625	7	0.07	True
feature_conv5_downsample_stem_bn1	26	0.01	400	1000.2982788085938	2.5007456970214843	306	0.765	100	4.3929619789123535	3.910700378417969	7	0.07	True
feature_conv5_downsample_stem_bn1	27	0.01	400	974.9824485778809	2.4374561214447024	306	0.765	100	4.380007743835449	3.89774658203125	7	0.07	True
feature_conv5_downsample_stem_bn1	28	0.01	400	944.8836135864258	2.3622090339660646	316	0.79	100	4.373847484588623	3.891585693359375	8	0.08	True
feature_conv5_downsample_stem_bn1	29	0.01	400	916.0067863464355	2.290016965866089	319	0.7975	100	4.365611553192139	3.8833502197265624	7	0.07	True
feature_conv5_downsample_stem_bn1	30	0.01	400	896.0615463256836	2.240153865814209	325	0.8125	100	4.344497203826904	3.8622357177734377	7	0.07	True
feature_conv5_downsample_stem_bn1	31	0.01	400	874.0305252075195	2.185076313018799	336	0.84	100	4.330766677856445	3.8485052490234377	9	0.09	True
feature_conv5_downsample_stem_bn1	32	0.01	400	848.8316917419434	2.1220792293548585	335	0.8375	100	4.320744037628174	3.838482666015625	9	0.09	True
feature_conv5_downsample_stem_bn1	33	0.01	400	828.9833946228027	2.072458486557007	338	0.845	100	4.30804967880249	3.8257882690429685	9	0.09	True
feature_conv5_downsample_stem_bn1	34	0.01	400	799.4897174835205	1.9987242937088012	341	0.8525	100	4.2983903884887695	3.816129150390625	8	0.08	True
feature_conv5_downsample_stem_bn1	35	0.01	400	787.2352333068848	1.9680880832672119	344	0.86	100	4.287995338439941	3.805733642578125	9	0.09	True
feature_conv5_downsample_stem_bn1	36	0.01	400	756.574291229248	1.8914357280731202	351	0.8775	100	4.2701520919799805	3.7878900146484376	9	0.09	True
feature_conv5_downsample_stem_bn1	37	0.01	400	736.4215660095215	1.8410539150238037	353	0.8825	100	4.260073661804199	3.777812194824219	9	0.09	True
feature_conv5_downsample_stem_bn1	38	0.01	400	710.8813362121582	1.7772033405303955	358	0.895	100	4.257019996643066	3.7747576904296873	9	0.09	True
feature_conv5_downsample_stem_bn1	39	0.01	400	695.424129486084	1.7385603237152099	358	0.895	100	4.260887145996094	3.77862548828125	10	0.1	False
feature_conv5_downsample_stem_bn1	40	0.01	400	674.898645401001	1.6872466135025024	362	0.905	100	4.2395453453063965	3.7572833251953126	10	0.1	True
feature_conv5_downsample_stem_bn1	41	0.01	400	657.1957588195801	1.6429893970489502	361	0.9025	100	4.232234001159668	3.749972229003906	9	0.09	True
