protection	configuration	head_mode	training_mode	epoch	lr	train_loss	train_accuracy	accuracy	fidelity	kl_divergence_victim_to_surrogate
full_protection	adapter_frozen	adapter	frozen	41	0.001	1.0195656642913817	0.76	0.1732	0.1773	3.9414487907409668
full_protection	adapter_frozen	adapter	frozen	42	0.001	0.97237815284729	0.782	0.1745	0.1778	3.9377502563476563
full_protection	adapter_frozen	adapter	frozen	43	0.001	1.0381583642959595	0.748	0.1743	0.1783	3.938928965759277
full_protection	adapter_frozen	adapter	frozen	44	0.001	0.9786701936721802	0.786	0.174	0.1784	3.93843176574707
full_protection	adapter_frozen	adapter	frozen	45	0.001	1.0170981426239014	0.778	0.1741	0.1773	3.94215343170166
full_protection	adapter_frozen	adapter	frozen	46	0.001	0.9810780515670776	0.774	0.1734	0.1783	3.9426149337768557
full_protection	adapter_frozen	adapter	frozen	47	0.001	0.9555741338729858	0.786	0.1739	0.1781	3.947984482574463
full_protection	adapter_frozen	adapter	frozen	48	0.001	0.9631908893585205	0.798	0.1745	0.1795	3.9511052604675294
full_protection	adapter_frozen	adapter	frozen	49	0.001	0.9989117012023926	0.762	0.1743	0.1787	3.9473337860107423
full_protection	adapter_frozen	adapter	frozen	50	0.001	0.9577480821609498	0.784	0.1747	0.1787	3.949497186279297
full_protection	adapter_frozen	adapter	frozen	51	0.001	0.9713240871429444	0.762	0.1749	0.1783	3.951769779205322
full_protection	adapter_frozen	adapter	frozen	52	0.001	0.968198893070221	0.774	0.1741	0.1781	3.9533008422851563
full_protection	adapter_frozen	adapter	frozen	53	0.001	0.9779432039260865	0.774	0.1745	0.1783	3.951738902282715
full_protection	adapter_frozen	adapter	frozen	54	0.001	0.9413537344932557	0.786	0.1744	0.1781	3.9523224197387696
full_protection	adapter_frozen	adapter	frozen	55	0.001	0.9904227237701416	0.762	0.174	0.1778	3.950955990600586
full_protection	adapter_frozen	adapter	frozen	56	0.001	1.01453315782547	0.792	0.1747	0.1787	3.9539945014953615
full_protection	adapter_frozen	adapter	frozen	57	0.001	0.9516562004089355	0.786	0.1743	0.1788	3.957324504852295
full_protection	adapter_frozen	adapter	frozen	58	0.001	0.9328791632652282	0.788	0.1745	0.1778	3.9541248947143557
full_protection	adapter_frozen	adapter	frozen	59	0.001	0.9703914108276367	0.786	0.1753	0.1782	3.958876806640625
full_protection	adapter_frozen	adapter	frozen	60	0.001	0.962413815498352	0.792	0.175	0.1789	3.9604833541870117
full_protection	adapter_frozen	adapter	frozen	61	0.0001	0.9550293598175049	0.796	0.1752	0.1792	3.9602418998718263
full_protection	adapter_frozen	adapter	frozen	62	0.0001	0.9012298502922058	0.812	0.175	0.179	3.9604292915344237
full_protection	adapter_frozen	adapter	frozen	63	0.0001	0.9703641786575318	0.794	0.1749	0.1789	3.960552505493164
full_protection	adapter_frozen	adapter	frozen	64	0.0001	0.9261793193817138	0.804	0.175	0.1789	3.9605260513305662
full_protection	adapter_frozen	adapter	frozen	65	0.0001	0.9247675266265869	0.802	0.1753	0.1791	3.960604026794434
full_protection	adapter_frozen	adapter	frozen	66	0.0001	0.9810926351547241	0.806	0.175	0.1786	3.9605107040405274
full_protection	adapter_frozen	adapter	frozen	67	0.0001	0.9635928406715393	0.792	0.1749	0.1789	3.960313698577881
full_protection	adapter_frozen	adapter	frozen	68	0.0001	0.8918033876419067	0.802	0.1748	0.1787	3.9603245429992677
full_protection	adapter_frozen	adapter	frozen	69	0.0001	0.9724630761146545	0.792	0.1751	0.1787	3.9602750427246094
full_protection	adapter_frozen	adapter	frozen	70	0.0001	0.982629734992981	0.788	0.1753	0.1793	3.9605992614746093
full_protection	adapter_frozen	adapter	frozen	71	0.0001	0.9373244934082031	0.794	0.1752	0.1792	3.9605882301330566
full_protection	adapter_frozen	adapter	frozen	72	0.0001	0.9774694023132324	0.778	0.1753	0.1791	3.9611082122802737
full_protection	adapter_frozen	adapter	frozen	73	0.0001	0.9295136318206787	0.796	0.1748	0.1787	3.9613641792297365
full_protection	adapter_frozen	adapter	frozen	74	0.0001	0.8937121381759644	0.812	0.1748	0.1787	3.9616284118652345
full_protection	adapter_frozen	adapter	frozen	75	0.0001	0.9344695076942444	0.804	0.1746	0.1785	3.9619284454345705
full_protection	adapter_frozen	adapter	frozen	76	0.0001	0.9261121273040771	0.79	0.1743	0.1782	3.9617283477783203
full_protection	adapter_frozen	adapter	frozen	77	0.0001	0.9103585815429688	0.816	0.1743	0.1784	3.962032067871094
full_protection	adapter_frozen	adapter	frozen	78	0.0001	0.9074983015060425	0.808	0.1741	0.1783	3.962207579803467
full_protection	adapter_frozen	adapter	frozen	79	0.0001	0.9203957853317261	0.804	0.1743	0.1783	3.962612208557129
full_protection	adapter_frozen	adapter	frozen	80	0.0001	0.9818751697540283	0.774	0.1742	0.1786	3.963079029083252
full_protection	adapter_frozen	adapter	frozen	81	0.0001	0.9044098634719848	0.806	0.1743	0.1788	3.9635569534301758
full_protection	adapter_frozen	adapter	frozen	82	0.0001	0.9325819020271301	0.782	0.1744	0.1791	3.9634219375610353
full_protection	adapter_frozen	adapter	frozen	83	0.0001	0.9516947679519653	0.794	0.1745	0.179	3.96353934173584
full_protection	adapter_frozen	adapter	frozen	84	0.0001	0.995293683052063	0.778	0.1743	0.1788	3.9635713790893554
full_protection	adapter_frozen	adapter	frozen	85	0.0001	0.9695254769325257	0.778	0.1745	0.1784	3.9638238838195803
full_protection	adapter_frozen	adapter	frozen	86	0.0001	0.9490849242210389	0.782	0.1742	0.1782	3.9639014434814452
full_protection	adapter_frozen	adapter	frozen	87	0.0001	0.9645917873382568	0.78	0.1741	0.1786	3.9641592071533203
full_protection	adapter_frozen	adapter	frozen	88	0.0001	0.9434664869308471	0.788	0.1743	0.1789	3.9644172164916993
full_protection	adapter_frozen	adapter	frozen	89	0.0001	0.932824236869812	0.802	0.1744	0.1786	3.964614663696289
full_protection	adapter_frozen	adapter	frozen	90	0.0001	0.9466430816650391	0.782	0.1744	0.1787	3.964545919036865
full_protection	adapter_frozen	adapter	frozen	91	1e-05	0.9129416346549988	0.806	0.1744	0.1787	3.9645824661254885
full_protection	adapter_frozen	adapter	frozen	92	1e-05	0.9775591144561767	0.786	0.1745	0.1788	3.964612688446045
full_protection	adapter_frozen	adapter	frozen	93	1e-05	0.9345715417861938	0.796	0.1745	0.1788	3.964639072418213
full_protection	adapter_frozen	adapter	frozen	94	1e-05	0.9179927363395691	0.798	0.1745	0.1788	3.9646497535705567
full_protection	adapter_frozen	adapter	frozen	95	1e-05	0.961527096748352	0.788	0.1744	0.1787	3.9646790954589846
full_protection	adapter_frozen	adapter	frozen	96	1e-05	0.9591429300308227	0.808	0.1744	0.1789	3.96468392868042
full_protection	adapter_frozen	adapter	frozen	97	1e-05	0.9500978569984436	0.804	0.1745	0.1789	3.9646971656799317
full_protection	adapter_frozen	adapter	frozen	98	1e-05	0.9682491021156311	0.766	0.1745	0.1789	3.964697442626953
full_protection	adapter_frozen	adapter	frozen	99	1e-05	0.9475594682693481	0.776	0.1746	0.1789	3.9647305465698244
full_protection	adapter_frozen	adapter	frozen	100	1e-05	0.9302002820968628	0.796	0.1746	0.179	3.9647516021728517
full_protection	adapter_finetune	adapter	finetune	1	0.01	5.588171321868897	0.026	0.0526	0.0564	3.536731664276123
full_protection	adapter_finetune	adapter	finetune	2	0.01	3.9396501235961914	0.148	0.0867	0.094	3.3592350200653076
full_protection	adapter_finetune	adapter	finetune	3	0.01	3.2294630947113037	0.272	0.1019	0.1045	3.366631211090088
full_protection	adapter_finetune	adapter	finetune	4	0.01	2.764881767272949	0.32	0.1016	0.1038	3.489597811126709
full_protection	adapter_finetune	adapter	finetune	5	0.01	2.2811902656555176	0.426	0.1168	0.1223	3.7006311645507814
full_protection	adapter_finetune	adapter	finetune	6	0.01	1.8121704139709474	0.514	0.1143	0.1226	4.042836809539795
full_protection	adapter_finetune	adapter	finetune	7	0.01	1.54567520236969	0.608	0.1138	0.1206	4.331409725952148
full_protection	adapter_finetune	adapter	finetune	8	0.01	1.1935685768127442	0.666	0.124	0.1295	4.382576110839843
full_protection	adapter_finetune	adapter	finetune	9	0.01	1.02398326587677	0.73	0.1293	0.1344	4.462800912475586
full_protection	adapter_finetune	adapter	finetune	10	0.01	0.8864413757324219	0.772	0.1324	0.1384	4.61928597946167
full_protection	adapter_finetune	adapter	finetune	11	0.01	0.5825685315132141	0.836	0.1409	0.1489	4.612594258117676
full_protection	adapter_finetune	adapter	finetune	12	0.01	0.4049968123435974	0.896	0.1482	0.1578	4.618051601409912
full_protection	adapter_finetune	adapter	finetune	13	0.01	0.40969259786605833	0.884	0.1415	0.1527	4.823275177764892
full_protection	adapter_finetune	adapter	finetune	14	0.01	0.2832075548171997	0.93	0.1449	0.1549	4.920386884307861
full_protection	adapter_finetune	adapter	finetune	15	0.01	0.2835171847343445	0.926	0.1469	0.1541	4.976784954833985
full_protection	adapter_finetune	adapter	finetune	16	0.01	0.31532841539382933	0.914	0.1478	0.1557	4.933041285705566
full_protection	adapter_finetune	adapter	finetune	17	0.01	0.21509835457801818	0.936	0.1472	0.1594	4.933166265869141
full_protection	adapter_finetune	adapter	finetune	18	0.01	0.13874593019485473	0.964	0.1516	0.1609	4.974707936096191
full_protection	adapter_finetune	adapter	finetune	19	0.01	0.15995519781112671	0.956	0.1464	0.1542	4.9889717849731445
full_protection	adapter_finetune	adapter	finetune	20	0.01	0.14801419794559478	0.958	0.1493	0.1569	5.027150399780274
full_protection	adapter_finetune	adapter	finetune	21	0.01	0.12800620484352113	0.956	0.1513	0.1624	5.025053582000733
full_protection	adapter_finetune	adapter	finetune	22	0.01	0.12433563083410264	0.964	0.1492	0.158	5.082723917388916
full_protection	adapter_finetune	adapter	finetune	23	0.01	0.1272367616891861	0.97	0.1551	0.1635	5.0388857383728025
full_protection	adapter_finetune	adapter	finetune	24	0.01	0.07869198250770569	0.988	0.1584	0.1643	5.036517938995361
full_protection	adapter_finetune	adapter	finetune	25	0.01	0.08709882313013077	0.97	0.1568	0.1656	5.103155207824707
full_protection	adapter_finetune	adapter	finetune	26	0.01	0.06036274245381355	0.986	0.1558	0.1638	5.059663825988769
full_protection	adapter_finetune	adapter	finetune	27	0.01	0.07401089709997177	0.984	0.1556	0.163	5.113337944030762
full_protection	adapter_finetune	adapter	finetune	28	0.01	0.04570860795676708	0.994	0.1541	0.1627	5.103757841491699
full_protection	adapter_finetune	adapter	finetune	29	0.01	0.04748329365253449	0.988	0.158	0.1656	5.080523554992676
full_protection	adapter_finetune	adapter	finetune	30	0.01	0.09118095403909683	0.976	0.1554	0.1636	5.205544792938232
full_protection	adapter_finetune	adapter	finetune	31	0.001	0.047726278990507125	0.992	0.156	0.1627	5.1772590942382815
full_protection	adapter_finetune	adapter	finetune	32	0.001	0.03930162818729877	0.992	0.1561	0.1634	5.153774365234375
full_protection	adapter_finetune	adapter	finetune	33	0.001	0.0548643262386322	0.988	0.1557	0.1626	5.14542940826416
full_protection	adapter_finetune	adapter	finetune	34	0.001	0.0432243030667305	0.99	0.1573	0.1645	5.124347151184082
full_protection	adapter_finetune	adapter	finetune	35	0.001	0.03556845358014107	0.994	0.1562	0.1641	5.111831370544434
full_protection	adapter_finetune	adapter	finetune	36	0.001	0.04001788099110126	0.99	0.1573	0.1656	5.1018225273132325
full_protection	adapter_finetune	adapter	finetune	37	0.001	0.07010524256527424	0.984	0.1569	0.1648	5.098520198822022
full_protection	adapter_finetune	adapter	finetune	38	0.001	0.04116437974572182	0.994	0.1571	0.1656	5.101937631225586
full_protection	adapter_finetune	adapter	finetune	39	0.001	0.04372017073631287	0.992	0.1571	0.1657	5.086119631195069
full_protection	adapter_finetune	adapter	finetune	40	0.001	0.05026464855670929	0.988	0.1581	0.166	5.079465434265137
full_protection	adapter_finetune	adapter	finetune	41	0.001	0.03843928343057632	0.99	0.1574	0.1656	5.051961856842041
full_protection	adapter_finetune	adapter	finetune	42	0.001	0.02616428889334202	0.996	0.1582	0.1672	5.087169480895996
full_protection	adapter_finetune	adapter	finetune	43	0.001	0.04442374768853188	0.986	0.1598	0.167	5.077700012207031
full_protection	adapter_finetune	adapter	finetune	44	0.001	0.030351497441530227	0.992	0.1592	0.1675	5.066938871765137
full_protection	adapter_finetune	adapter	finetune	45	0.001	0.036830412209033964	0.992	0.1592	0.1675	5.091620530700683
full_protection	adapter_finetune	adapter	finetune	46	0.001	0.027493917644023896	0.998	0.1599	0.1681	5.059756076049805
full_protection	adapter_finetune	adapter	finetune	47	0.001	0.027244289815425874	0.992	0.1612	0.1674	5.037586604309082
full_protection	adapter_finetune	adapter	finetune	48	0.001	0.027014984481036664	0.996	0.1578	0.1664	5.059968374633789
full_protection	adapter_finetune	adapter	finetune	49	0.001	0.026902912586927414	0.998	0.1589	0.1663	5.08113996887207
full_protection	adapter_finetune	adapter	finetune	50	0.001	0.018156455039978026	1.0	0.1603	0.1679	5.07562671661377
full_protection	adapter_finetune	adapter	finetune	51	0.001	0.05640039581619203	0.986	0.1615	0.1693	5.064983267211914
full_protection	adapter_finetune	adapter	finetune	52	0.001	0.02149446116387844	0.994	0.1613	0.1687	5.081049821472168
full_protection	adapter_finetune	adapter	finetune	53	0.001	0.023717855960130693	0.996	0.16	0.1683	5.052281599426269
full_protection	adapter_finetune	adapter	finetune	54	0.001	0.01645621022582054	1.0	0.1601	0.1679	5.038604989624023
full_protection	adapter_finetune	adapter	finetune	55	0.001	0.028587993189692497	0.992	0.1594	0.1676	5.045077490234375
full_protection	adapter_finetune	adapter	finetune	56	0.001	0.028789258152246474	0.994	0.1603	0.1679	5.056806565093994
full_protection	adapter_finetune	adapter	finetune	57	0.001	0.03497327727079391	0.992	0.1614	0.1695	5.03377587890625
full_protection	adapter_finetune	adapter	finetune	58	0.001	0.030179249167442322	0.996	0.1623	0.1706	5.04985227355957
full_protection	adapter_finetune	adapter	finetune	59	0.001	0.029231537833809853	0.994	0.1608	0.1682	5.077917810058594
full_protection	adapter_finetune	adapter	finetune	60	0.001	0.039175601556897165	0.99	0.1629	0.1707	5.104770072937011
full_protection	adapter_finetune	adapter	finetune	61	0.0001	0.015646065324544906	1.0	0.1618	0.17	5.079658367919922
full_protection	adapter_finetune	adapter	finetune	62	0.0001	0.01854374036192894	1.0	0.1631	0.171	5.068147059631348
full_protection	adapter_finetune	adapter	finetune	63	0.0001	0.02101333586871624	0.998	0.1619	0.1711	5.052274526977539
full_protection	adapter_finetune	adapter	finetune	64	0.0001	0.01903561322391033	0.996	0.1614	0.1701	5.058471389770508
full_protection	adapter_finetune	adapter	finetune	65	0.0001	0.045149088621139526	0.99	0.1619	0.1703	5.086425879669189
full_protection	adapter_finetune	adapter	finetune	66	0.0001	0.018618293330073355	0.994	0.162	0.1714	5.067530628967285
full_protection	adapter_finetune	adapter	finetune	67	0.0001	0.026985925912857055	0.996	0.1621	0.1701	5.0502136573791505
full_protection	adapter_finetune	adapter	finetune	68	0.0001	0.028999556839466097	0.994	0.1616	0.1695	5.061726599884033
full_protection	adapter_finetune	adapter	finetune	69	0.0001	0.01898600611835718	1.0	0.1613	0.1698	5.056986357116699
full_protection	adapter_finetune	adapter	finetune	70	0.0001	0.01849292641505599	0.998	0.1628	0.1711	5.060069764709473
full_protection	adapter_finetune	adapter	finetune	71	0.0001	0.028679699182510374	0.994	0.162	0.1705	5.073778970336914
full_protection	adapter_finetune	adapter	finetune	72	0.0001	0.021854793459177017	0.996	0.1614	0.1714	5.082332994842529
full_protection	adapter_finetune	adapter	finetune	73	0.0001	0.021882116183638573	0.996	0.1606	0.1691	5.071173867797851
full_protection	adapter_finetune	adapter	finetune	74	0.0001	0.025713029593229294	0.994	0.1611	0.1698	5.045988452911377
full_protection	adapter_finetune	adapter	finetune	75	0.0001	0.017632653675973414	0.996	0.1626	0.1704	5.027434400939941
full_protection	adapter_finetune	adapter	finetune	76	0.0001	0.03610706532001495	0.992	0.1616	0.1694	5.069003166198731
full_protection	adapter_finetune	adapter	finetune	77	0.0001	0.02739466941356659	0.994	0.1625	0.1714	5.078883140563965
full_protection	adapter_finetune	adapter	finetune	78	0.0001	0.017708361625671385	0.998	0.1624	0.1708	5.068155670166016
full_protection	adapter_finetune	adapter	finetune	79	0.0001	0.034150919318199156	0.994	0.1622	0.1698	5.071052822875976
full_protection	adapter_finetune	adapter	finetune	80	0.0001	0.02474181216955185	0.994	0.1623	0.1715	5.046733695983887
full_protection	adapter_finetune	adapter	finetune	81	0.0001	0.030172088116407394	0.992	0.162	0.1711	5.058019770812988
full_protection	adapter_finetune	adapter	finetune	82	0.0001	0.01564969405531883	1.0	0.1628	0.1711	5.072555578613281
full_protection	adapter_finetune	adapter	finetune	83	0.0001	0.03923200309276581	0.992	0.1622	0.171	5.063722511291504
full_protection	adapter_finetune	adapter	finetune	84	0.0001	0.017953575387597086	1.0	0.1617	0.1703	5.047229420471192
full_protection	adapter_finetune	adapter	finetune	85	0.0001	0.027808666102588177	0.994	0.1631	0.172	5.0413827804565425
full_protection	adapter_finetune	adapter	finetune	86	0.0001	0.02215778139233589	0.996	0.1618	0.1707	5.046911311340332
full_protection	adapter_finetune	adapter	finetune	87	0.0001	0.04204913946986198	0.99	0.1617	0.1694	5.079721070861816
full_protection	adapter_finetune	adapter	finetune	88	0.0001	0.027582660913467408	0.992	0.1613	0.1693	5.051585300445557
full_protection	adapter_finetune	adapter	finetune	89	0.0001	0.030500522628426553	0.994	0.1615	0.1704	5.085739268493652
full_protection	adapter_finetune	adapter	finetune	90	0.0001	0.013857492074370384	1.0	0.1611	0.1699	5.045875854492188
full_protection	adapter_finetune	adapter	finetune	91	1e-05	0.025256452292203902	0.994	0.1617	0.1704	5.0552946426391605
full_protection	adapter_finetune	adapter	finetune	92	1e-05	0.02542398552596569	0.994	0.1602	0.1699	5.070161553955078
full_protection	adapter_finetune	adapter	finetune	93	1e-05	0.02100580957531929	0.996	0.1618	0.1707	5.068256351470947
full_protection	adapter_finetune	adapter	finetune	94	1e-05	0.018649972498416902	0.998	0.1616	0.1702	5.038231358337402
full_protection	adapter_finetune	adapter	finetune	95	1e-05	0.030987103588879107	0.994	0.1614	0.1695	5.065708820343017
full_protection	adapter_finetune	adapter	finetune	96	1e-05	0.016811594352126123	0.996	0.1616	0.1698	5.061840950775147
full_protection	adapter_finetune	adapter	finetune	97	1e-05	0.017694053441286085	0.998	0.163	0.1714	5.052218132019043
full_protection	adapter_finetune	adapter	finetune	98	1e-05	0.03788985298573971	0.992	0.1631	0.1712	5.049062715148926
full_protection	adapter_finetune	adapter	finetune	99	1e-05	0.029424672454595565	0.998	0.1636	0.1715	5.085828852844238
full_protection	adapter_finetune	adapter	finetune	100	1e-05	0.02172241571545601	0.994	0.1632	0.1712	5.088384406280517
random_50	replace_frozen	replace	frozen	1	0.01	4.743072467803955	0.034	0.011099999770522118	0.010599999688565731	5.57874870300293
random_50	replace_frozen	replace	frozen	2	0.009997532801828659	3.8791616706848147	0.14	0.013100000098347664	0.014100000262260437	7.650908470153809
random_50	replace_frozen	replace	frozen	3	0.00999013364214136	3.1320276832580567	0.282	0.010499999858438969	0.009700000286102295	11.283109664916992
random_50	replace_frozen	replace	frozen	4	0.009977809823015401	2.519938735961914	0.412	0.01140000019222498	0.012199999764561653	18.695919036865234
random_50	replace_frozen	replace	frozen	5	0.009960573506572392	2.115560453414917	0.502	0.010499999858438969	0.01080000028014183	27.16159439086914
random_50	replace_frozen	replace	frozen	6	0.00993844170297569	1.6953501930236816	0.624	0.010099999606609344	0.010300000198185444	35.26309585571289
random_50	replace_frozen	replace	frozen	7	0.009911436253643446	1.464414204597473	0.704	0.009999999776482582	0.010499999858438969	42.49729537963867
random_50	replace_frozen	replace	frozen	8	0.009879583809693738	1.1777051725387573	0.714	0.010099999606609344	0.010300000198185444	46.536067962646484
random_50	replace_frozen	replace	frozen	9	0.009842915805643155	0.9095278673171997	0.818	0.010099999606609344	0.010400000028312206	46.96696090698242
random_50	replace_frozen	replace	frozen	10	0.009801468428384716	0.8276362442970275	0.836	0.00930000003427267	0.009600000455975533	48.575721740722656
random_50	replace_frozen	replace	frozen	11	0.009755282581475767	0.6690141444206238	0.894	0.00930000003427267	0.009700000286102295	52.11262130737305
random_50	replace_frozen	replace	frozen	12	0.009704403844771127	0.5226869721412659	0.912	0.00839999970048666	0.009399999864399433	53.54813003540039
random_50	replace_frozen	replace	frozen	13	0.009648882429441256	0.45061216068267823	0.926	0.008500000461935997	0.00989999994635582	54.06071090698242
random_50	replace_frozen	replace	frozen	14	0.009588773128419903	0.3310229687690735	0.958	0.00800000037997961	0.009700000286102295	54.670101165771484
random_50	replace_frozen	replace	frozen	15	0.009524135262330096	0.28798333287239075	0.966	0.008100000210106373	0.009499999694526196	54.929100036621094
random_50	replace_frozen	replace	frozen	16	0.009455032620941838	0.25712808001041415	0.97	0.007600000128149986	0.008999999612569809	54.91428756713867
random_50	replace_frozen	replace	frozen	17	0.009381533400219317	0.21765795612335206	0.978	0.007699999958276749	0.008899999782443047	56.6202507019043
random_50	replace_frozen	replace	frozen	18	0.009303710135019717	0.20410608291625976	0.962	0.007799999788403511	0.008899999782443047	59.78812026977539
random_50	replace_frozen	replace	frozen	19	0.009221639627510075	0.16222213268280028	0.988	0.00800000037997961	0.008200000040233135	63.269901275634766
random_50	replace_frozen	replace	frozen	20	0.00913540287137281	0.14799719309806825	0.988	0.00860000029206276	0.009499999694526196	66.9375228881836
random_50	replace_frozen	replace	frozen	21	0.009045084971874739	0.145188800573349	0.988	0.008799999952316284	0.010300000198185444	69.45515441894531
random_50	replace_frozen	replace	frozen	22	0.008950775061878451	0.13391320645809174	0.986	0.009800000116229057	0.010700000450015068	71.32156372070312
random_50	replace_frozen	replace	frozen	23	0.008852566213878947	0.10070470839738846	0.99	0.009499999694526196	0.010700000450015068	73.2276840209961
random_50	replace_frozen	replace	frozen	24	0.008750555348152299	0.10803791606426238	0.996	0.00860000029206276	0.010300000198185444	75.61992645263672
random_50	replace_frozen	replace	frozen	25	0.00864484313710706	0.08795065748691559	0.994	0.008500000461935997	0.009999999776482582	76.29579162597656
random_50	replace_frozen	replace	frozen	26	0.008535533905932738	0.09722677099704742	0.99	0.008799999952316284	0.010700000450015068	78.08576202392578
random_50	replace_frozen	replace	frozen	27	0.008422735529643444	0.08867350745201111	0.992	0.008700000122189522	0.010400000028312206	79.1698226928711
random_50	replace_frozen	replace	frozen	28	0.00830655932661826	0.0781514310836792	0.996	0.008500000461935997	0.010200000368058681	80.50843811035156
random_50	replace_frozen	replace	frozen	29	0.00818711994874345	0.075181017100811	0.994	0.00839999970048666	0.009600000455975533	80.37549591064453
random_50	replace_frozen	replace	frozen	30	0.008064535268264884	0.07213047420978547	0.994	0.00860000029206276	0.00989999994635582	80.74640655517578
random_50	replace_frozen	replace	frozen	31	0.007938926261462368	0.06450438567996025	0.996	0.007799999788403511	0.009399999864399433	82.04080963134766
random_50	replace_frozen	replace	frozen	32	0.007810416889260655	0.05284411779046059	1.0	0.007799999788403511	0.008999999612569809	82.76261138916016
random_50	replace_frozen	replace	frozen	33	0.0076791339748949845	0.049632645398378375	0.994	0.007799999788403511	0.009100000374019146	83.8791732788086
random_50	replace_frozen	replace	frozen	34	0.007545207078751858	0.04265318101644516	0.998	0.008100000210106373	0.009499999694526196	83.11518859863281
random_50	replace_frozen	replace	frozen	35	0.007408768370508578	0.04517157196998596	0.996	0.008500000461935997	0.009600000455975533	82.65349578857422
random_50	replace_frozen	replace	frozen	36	0.0072699524986977355	0.054027939110994336	1.0	0.008700000122189522	0.009800000116229057	83.00996398925781
random_50	replace_frozen	replace	frozen	37	0.007128896457825365	0.053837419867515564	0.994	0.008500000461935997	0.009499999694526196	83.23414611816406
random_50	replace_frozen	replace	frozen	38	0.006985739453173905	0.04381253629922867	0.998	0.008299999870359898	0.00930000003427267	83.7569808959961
random_50	replace_frozen	replace	frozen	39	0.006840622763423393	0.04441757833957672	1.0	0.008200000040233135	0.00930000003427267	83.63645935058594
random_50	replace_frozen	replace	frozen	40	0.00669368960122646	0.04341723665595055	1.0	0.008200000040233135	0.00930000003427267	83.5350112915039
random_50	replace_frozen	replace	frozen	41	0.00654508497187474	0.04890718764066696	0.996	0.00800000037997961	0.00930000003427267	83.99864959716797
random_50	replace_frozen	replace	frozen	42	0.00639495553019615	0.04378783619403839	0.996	0.008500000461935997	0.009399999864399433	83.90713500976562
random_50	replace_frozen	replace	frozen	43	0.006243449435824276	0.03517563003301621	1.0	0.00860000029206276	0.009399999864399433	84.23202514648438
random_50	replace_frozen	replace	frozen	44	0.006090716206982716	0.03328584149479866	1.0	0.00860000029206276	0.009600000455975533	83.7231674194336
random_50	replace_frozen	replace	frozen	45	0.005936906572928627	0.03238997048139572	1.0	0.008700000122189522	0.009800000116229057	84.8624496459961
random_50	replace_frozen	replace	frozen	46	0.005782172325201158	0.03229782646894455	1.0	0.00860000029206276	0.009700000286102295	85.8160400390625
random_50	replace_frozen	replace	frozen	47	0.0056266661678215256	0.03257911412417889	0.998	0.008799999952316284	0.009700000286102295	85.547607421875
random_50	replace_frozen	replace	frozen	48	0.005470541566592575	0.03983056116104126	0.996	0.008799999952316284	0.009600000455975533	85.28694915771484
random_50	replace_frozen	replace	frozen	49	0.0053139525976465705	0.027636818289756775	1.0	0.008700000122189522	0.009600000455975533	84.95247650146484
random_50	replace_frozen	replace	frozen	50	0.005157053795390645	0.03331897193193436	1.0	0.008700000122189522	0.009700000286102295	84.17807006835938
random_50	replace_frozen	replace	frozen	51	0.005000000000000004	0.029632802069187163	1.0	0.008500000461935997	0.009600000455975533	83.35059356689453
random_50	replace_frozen	replace	frozen	52	0.004842946204609362	0.02648664239048958	1.0	0.00839999970048666	0.009499999694526196	83.84186553955078
random_50	replace_frozen	replace	frozen	53	0.004686047402353437	0.02755659694969654	1.0	0.008200000040233135	0.009200000204145908	83.60572814941406
random_50	replace_frozen	replace	frozen	54	0.004529458433407432	0.02799975533783436	1.0	0.008200000040233135	0.009399999864399433	84.044189453125
random_50	replace_frozen	replace	frozen	55	0.0043733338321784825	0.024340863138437273	1.0	0.008200000040233135	0.009399999864399433	82.8397216796875
random_50	replace_frozen	replace	frozen	56	0.004217827674798849	0.02896341350674629	0.998	0.008200000040233135	0.00930000003427267	82.994140625
random_50	replace_frozen	replace	frozen	57	0.00406309342707138	0.032982725352048874	0.998	0.008100000210106373	0.009200000204145908	82.8885498046875
random_50	replace_frozen	replace	frozen	58	0.003909283793017292	0.022703498750925064	1.0	0.00860000029206276	0.009700000286102295	83.18843078613281
random_50	replace_frozen	replace	frozen	59	0.0037565505641757287	0.03354599151015282	0.994	0.008700000122189522	0.009499999694526196	82.80235290527344
random_50	replace_frozen	replace	frozen	60	0.0036050444698038572	0.024812424793839456	0.998	0.00839999970048666	0.009600000455975533	83.13196563720703
random_50	replace_frozen	replace	frozen	61	0.003454915028125267	0.02436504825949669	1.0	0.008299999870359898	0.00930000003427267	83.0818099975586
random_50	replace_frozen	replace	frozen	62	0.003306310398773546	0.023664859369397162	1.0	0.008500000461935997	0.009399999864399433	83.15585327148438
random_50	replace_frozen	replace	frozen	63	0.0031593772365766143	0.02731631961464882	1.0	0.008100000210106373	0.009399999864399433	83.95069885253906
random_50	replace_frozen	replace	frozen	64	0.0030142605468260987	0.02624539728462696	1.0	0.008700000122189522	0.009499999694526196	84.13797760009766
random_50	replace_frozen	replace	frozen	65	0.002871103542174639	0.028539790138602257	1.0	0.008299999870359898	0.00930000003427267	84.31048583984375
random_50	replace_frozen	replace	frozen	66	0.002730047501302268	0.027838274598121642	1.0	0.00839999970048666	0.009600000455975533	84.13095092773438
random_50	replace_frozen	replace	frozen	67	0.0025912316294914245	0.021853267565369604	1.0	0.008200000040233135	0.009399999864399433	84.41956329345703
