protection_group	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
num_batches_tracked	44	0.01	400	242.18431282043457	0.6054607820510864	378	0.945	100	0.522075891494751	0.039814186096191403	98	0.98	False
num_batches_tracked	45	0.01	400	239.7722988128662	0.5994307470321655	382	0.955	100	0.5212870240211487	0.03902533531188965	99	0.99	False
num_batches_tracked	46	0.01	400	236.42967319488525	0.5910741829872131	386	0.965	100	0.5226617455482483	0.040400028228759766	98	0.98	False
num_batches_tracked	47	0.01	400	239.5434160232544	0.598858540058136	380	0.95	100	0.52276211977005	0.04050046443939209	98	0.98	False
num_batches_tracked	48	0.01	400	241.41799926757812	0.6035449981689454	381	0.9525	100	0.5212953090667725	0.039033596515655515	99	0.99	False
num_batches_tracked	49	0.01	400	238.88071727752686	0.5972017931938172	385	0.9625	100	0.5211177468299866	0.03885603666305542	98	0.98	False
num_batches_tracked	50	0.01	400	239.30454063415527	0.5982613515853882	380	0.95	100	0.5227906703948975	0.04052894115447998	99	0.99	False
num_batches_tracked	51	0.01	400	237.34498977661133	0.5933624744415283	386	0.965	100	0.5253393650054932	0.04307766914367676	98	0.98	False
num_batches_tracked	52	0.01	400	242.31081199645996	0.6057770299911499	383	0.9575	100	0.5233768224716187	0.041115102767944334	98	0.98	False
num_batches_tracked	53	0.01	400	243.5209197998047	0.6088022994995117	380	0.95	100	0.5257608890533447	0.04349915504455566	98	0.98	False
num_batches_tracked	54	0.01	400	240.78342819213867	0.6019585704803467	385	0.9625	100	0.5267267823219299	0.04446508407592773	96	0.96	False
num_batches_tracked	55	0.01	400	241.83789348602295	0.6045947337150573	380	0.95	100	0.5225800275802612	0.0403183126449585	98	0.98	False
num_batches_tracked	56	0.01	400	241.06488800048828	0.6026622200012207	382	0.955	100	0.5201455354690552	0.037883827686309816	98	0.98	False
num_batches_tracked	57	0.01	400	240.706636428833	0.6017665910720825	377	0.9425	100	0.5212864279747009	0.03902470350265503	98	0.98	False
num_batches_tracked	58	0.01	400	237.9564380645752	0.594891095161438	378	0.945	100	0.5224321484565735	0.040170478820800784	98	0.98	False
num_batches_tracked	59	0.01	400	238.88440132141113	0.5972110033035278	384	0.96	100	0.5233585238456726	0.04109684944152832	98	0.98	False
num_batches_tracked	60	0.01	400	238.93443870544434	0.5973360967636109	383	0.9575	100	0.5194956064224243	0.03723391532897949	99	0.99	False
num_batches_tracked	61	0.001	400	238.85304260253906	0.5971326065063477	383	0.9575	100	0.5224790573120117	0.04021736621856689	99	0.99	False
num_batches_tracked	62	0.001	400	238.44018650054932	0.5961004662513733	378	0.945	100	0.5215058922767639	0.039244160652160645	100	1.0	False
num_batches_tracked	63	0.001	400	236.56610441207886	0.5914152610301971	380	0.95	100	0.5240299105644226	0.04176823616027832	100	1.0	False
num_batches_tracked	64	0.001	400	237.52013206481934	0.5938003301620484	384	0.96	100	0.5202057361602783	0.03794402122497559	100	1.0	False
num_batches_tracked	65	0.001	400	239.29186058044434	0.5982296514511108	382	0.955	100	0.5187661051750183	0.03650441408157348	99	0.99	False
num_batches_tracked	66	0.001	400	239.3396453857422	0.5983491134643555	378	0.945	100	0.5206471681594849	0.03838545799255371	99	0.99	False
num_batches_tracked	67	0.001	400	237.65275192260742	0.5941318798065186	383	0.9575	100	0.5185410976409912	0.03627938270568848	100	1.0	False
num_batches_tracked	68	0.001	400	237.95626640319824	0.5948906660079956	382	0.955	100	0.5211288928985596	0.03886716842651367	99	0.99	False
num_batches_tracked	69	0.001	400	239.1779842376709	0.5979449605941772	382	0.955	100	0.5226563811302185	0.040394711494445804	99	0.99	False
num_batches_tracked	70	0.001	400	235.77202224731445	0.5894300556182861	384	0.96	100	0.5225387215614319	0.04027700424194336	99	0.99	False
num_batches_tracked	71	0.001	400	235.82175636291504	0.5895543909072876	383	0.9575	100	0.5230252742767334	0.0407636022567749	99	0.99	False
num_batches_tracked	72	0.001	400	233.38060188293457	0.5834515047073364	391	0.9775	100	0.5220236778259277	0.03976200103759766	99	0.99	False
num_batches_tracked	73	0.001	400	238.37345123291016	0.5959336280822753	381	0.9525	100	0.5225998759269714	0.04033815860748291	100	1.0	False
num_batches_tracked	74	0.001	400	237.7375202178955	0.5943438005447388	384	0.96	100	0.5241344571113586	0.041872711181640626	98	0.98	False
num_batches_tracked	75	0.001	400	239.75265884399414	0.5993816471099853	377	0.9425	100	0.5208570957183838	0.03859541654586792	99	0.99	False
num_batches_tracked	76	0.001	400	235.56101417541504	0.5889025354385375	382	0.955	100	0.5216307640075684	0.039369075298309325	99	0.99	False
num_batches_tracked	77	0.001	400	239.01474380493164	0.5975368595123292	380	0.95	100	0.5228933095932007	0.04063160419464111	99	0.99	False
num_batches_tracked	78	0.001	400	236.56824111938477	0.5914206027984619	383	0.9575	100	0.523851215839386	0.04158952236175537	99	0.99	False
num_batches_tracked	79	0.001	400	241.05799007415771	0.6026449751853943	378	0.945	100	0.5210441946983337	0.03878249645233154	100	1.0	False
num_batches_tracked	80	0.001	400	236.24370861053467	0.5906092715263367	379	0.9475	100	0.522020161151886	0.03975848197937012	98	0.98	False
num_batches_tracked	81	0.001	400	237.83179092407227	0.5945794773101807	377	0.9425	100	0.5227991938591003	0.04053746700286865	99	0.99	False
num_batches_tracked	82	0.001	400	236.52980518341064	0.5913245129585266	378	0.945	100	0.5223680734634399	0.040106382369995114	98	0.98	False
num_batches_tracked	83	0.001	400	237.329026222229	0.5933225655555725	379	0.9475	100	0.522240400314331	0.039978680610656736	99	0.99	False
num_batches_tracked	84	0.001	400	235.98633003234863	0.5899658250808716	385	0.9625	100	0.5218427777290344	0.03958108901977539	100	1.0	False
num_batches_tracked	85	0.001	400	236.944673538208	0.59236168384552	385	0.9625	100	0.5258294343948364	0.04356770992279053	99	0.99	False
num_batches_tracked	86	0.001	400	235.2479109764099	0.5881197774410247	382	0.955	100	0.523295521736145	0.041033854484558104	99	0.99	False
num_batches_tracked	87	0.001	400	240.3643798828125	0.6009109497070313	378	0.945	100	0.5220916271209717	0.03982990264892578	99	0.99	False
num_batches_tracked	88	0.001	400	239.71016311645508	0.5992754077911377	382	0.955	100	0.5215248465538025	0.039263153076171876	99	0.99	False
num_batches_tracked	89	0.001	400	238.05422687530518	0.595135567188263	379	0.9475	100	0.5228402018547058	0.040578489303588865	100	1.0	False
num_batches_tracked	90	0.001	400	237.35403633117676	0.5933850908279419	383	0.9575	100	0.5231367945671082	0.040875120162963866	100	1.0	False
num_batches_tracked	91	0.001	400	237.32906246185303	0.5933226561546325	384	0.96	100	0.5210813283920288	0.03881960391998291	99	0.99	False
num_batches_tracked	92	0.001	400	241.1049575805664	0.6027623939514161	378	0.945	100	0.5212664008140564	0.039004669189453126	100	1.0	False
num_batches_tracked	93	0.001	400	236.31964111328125	0.5907991027832031	384	0.96	100	0.5237460136413574	0.041484322547912594	99	0.99	False
num_batches_tracked	94	0.001	400	235.95216751098633	0.5898804187774658	385	0.9625	100	0.5251480937004089	0.04288640975952149	99	0.99	False
num_batches_tracked	95	0.001	400	235.78547477722168	0.5894636869430542	378	0.945	100	0.5237700343132019	0.04150832176208496	99	0.99	False
num_batches_tracked	96	0.001	400	237.84076309204102	0.5946019077301026	375	0.9375	100	0.5236240029335022	0.041362333297729495	99	0.99	False
num_batches_tracked	97	0.001	400	237.9948263168335	0.5949870657920837	383	0.9575	100	0.5209493041038513	0.03868756771087647	99	0.99	False
num_batches_tracked	98	0.001	400	235.76517295837402	0.5894129323959351	382	0.955	100	0.5200451016426086	0.03778335094451904	99	0.99	False
num_batches_tracked	99	0.001	400	234.96673965454102	0.5874168491363525	381	0.9525	100	0.5197998881340027	0.03753816604614258	99	0.99	False
num_batches_tracked	100	0.001	400	233.95954990386963	0.5848988747596741	388	0.97	100	0.5209801197052002	0.03871845960617065	99	0.99	False
main_conv	1	0.01	400	1420.6014022827148	3.551503505706787	65	0.1625	100	3.953993558883667	3.4717315673828124	11	0.11	True
main_conv	2	0.01	400	966.1247825622559	2.4153119564056396	174	0.435	100	3.550252676010132	3.067991027832031	18	0.18	True
main_conv	3	0.01	400	718.0339126586914	1.7950847816467286	251	0.6275	100	3.207789897918701	2.7255282592773438	23	0.23	True
main_conv	4	0.01	400	578.4659519195557	1.446164879798889	314	0.785	100	3.0661656856536865	2.58390380859375	20	0.2	True
main_conv	5	0.01	400	474.32008361816406	1.18580020904541	350	0.875	100	3.022007465362549	2.5397454833984376	22	0.22	True
main_conv	6	0.01	400	410.27492904663086	1.0256873226165772	361	0.9025	100	2.988394021987915	2.5061326599121094	20	0.2	True
main_conv	7	0.01	400	382.385461807251	0.9559636545181275	365	0.9125	100	2.977470636367798	2.495209045410156	21	0.21	True
main_conv	8	0.01	400	348.6547260284424	0.8716368150711059	377	0.9425	100	2.9658448696136475	2.4835833740234374	21	0.21	True
main_conv	9	0.01	400	324.7532043457031	0.8118830108642578	379	0.9475	100	2.9744322299957275	2.49217041015625	21	0.21	False
main_conv	10	0.01	400	315.15933990478516	0.7878983497619629	383	0.9575	100	2.941504955291748	2.4592431640625	21	0.21	True
main_conv	11	0.01	400	307.459677696228	0.7686491942405701	381	0.9525	100	2.9179534912109375	2.4356915283203127	22	0.22	True
main_conv	12	0.01	400	302.79228019714355	0.7569807004928589	383	0.9575	100	2.923952579498291	2.4416905212402344	26	0.26	False
main_conv	13	0.01	400	292.9314651489258	0.7323286628723145	379	0.9475	100	2.9460668563842773	2.4638050842285155	25	0.25	False
main_conv	14	0.01	400	291.8162155151367	0.7295405387878418	390	0.975	100	2.956362247467041	2.474100799560547	26	0.26	False
main_conv	15	0.01	400	287.63717555999756	0.7190929388999939	386	0.965	100	2.942308187484741	2.460046691894531	26	0.26	False
main_conv	16	0.01	400	275.70513916015625	0.6892628479003906	385	0.9625	100	2.940176010131836	2.4579145812988283	26	0.26	False
main_conv	17	0.01	400	275.77877044677734	0.6894469261169434	382	0.955	100	2.938558340072632	2.4562965393066407	26	0.26	False
main_conv	18	0.01	400	277.9207181930542	0.6948017954826355	385	0.9625	100	2.9369826316833496	2.4547210693359376	26	0.26	False
main_conv	19	0.01	400	272.0337505340576	0.6800843763351441	380	0.95	100	2.921013116836548	2.4387518310546876	25	0.25	False
main_conv	20	0.01	400	269.6436996459961	0.6741092491149903	384	0.96	100	2.9258501529693604	2.4435887145996094	26	0.26	False
main_conv	21	0.01	400	270.2338562011719	0.6755846405029297	382	0.955	100	2.9556984901428223	2.4734368896484376	25	0.25	False
main_conv	22	0.01	400	266.02370834350586	0.6650592708587646	386	0.965	100	2.947526693344116	2.465265350341797	26	0.26	False
main_conv	23	0.01	400	269.5865783691406	0.6739664459228516	385	0.9625	100	2.9062416553497314	2.4239797973632813	25	0.25	True
main_conv	24	0.01	400	267.5015296936035	0.6687538242340088	385	0.9625	100	2.9387590885162354	2.4564974975585936	24	0.24	False
main_conv	25	0.01	400	263.78417682647705	0.6594604420661926	386	0.965	100	2.9411516189575195	2.458889923095703	26	0.26	False
main_conv	26	0.01	400	264.3796920776367	0.6609492301940918	379	0.9475	100	2.924835205078125	2.4425733947753905	25	0.25	False
main_conv	27	0.01	400	262.51831817626953	0.6562957954406738	385	0.9625	100	2.9168591499328613	2.434597625732422	27	0.27	False
main_conv	28	0.01	400	258.0977392196655	0.6452443480491639	383	0.9575	100	2.918637275695801	2.436375732421875	26	0.26	False
main_conv	29	0.01	400	258.96379566192627	0.6474094891548157	386	0.965	100	2.9195988178253174	2.437337646484375	27	0.27	False
main_conv	30	0.01	400	260.66766357421875	0.6516691589355469	383	0.9575	100	2.9178380966186523	2.4355763244628905	27	0.27	False
main_conv	31	0.01	400	261.0037612915039	0.6525094032287597	380	0.95	100	2.8889591693878174	2.4066973876953126	28	0.28	True
main_conv	32	0.01	400	255.84521675109863	0.6396130418777466	383	0.9575	100	2.882018566131592	2.399757080078125	27	0.27	True
main_conv	33	0.01	400	258.6051559448242	0.6465128898620606	387	0.9675	100	2.863685131072998	2.3814234924316406	27	0.27	True
main_conv	34	0.01	400	254.44275045394897	0.6361068761348725	382	0.955	100	2.84700870513916	2.364746856689453	28	0.28	True
main_conv	35	0.01	400	257.7182960510254	0.6442957401275635	385	0.9625	100	2.8777434825897217	2.3954820251464843	26	0.26	False
main_conv	36	0.01	400	254.80828475952148	0.6370207118988037	387	0.9675	100	2.9001989364624023	2.4179373168945313	27	0.27	False
main_conv	37	0.01	400	256.49211978912354	0.6412302994728089	380	0.95	100	2.907662868499756	2.425401306152344	24	0.24	False
main_conv	38	0.01	400	253.11661624908447	0.6327915406227111	384	0.96	100	2.9055604934692383	2.423298797607422	25	0.25	False
main_conv	39	0.01	400	253.38586139678955	0.6334646534919739	384	0.96	100	2.885244607925415	2.4029830932617187	28	0.28	False
main_conv	40	0.01	400	253.52608394622803	0.63381520986557	381	0.9525	100	2.8826634883880615	2.400401611328125	28	0.28	False
main_conv	41	0.01	400	251.52756214141846	0.6288189053535461	390	0.975	100	2.8567562103271484	2.3744944763183593	28	0.28	False
main_conv	42	0.01	400	251.22391891479492	0.6280597972869874	388	0.97	100	2.874488353729248	2.3922270202636717	26	0.26	False
main_conv	43	0.01	400	251.41398239135742	0.6285349559783936	379	0.9475	100	2.855912208557129	2.3736503601074217	26	0.26	False
main_conv	44	0.01	400	252.23970794677734	0.6305992698669434	387	0.9675	100	2.873108386993408	2.390847015380859	25	0.25	False
main_conv	45	0.01	400	249.99781131744385	0.6249945282936096	388	0.97	100	2.8864314556121826	2.404169921875	25	0.25	False
main_conv	46	0.01	400	246.21419763565063	0.6155354940891266	385	0.9625	100	2.889848470687866	2.407587127685547	25	0.25	False
main_conv	47	0.01	400	246.9484624862671	0.6173711562156677	389	0.9725	100	2.8633360862731934	2.3810745239257813	25	0.25	False
main_conv	48	0.01	400	249.28338432312012	0.6232084608078003	386	0.965	100	2.8706893920898438	2.388427429199219	26	0.26	False
main_conv	49	0.01	400	248.45243453979492	0.6211310863494873	393	0.9825	100	2.837217092514038	2.3549554443359373	26	0.26	True
main_conv	50	0.01	400	247.0766725540161	0.6176916813850403	388	0.97	100	2.836564779281616	2.354303283691406	27	0.27	True
main_conv	51	0.01	400	247.43700075149536	0.6185925018787384	388	0.97	100	2.839111328125	2.3568496704101562	26	0.26	False
main_conv	52	0.01	400	251.6313705444336	0.629078426361084	380	0.95	100	2.825918197631836	2.3436566162109376	27	0.27	True
main_conv	53	0.01	400	250.39606475830078	0.625990161895752	389	0.9725	100	2.8333795070648193	2.3511175537109374	27	0.27	False
main_conv	54	0.01	400	250.12156105041504	0.6253039026260376	383	0.9575	100	2.8414323329925537	2.3591709899902344	26	0.26	False
main_conv	55	0.01	400	250.66618728637695	0.6266654682159424	388	0.97	100	2.8312389850616455	2.34897705078125	26	0.26	False
main_conv	56	0.01	400	247.47565746307373	0.6186891436576843	386	0.965	100	2.8337903022766113	2.3515284729003905	26	0.26	False
main_conv	57	0.01	400	247.29026699066162	0.6182256674766541	384	0.96	100	2.801703453063965	2.319441680908203	26	0.26	True
main_conv	58	0.01	400	245.88985538482666	0.6147246384620666	380	0.95	100	2.816340923309326	2.3340794372558595	26	0.26	False
main_conv	59	0.01	400	246.2275686264038	0.6155689215660095	390	0.975	100	2.810832977294922	2.32857177734375	27	0.27	False
main_conv	60	0.01	400	246.58681678771973	0.6164670419692994	391	0.9775	100	2.7997546195983887	2.31749267578125	27	0.27	True
main_conv	61	0.001	400	245.73083305358887	0.6143270826339722	383	0.9575	100	2.809812545776367	2.3275511169433596	26	0.26	False
main_conv	62	0.001	400	243.98801231384277	0.609970030784607	388	0.97	100	2.8101565837860107	2.3278948974609377	26	0.26	False
main_conv	63	0.001	400	242.7136287689209	0.6067840719223022	385	0.9625	100	2.809138536453247	2.3268768310546877	28	0.28	False
main_conv	64	0.001	400	243.10401821136475	0.6077600455284119	389	0.9725	100	2.801739454269409	2.3194776916503907	28	0.28	False
main_conv	65	0.001	400	246.06881618499756	0.6151720404624939	382	0.955	100	2.822127103805542	2.339865417480469	27	0.27	False
main_conv	66	0.001	400	245.3331651687622	0.6133329129219055	387	0.9675	100	2.80171537399292	2.3194538879394533	27	0.27	False
main_conv	67	0.001	400	244.2305784225464	0.610576446056366	384	0.96	100	2.808181047439575	2.325919647216797	28	0.28	False
main_conv	68	0.001	400	243.22421169281006	0.6080605292320251	389	0.9725	100	2.810769557952881	2.328507995605469	28	0.28	False
main_conv	69	0.001	400	246.12181663513184	0.6153045415878295	385	0.9625	100	2.827054738998413	2.344793243408203	26	0.26	False
main_conv	70	0.001	400	242.49192428588867	0.6062298107147217	387	0.9675	100	2.8199357986450195	2.337674407958984	27	0.27	False
main_conv	71	0.001	400	244.04681205749512	0.6101170301437377	387	0.9675	100	2.816981792449951	2.334720458984375	28	0.28	False
main_conv	72	0.001	400	243.3232822418213	0.6083082056045532	393	0.9825	100	2.820521116256714	2.338259582519531	28	0.28	False
main_conv	73	0.001	400	246.3460865020752	0.615865216255188	384	0.96	100	2.8399717807769775	2.357710113525391	27	0.27	False
main_conv	74	0.001	400	244.92420196533203	0.6123105049133301	390	0.975	100	2.849943161010742	2.367681427001953	27	0.27	False
main_conv	75	0.001	400	244.74092292785645	0.6118523073196411	385	0.9625	100	2.8307530879974365	2.3484912109375	28	0.28	False
main_conv	76	0.001	400	242.5963487625122	0.6064908719062805	386	0.965	100	2.8337647914886475	2.3515031433105467	27	0.27	False
main_conv	77	0.001	400	244.9380111694336	0.612345027923584	386	0.965	100	2.8133819103240967	2.3311203002929686	27	0.27	False
main_conv	78	0.001	400	243.47700691223145	0.6086925172805786	388	0.97	100	2.796858072280884	2.3145965576171874	27	0.27	True
main_conv	79	0.001	400	245.23547172546387	0.6130886793136596	391	0.9775	100	2.7960619926452637	2.3138003540039063	28	0.28	True
main_conv	80	0.001	400	242.27675342559814	0.6056918835639954	391	0.9775	100	2.82377028465271	2.3415087890625	28	0.28	False
main_conv	81	0.001	400	244.4509735107422	0.6111274337768555	388	0.97	100	2.828249454498291	2.345987548828125	27	0.27	False
main_conv	82	0.001	400	243.2932834625244	0.608233208656311	389	0.9725	100	2.8331212997436523	2.3508596801757813	27	0.27	False
main_conv	83	0.001	400	243.54694938659668	0.6088673734664917	385	0.9625	100	2.820843458175659	2.338582000732422	28	0.28	False
main_conv	84	0.001	400	242.6025791168213	0.6065064477920532	388	0.97	100	2.821154832839966	2.3388932800292968	28	0.28	False
main_conv	85	0.001	400	243.04241943359375	0.6076060485839844	389	0.9725	100	2.815563917160034	2.333302001953125	27	0.27	False
main_conv	86	0.001	400	242.81148052215576	0.6070287013053894	391	0.9775	100	2.8445842266082764	2.3623226928710936	27	0.27	False
main_conv	87	0.001	400	244.93852996826172	0.6123463249206543	383	0.9575	100	2.8312089443206787	2.3489474487304687	26	0.26	False
main_conv	88	0.001	400	245.61138534545898	0.6140284633636475	385	0.9625	100	2.8378710746765137	2.3556094360351563	27	0.27	False
main_conv	89	0.001	400	245.19128799438477	0.6129782199859619	383	0.9575	100	2.837564706802368	2.3553028869628907	26	0.26	False
main_conv	90	0.001	400	244.0271511077881	0.6100678777694702	384	0.96	100	2.8282508850097656	2.345989227294922	26	0.26	False
main_conv	91	0.001	400	244.15826988220215	0.6103956747055054	389	0.9725	100	2.843755006790161	2.3614935302734374	26	0.26	False
main_conv	92	0.001	400	244.55227851867676	0.6113806962966919	389	0.9725	100	2.811676502227783	2.329414978027344	28	0.28	False
main_conv	93	0.001	400	243.84319686889648	0.6096079921722413	384	0.96	100	2.8134405612945557	2.331178894042969	28	0.28	False
main_conv	94	0.001	400	242.76411247253418	0.6069102811813355	387	0.9675	100	2.82321834564209	2.340956573486328	28	0.28	False
main_conv	95	0.001	400	241.68622398376465	0.6042155599594117	386	0.965	100	2.8324475288391113	2.3501856994628905	26	0.26	False
main_conv	96	0.001	400	242.4497241973877	0.6061243104934693	388	0.97	100	2.8384180068969727	2.356156311035156	27	0.27	False
main_conv	97	0.001	400	240.95112991333008	0.6023778247833252	386	0.965	100	2.8246400356292725	2.342378845214844	27	0.27	False
main_conv	98	0.001	400	241.6197385787964	0.6040493464469909	386	0.965	100	2.8316097259521484	2.3493479919433593	27	0.27	False
main_conv	99	0.001	400	241.43956184387207	0.6035989046096801	389	0.9725	100	2.8327465057373047	2.3504849243164063	27	0.27	False
main_conv	100	0.001	400	242.342755317688	0.60585688829422	391	0.9775	100	2.822500467300415	2.3402389526367187	26	0.26	False
downsample_conv	1	0.01	400	583.0483283996582	1.4576208209991455	257	0.6425	100	1.718258023262024	1.2359963989257812	57	0.57	True
downsample_conv	2	0.01	400	404.26715087890625	1.0106678771972657	334	0.835	100	1.2671657800674438	0.7849040222167969	67	0.67	True
downsample_conv	3	0.01	400	345.2414836883545	0.8631037092208862	357	0.8925	100	1.1042755842208862	0.6220140075683593	74	0.74	True
downsample_conv	4	0.01	400	325.62889099121094	0.8140722274780273	370	0.925	100	1.0560708045959473	0.5738090896606445	79	0.79	True
downsample_conv	5	0.01	400	290.3849754333496	0.7259624385833741	379	0.9475	100	1.051743745803833	0.5694820404052734	78	0.78	True
downsample_conv	6	0.01	400	279.675443649292	0.69918860912323	380	0.95	100	1.0556358098983765	0.573374137878418	80	0.8	False
downsample_conv	7	0.01	400	279.04751110076904	0.6976187777519226	376	0.94	100	1.056560754776001	0.5742990493774414	77	0.77	False
downsample_conv	8	0.01	400	271.2418556213379	0.6781046390533447	380	0.95	100	1.048774003982544	0.566512336730957	76	0.76	True
downsample_conv	9	0.01	400	267.61730766296387	0.6690432691574096	381	0.9525	100	1.0439296960830688	0.5616679382324219	79	0.79	True
downsample_conv	10	0.01	400	264.07361221313477	0.6601840305328369	383	0.9575	100	1.0370161533355713	0.5547544860839844	80	0.8	True
downsample_conv	11	0.01	400	263.0016174316406	0.6575040435791015	380	0.95	100	1.0422325134277344	0.5599707412719727	77	0.77	False
downsample_conv	12	0.01	400	265.24495124816895	0.6631123781204223	380	0.95	100	1.0579893589019775	0.5757275772094727	78	0.78	False
downsample_conv	13	0.01	400	259.0420551300049	0.6476051378250122	377	0.9425	100	1.0578700304031372	0.5756082534790039	79	0.79	False
downsample_conv	14	0.01	400	260.7020149230957	0.6517550373077392	384	0.96	100	1.0375515222549438	0.5552898025512696	79	0.79	False
downsample_conv	15	0.01	400	255.99793243408203	0.639994831085205	387	0.9675	100	1.031559944152832	0.5492982864379883	80	0.8	True
downsample_conv	16	0.01	400	253.16924858093262	0.6329231214523315	386	0.965	100	1.0365371704101562	0.5542754364013672	78	0.78	False
downsample_conv	17	0.01	400	254.39698219299316	0.635992455482483	381	0.9525	100	1.0270997285842896	0.5448379898071289	79	0.79	True
downsample_conv	18	0.01	400	254.85657691955566	0.6371414422988891	377	0.9425	100	1.020118236541748	0.5378565216064453	78	0.78	True
downsample_conv	19	0.01	400	252.01392269134521	0.630034806728363	381	0.9525	100	1.0291684865951538	0.54690673828125	79	0.79	False
downsample_conv	20	0.01	400	248.79364681243896	0.6219841170310975	382	0.955	100	1.0230891704559326	0.5408274459838868	80	0.8	False
downsample_conv	21	0.01	400	249.544282913208	0.62386070728302	385	0.9625	100	1.0149550437927246	0.5326932907104492	78	0.78	True
downsample_conv	22	0.01	400	249.64066886901855	0.6241016721725464	385	0.9625	100	1.0195622444152832	0.5373005676269531	78	0.78	False
downsample_conv	23	0.01	400	249.51878833770752	0.6237969708442688	381	0.9525	100	1.022891640663147	0.5406299591064453	77	0.77	False
downsample_conv	24	0.01	400	250.083025932312	0.62520756483078	380	0.95	100	1.0215295553207397	0.5392678451538085	77	0.77	False
downsample_conv	25	0.01	400	247.78331184387207	0.6194582796096801	383	0.9575	100	1.0391733646392822	0.5569116973876953	77	0.77	False
downsample_conv	26	0.01	400	247.98681831359863	0.6199670457839965	384	0.96	100	1.0302857160568237	0.5480241012573243	79	0.79	False
downsample_conv	27	0.01	400	249.10771369934082	0.6227692842483521	383	0.9575	100	1.0236258506774902	0.5413641357421874	76	0.76	False
downsample_conv	28	0.01	400	245.77210235595703	0.6144302558898925	385	0.9625	100	1.0152190923690796	0.5329574584960938	80	0.8	False
downsample_conv	29	0.01	400	245.03323554992676	0.6125830888748169	384	0.96	100	1.0056742429733276	0.5234126281738282	80	0.8	True
downsample_conv	30	0.01	400	248.33263778686523	0.6208315944671631	381	0.9525	100	1.004777193069458	0.5225156021118164	78	0.78	True
downsample_conv	31	0.01	400	249.30963897705078	0.623274097442627	377	0.9425	100	1.008724331855774	0.5264627075195313	80	0.8	False
downsample_conv	32	0.01	400	245.8202199935913	0.6145505499839783	384	0.96	100	1.0250450372695923	0.542783317565918	77	0.77	False
downsample_conv	33	0.01	400	248.6081953048706	0.6215204882621765	381	0.9525	100	1.003522515296936	0.5212607192993164	80	0.8	True
downsample_conv	34	0.01	400	245.19490146636963	0.6129872536659241	382	0.955	100	1.0064018964767456	0.5241401672363282	80	0.8	False
downsample_conv	35	0.01	400	248.08021354675293	0.6202005338668823	374	0.935	100	1.0102425813674927	0.5279809188842773	78	0.78	False
downsample_conv	36	0.01	400	246.30435371398926	0.6157608842849731	384	0.96	100	1.0142316818237305	0.531969985961914	77	0.77	False
downsample_conv	37	0.01	400	244.94049739837646	0.6123512434959412	379	0.9475	100	0.9981757998466492	0.5159140777587891	79	0.79	True
downsample_conv	38	0.01	400	245.1190586090088	0.612797646522522	379	0.9475	100	1.0021541118621826	0.519892463684082	80	0.8	False
downsample_conv	39	0.01	400	242.4488296508789	0.6061220741271973	383	0.9575	100	1.0194348096847534	0.5371731185913086	80	0.8	False
downsample_conv	40	0.01	400	241.4813642501831	0.6037034106254577	379	0.9475	100	1.0017685890197754	0.519506950378418	79	0.79	False
downsample_conv	41	0.01	400	243.13434982299805	0.6078358745574951	389	0.9725	100	0.9915170073509216	0.5092552947998047	81	0.81	True
downsample_conv	42	0.01	400	243.61768627166748	0.6090442156791687	386	0.965	100	0.9863492250442505	0.5040876007080078	81	0.81	True
downsample_conv	43	0.01	400	244.7054147720337	0.6117635369300842	377	0.9425	100	0.9866473078727722	0.5043857192993164	82	0.82	False
downsample_conv	44	0.01	400	242.6089859008789	0.6065224647521973	382	0.955	100	0.9902344942092896	0.5079728317260742	80	0.8	False
downsample_conv	45	0.01	400	244.0965871810913	0.6102414679527283	386	0.965	100	0.9831002354621887	0.500838623046875	80	0.8	True
downsample_conv	46	0.01	400	240.1863784790039	0.6004659461975098	380	0.95	100	0.9914200901985168	0.5091584014892578	79	0.79	False
downsample_conv	47	0.01	400	241.7926197052002	0.6044815492630005	383	0.9575	100	0.9856040477752686	0.503342399597168	82	0.82	False
downsample_conv	48	0.01	400	244.40496158599854	0.6110124039649963	381	0.9525	100	0.9708366990089417	0.48857505798339845	80	0.8	True
downsample_conv	49	0.01	400	243.0308952331543	0.6075772380828858	385	0.9625	100	0.9781997203826904	0.49593803405761716	81	0.81	False
downsample_conv	50	0.01	400	240.5866985321045	0.6014667463302612	383	0.9575	100	0.9750800728797913	0.49281845092773435	82	0.82	False
downsample_conv	51	0.01	400	241.9546480178833	0.6048866200447083	384	0.96	100	0.9824265837669373	0.5001648330688476	79	0.79	False
downsample_conv	52	0.01	400	244.08944988250732	0.6102236247062683	385	0.9625	100	0.9833845496177673	0.501122932434082	80	0.8	False
downsample_conv	53	0.01	400	246.63173866271973	0.6165793466567994	383	0.9575	100	0.9896981120109558	0.507436408996582	78	0.78	False
downsample_conv	54	0.01	400	243.46992301940918	0.608674807548523	384	0.96	100	0.9937417507171631	0.5114800643920898	79	0.79	False
downsample_conv	55	0.01	400	243.09152793884277	0.6077288198471069	382	0.955	100	0.9762904047966003	0.4940287017822266	78	0.78	False
downsample_conv	56	0.01	400	243.26332187652588	0.6081583046913147	380	0.95	100	0.9815107583999634	0.4992491149902344	80	0.8	False
