protection_group	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
bias	35	0.01	400	246.96518898010254	0.6174129724502564	382	0.955	100	0.7029501795768738	0.22068851470947265	94	0.94	False
bias	36	0.01	400	246.5117359161377	0.6162793397903442	382	0.955	100	0.6998225450515747	0.2175608444213867	95	0.95	True
bias	37	0.01	400	243.10308456420898	0.6077577114105225	385	0.9625	100	0.7028489708900452	0.22058719635009766	96	0.96	False
bias	38	0.01	400	244.4600372314453	0.6111500930786132	382	0.955	100	0.6937651038169861	0.21150341033935546	95	0.95	True
bias	39	0.01	400	243.0415277481079	0.6076038193702697	384	0.96	100	0.6995598673820496	0.21729808807373047	95	0.95	False
bias	40	0.01	400	242.3754415512085	0.6059386038780212	378	0.945	100	0.6993582248687744	0.21709651947021485	95	0.95	False
bias	41	0.01	400	241.26492309570312	0.6031623077392578	392	0.98	100	0.6989263892173767	0.21666471481323243	94	0.94	False
bias	42	0.01	400	244.65771865844727	0.6116442966461182	382	0.955	100	0.7007248401641846	0.21846317291259765	94	0.94	False
bias	43	0.01	400	242.9480152130127	0.6073700380325318	375	0.9375	100	0.6999973058700562	0.21773561477661132	94	0.94	False
bias	44	0.01	400	244.84295272827148	0.6121073818206787	381	0.9525	100	0.6956124901771545	0.213350830078125	94	0.94	False
bias	45	0.01	400	246.3362922668457	0.6158407306671143	379	0.9475	100	0.6880840063095093	0.20582233428955077	94	0.94	True
bias	46	0.01	400	241.13043308258057	0.6028260827064514	381	0.9525	100	0.6969226002693176	0.2146608543395996	94	0.94	False
bias	47	0.01	400	243.6489486694336	0.609122371673584	385	0.9625	100	0.6986041069030762	0.2163424301147461	94	0.94	False
bias	48	0.01	400	246.19806003570557	0.6154951500892639	383	0.9575	100	0.6940166354179382	0.21175491333007812	94	0.94	False
bias	49	0.01	400	242.8763942718506	0.6071909856796265	385	0.9625	100	0.6908199191093445	0.20855823516845703	94	0.94	False
bias	50	0.01	400	242.48691368103027	0.6062172842025757	386	0.965	100	0.6823052167892456	0.20004356384277344	94	0.94	True
bias	51	0.01	400	241.22139358520508	0.6030534839630127	388	0.97	100	0.6891746520996094	0.20691295623779296	95	0.95	False
bias	52	0.01	400	246.83496475219727	0.6170874118804932	385	0.9625	100	0.6913946270942688	0.20913295745849608	95	0.95	False
bias	53	0.01	400	244.93133068084717	0.6123283267021179	382	0.955	100	0.6936670541763306	0.21140533447265625	95	0.95	False
bias	54	0.01	400	243.01402854919434	0.6075350713729858	386	0.965	100	0.6941235661506653	0.2118619155883789	96	0.96	False
bias	55	0.01	400	245.4048776626587	0.6135121941566467	378	0.945	100	0.6949664354324341	0.21270465850830078	95	0.95	False
bias	56	0.01	400	243.7040376663208	0.609260094165802	384	0.96	100	0.6920669674873352	0.20980525970458985	95	0.95	False
bias	57	0.01	400	243.72800254821777	0.6093200063705444	379	0.9475	100	0.68440842628479	0.2021466636657715	95	0.95	False
bias	58	0.01	400	240.5057978630066	0.6012644946575165	382	0.955	100	0.6839539408683777	0.20169221878051757	94	0.94	False
bias	59	0.01	400	242.13008785247803	0.6053252196311951	378	0.945	100	0.6901720762252808	0.20791040420532225	95	0.95	False
bias	60	0.01	400	241.7425422668457	0.6043563556671142	380	0.95	100	0.6845785975456238	0.20231691360473633	95	0.95	False
bias	61	0.001	400	242.1239137649536	0.605309784412384	388	0.97	100	0.6916694641113281	0.2094076919555664	95	0.95	False
bias	62	0.001	400	241.17637634277344	0.6029409408569336	380	0.95	100	0.6883907914161682	0.20612913131713867	94	0.94	False
bias	63	0.001	400	240.34741497039795	0.6008685374259949	381	0.9525	100	0.6939438581466675	0.21168216705322265	94	0.94	False
bias	64	0.001	400	241.66611766815186	0.6041652941703797	385	0.9625	100	0.6833995580673218	0.2011379051208496	95	0.95	False
bias	65	0.001	400	242.29865741729736	0.6057466435432434	381	0.9525	100	0.6828287839889526	0.20056705474853515	95	0.95	False
bias	66	0.001	400	241.81322479248047	0.6045330619812012	380	0.95	100	0.6875697374343872	0.20530799865722657	95	0.95	False
bias	67	0.001	400	239.21090507507324	0.5980272626876831	386	0.965	100	0.6874580979347229	0.20519641876220704	95	0.95	False
bias	68	0.001	400	240.9205904006958	0.6023014760017396	386	0.965	100	0.6857097744941711	0.20344804763793944	95	0.95	False
bias	69	0.001	400	242.47192573547363	0.6061798143386841	382	0.955	100	0.6882562041282654	0.2059945297241211	96	0.96	False
bias	70	0.001	400	239.0515365600586	0.5976288414001465	384	0.96	100	0.6874253749847412	0.2051636505126953	96	0.96	False
bias	71	0.001	400	238.93814945220947	0.5973453736305236	384	0.96	100	0.6809509992599487	0.1986893081665039	95	0.95	True
bias	72	0.001	400	237.38778114318848	0.5934694528579711	386	0.965	100	0.6839826703071594	0.2017210006713867	94	0.94	False
bias	73	0.001	400	242.11121368408203	0.6052780342102051	385	0.9625	100	0.6914024353027344	0.20914070129394532	94	0.94	False
bias	74	0.001	400	242.63511085510254	0.6065877771377564	384	0.96	100	0.6847399473190308	0.20247825622558593	94	0.94	False
bias	75	0.001	400	243.39987182617188	0.6084996795654297	382	0.955	100	0.6843818426132202	0.2021201705932617	95	0.95	False
bias	76	0.001	400	238.47362327575684	0.5961840581893921	387	0.9675	100	0.6884991526603699	0.20623748779296874	94	0.94	False
bias	77	0.001	400	241.1079559326172	0.602769889831543	380	0.95	100	0.6843476891517639	0.2020859718322754	95	0.95	False
bias	78	0.001	400	240.00515270233154	0.6000128817558289	386	0.965	100	0.6852198839187622	0.20295812606811522	96	0.96	False
bias	79	0.001	400	242.27978324890137	0.6056994581222535	384	0.96	100	0.6843043565750122	0.20204261779785157	96	0.96	False
bias	80	0.001	400	240.0475254058838	0.6001188135147095	382	0.955	100	0.6842831373214722	0.20202140808105468	95	0.95	False
bias	81	0.001	400	241.0168914794922	0.6025422286987304	381	0.9525	100	0.6852172613143921	0.20295558929443358	94	0.94	False
bias	82	0.001	400	239.80637073516846	0.5995159268379211	380	0.95	100	0.6834606528282166	0.20119901657104491	95	0.95	False
bias	83	0.001	400	239.70248222351074	0.5992562055587769	379	0.9475	100	0.6828592419624329	0.2005975341796875	96	0.96	False
bias	84	0.001	400	240.0698757171631	0.6001746892929077	384	0.96	100	0.6830976605415344	0.2008359909057617	94	0.94	False
bias	85	0.001	400	239.23303127288818	0.5980825781822204	389	0.9725	100	0.6884803771972656	0.2062186622619629	95	0.95	False
bias	86	0.001	400	239.16632175445557	0.5979158043861389	380	0.95	100	0.6859461665153503	0.20368446350097658	94	0.94	False
bias	87	0.001	400	242.07938957214355	0.6051984739303589	383	0.9575	100	0.6804239749908447	0.1981622314453125	95	0.95	True
bias	88	0.001	400	241.0928430557251	0.6027321076393127	386	0.965	100	0.6840227842330933	0.20176109313964843	95	0.95	False
bias	89	0.001	400	240.83713150024414	0.6020928287506103	382	0.955	100	0.6973103880882263	0.21504867553710938	95	0.95	False
bias	90	0.001	400	240.47759342193604	0.6011939835548401	386	0.965	100	0.6902464628219604	0.2079847526550293	94	0.94	False
bias	91	0.001	400	240.54514408111572	0.6013628602027893	382	0.955	100	0.6823469996452332	0.2000852966308594	94	0.94	False
bias	92	0.001	400	243.94119834899902	0.6098529958724975	380	0.95	100	0.6793022751808167	0.1970405960083008	96	0.96	True
bias	93	0.001	400	241.06309700012207	0.6026577425003051	383	0.9575	100	0.6807524561882019	0.19849079132080077	95	0.95	False
bias	94	0.001	400	238.89862632751465	0.5972465658187867	386	0.965	100	0.6891058087348938	0.2068440818786621	95	0.95	False
bias	95	0.001	400	240.12786293029785	0.6003196573257447	377	0.9425	100	0.6927727460861206	0.21051105499267578	94	0.94	False
bias	96	0.001	400	239.36602783203125	0.5984150695800782	378	0.945	100	0.69205641746521	0.20979467391967774	93	0.93	False
bias	97	0.001	400	239.57906532287598	0.59894766330719	386	0.965	100	0.6852313280105591	0.20296958923339845	94	0.94	False
bias	98	0.001	400	239.87995052337646	0.5996998763084411	382	0.955	100	0.6850605010986328	0.2027987289428711	94	0.94	False
bias	99	0.001	400	238.42334651947021	0.5960583662986756	384	0.96	100	0.6908895969390869	0.2086278533935547	94	0.94	False
bias	100	0.001	400	237.97694301605225	0.5949423575401306	389	0.9725	100	0.6919468641281128	0.20968517303466797	95	0.95	False
running_mean	1	0.01	400	296.92126846313477	0.742303171157837	336	0.84	100	2.68418025970459	2.2019183349609377	36	0.36	True
running_mean	2	0.01	400	272.5885076522827	0.6814712691307068	362	0.905	100	0.7574905157089233	0.2752288055419922	88	0.88	True
running_mean	3	0.01	400	264.2222909927368	0.660555727481842	373	0.9325	100	0.5746055245399475	0.09234381675720214	96	0.96	True
running_mean	4	0.01	400	259.5690221786499	0.6489225554466248	375	0.9375	100	0.5426443815231323	0.06038270950317383	97	0.97	True
running_mean	5	0.01	400	251.46109199523926	0.6286527299880982	380	0.95	100	0.5287448763847351	0.04648319244384766	99	0.99	True
running_mean	6	0.01	400	246.38411903381348	0.6159602975845337	382	0.955	100	0.5280941128730774	0.04583237648010254	99	0.99	True
running_mean	7	0.01	400	252.31450748443604	0.6307862687110901	370	0.925	100	0.5233215093612671	0.04105982303619385	99	0.99	True
running_mean	8	0.01	400	248.22563076019287	0.6205640769004822	378	0.945	100	0.5220970511436462	0.03983534336090088	98	0.98	True
running_mean	9	0.01	400	242.66250610351562	0.606656265258789	383	0.9575	100	0.523792564868927	0.041530823707580565	99	0.99	False
running_mean	10	0.01	400	245.30508041381836	0.6132627010345459	385	0.9625	100	0.5248454213142395	0.0425837230682373	99	0.99	False
running_mean	11	0.01	400	248.34320640563965	0.6208580160140991	379	0.9475	100	0.528880774974823	0.04661909580230713	99	0.99	False
running_mean	12	0.01	400	247.00173473358154	0.6175043368339539	382	0.955	100	0.5262823104858398	0.04402060508728027	99	0.99	False
running_mean	13	0.01	400	242.75899171829224	0.6068974792957306	381	0.9525	100	0.5232917666435242	0.041030044555664065	99	0.99	False
running_mean	14	0.01	400	248.59533309936523	0.6214883327484131	379	0.9475	100	0.5223655104637146	0.04010380744934082	97	0.97	False
running_mean	15	0.01	400	244.89604949951172	0.6122401237487793	385	0.9625	100	0.5221667289733887	0.03990503072738647	98	0.98	False
running_mean	16	0.01	400	242.09639835357666	0.6052409958839416	383	0.9575	100	0.5271192193031311	0.0448575210571289	97	0.97	False
running_mean	17	0.01	400	244.71319580078125	0.6117829895019531	372	0.93	100	0.5258142948150635	0.04355257034301758	97	0.97	False
running_mean	18	0.01	400	244.1629238128662	0.6104073095321655	378	0.945	100	0.5240388512611389	0.041777124404907225	98	0.98	False
running_mean	19	0.01	400	240.62611770629883	0.6015652942657471	379	0.9475	100	0.5251477956771851	0.04288609504699707	98	0.98	False
running_mean	20	0.01	400	240.93374490737915	0.6023343622684478	381	0.9525	100	0.5271538496017456	0.04489212036132813	98	0.98	False
running_mean	21	0.01	400	241.83312225341797	0.6045828056335449	382	0.955	100	0.5239530205726624	0.04169130325317383	99	0.99	False
running_mean	22	0.01	400	242.27824306488037	0.6056956076622009	387	0.9675	100	0.5251569151878357	0.042895236015319825	97	0.97	False
running_mean	23	0.01	400	240.93391609191895	0.6023347902297974	381	0.9525	100	0.5269935727119446	0.04473186492919922	98	0.98	False
