product_rank	candidate_index	unit_index	operator_type	module	state_name	parameter_count	feature_count	normalizer_name	normalizer_value	raw_cross_l1	raw_natural_l1	cross_residual	natural_residual	product_score
1	7	18	conv_weight	layer1.1.conv1	layer1.1.conv1.weight	36864	4096	sqrt_feature_count_x_parameter_count	12288.0	3234.180263671875	5098.517309570312	0.2631982636451721	0.41491840084393816	0.10920580265655605
2	3	6	conv_weight	layer1.0.conv1	layer1.0.conv1.weight	36864	4096	sqrt_feature_count_x_parameter_count	12288.0	3346.094801513672	4494.687395507813	0.2723058920502663	0.3657785966396332	0.09960366705084985
3	11	30	conv_weight	layer2.0.conv1	layer2.0.conv1.weight	73728	2048	sqrt_feature_count_x_parameter_count	12288.0	1853.449960205078	2401.8024338378905	0.15083414389689762	0.19545918244123459	0.029481918450311142
4	5	12	conv_weight	layer1.0.conv2	layer1.0.conv2.weight	36864	4096	sqrt_feature_count_x_parameter_count	12288.0	1190.6853048095704	1474.4888037109374	0.09689821816484134	0.11999420603116352	0.011627224754524604
5	9	24	conv_weight	layer1.1.conv2	layer1.1.conv2.weight	36864	4096	sqrt_feature_count_x_parameter_count	12288.0	1055.389337890625	1246.0903572998047	0.08588780419031779	0.10140709287921588	0.008709632536719462
6	17	48	conv_weight	layer2.1.conv1	layer2.1.conv1.weight	147456	2048	sqrt_feature_count_x_parameter_count	17377.85625444059	1008.3013720703125	1409.9578081054688	0.05802219544845525	0.08113531309393701	0.004707648994108023
7	13	36	conv_weight	layer2.0.conv2	layer2.0.conv2.weight	147456	2048	sqrt_feature_count_x_parameter_count	17377.85625444059	708.1974619140625	883.5646138916015	0.04075286684070112	0.05084428142083538	0.002072050230354438
8	21	60	conv_weight	layer3.0.conv1	layer3.0.conv1.weight	294912	1024	sqrt_feature_count_x_parameter_count	17377.85625444059	699.6062824707031	788.1605400390625	0.04025849173956262	0.04535430196331971	0.0018258957909439353
9	19	54	conv_weight	layer2.1.conv2	layer2.1.conv2.weight	147456	2048	sqrt_feature_count_x_parameter_count	17377.85625444059	573.9413217163086	535.3300103149414	0.033027164761456035	0.03080529626191077	0.0010174115951675927
10	23	66	conv_weight	layer3.0.conv2	layer3.0.conv2.weight	589824	1024	sqrt_feature_count_x_parameter_count	24576.0	488.9070841064453	482.90595135498046	0.019893680180112523	0.01964949346333742	0.0003909007386608462
11	27	78	conv_weight	layer3.1.conv1	layer3.1.conv1.weight	589824	1024	sqrt_feature_count_x_parameter_count	24576.0	334.8606267700195	477.5222607421875	0.013625513784587382	0.019430430531501768	0.0002647495990474449
12	31	90	conv_weight	layer4.0.conv1	layer4.0.conv1.weight	1179648	512	sqrt_feature_count_x_parameter_count	24576.0	262.45557778930663	271.7561067199707	0.010679344799369573	0.011057784290363392	0.00011808989115384286
13	37	108	conv_weight	layer4.1.conv1	layer4.1.conv1.weight	2359296	512	sqrt_feature_count_x_parameter_count	34755.71250888118	246.204177734375	251.4321505126953	0.007083847804054142	0.007234268336419414	5.124645586888308e-05
14	29	84	conv_weight	layer3.1.conv2	layer3.1.conv2.weight	589824	1024	sqrt_feature_count_x_parameter_count	24576.0	138.0755456237793	142.49269697570801	0.005618308334300916	0.005798042682930827	3.257519152814271e-05
15	33	96	conv_weight	layer4.0.conv2	layer4.0.conv2.weight	2359296	512	sqrt_feature_count_x_parameter_count	34755.71250888118	99.67806544494628	85.04791833496094	0.002867962077298096	0.002447019847837345	7.017960125993262e-06
16	39	114	conv_weight	layer4.1.conv2	layer4.1.conv2.weight	2359296	512	sqrt_feature_count_x_parameter_count	34755.71250888118	67.48876429748535	28.72629619598389	0.001941803502956236	0.0008265201350322889	1.6049396934695599e-06
