epoch	learning_rate	temperature	soft_protected_param_count	binary_penalty	query_loss	query_match	holdout_loss	holdout_match
56	0.01	0.3786479009414647	846924.0625	0.009551669470965862	0.6887294120788574	0.988	2.4646893739700317	0.365234375
57	0.01	0.36736166648313845	846924.0625	0.008992895483970642	0.6871930365562439	0.982	2.4400316178798676	0.416015625
58	0.01	0.35641183713344093	846924.0625	0.008107269182801247	0.6859584398269654	0.984	2.4057696759700775	0.388671875
59	0.01	0.34578838577504384	846924.0	0.007399384863674641	0.6851564383506775	0.986	2.3989163041114807	0.404296875
60	0.01	0.33548158416563356	846924.0625	0.006684697698801756	0.6851120247840882	0.98	2.4251561164855957	0.369140625
61	0.001	0.3254819940294415	846924.0625	0.005849828012287617	0.68384881067276	0.988	2.2373066544532776	0.42578125
62	0.001	0.31578045841430624	846924.0	0.005196406040340662	0.6855415468215942	0.988	2.339689791202545	0.40234375
63	0.001	0.30636809330635173	846924.0625	0.004598633386194706	0.6868910765647889	0.984	2.388408675789833	0.3984375
64	0.001	0.2972362794946058	846924.0	0.004308068193495274	0.6875139837265014	0.984	2.676703244447708	0.328125
65	0.001	0.2883766546781055	846924.0	0.004202703014016151	0.6874340486526489	0.982	2.3760692477226257	0.3984375
66	0.001	0.279781105808265	846924.0625	0.004044655244797468	0.6872404565811158	0.984	2.507429391145706	0.37109375
67	0.001	0.2714417616594907	846924.0625	0.004033341538161039	0.6869536852836609	0.986	2.476845771074295	0.376953125
68	0.001	0.26335098562124254	846924.0625	0.004217749927192926	0.6865299429893493	0.982	2.553400903940201	0.3515625
69	0.001	0.2555013687049398	846924.0625	0.004228630568832159	0.6872742433547974	0.978	2.4132914543151855	0.41015625
70	0.001	0.24788572275930695	846924.0	0.00441622082144022	0.6885860242843628	0.976	2.472432643175125	0.39453125
71	0.001	0.240497073887949	846924.0	0.004382462706416845	0.6891865787506104	0.972	2.3828165531158447	0.392578125
72	0.001	0.23332865606312547	846924.0	0.004316746257245541	0.6889282741546631	0.97	2.3107513785362244	0.412109375
73	0.001	0.22637390492987747	846924.0625	0.004190458450466394	0.6883360877037048	0.974	2.456524282693863	0.376953125
74	0.001	0.2196264517948331	846924.0625	0.0041158911772072315	0.6879558563232422	0.976	2.5577131807804108	0.357421875
75	0.001	0.21308011779418587	846924.0	0.004082140512764454	0.687414809703827	0.976	2.4508262872695923	0.380859375
76	0.001	0.20672890823550744	846924.0625	0.003998360596597195	0.6869884371757508	0.974	2.467299073934555	0.376953125
77	0.001	0.20056700710821068	846924.0	0.0041289133951067924	0.6864097414016723	0.978	2.398371160030365	0.3984375
78	0.001	0.19458877175763886	846924.0625	0.004286831710487604	0.6857867012023926	0.978	2.4081284403800964	0.396484375
79	0.001	0.18878872771790192	846924.0	0.004258512053638697	0.6851681637763977	0.976	2.403607487678528	0.38671875
80	0.001	0.1831615636987284	846924.0	0.004177542869001627	0.6845913014411926	0.978	2.4059895873069763	0.41796875
81	0.001	0.1777021267217436	846924.0	0.00399904977530241	0.6840497875213623	0.984	2.5331190526485443	0.380859375
82	0.001	0.17240541740171791	846924.0625	0.0037582488730549812	0.6836002702713013	0.98	2.5141502618789673	0.36328125
83	0.001	0.16726658536846653	846924.0	0.003835216863080859	0.6831418766975402	0.984	2.3732564747333527	0.39453125
84	0.001	0.1622809248252063	846924.0625	0.004207738675177097	0.682591932296753	0.984	2.405853807926178	0.390625
85	0.001	0.15744387023930367	846924.0	0.00439679529517889	0.6822329058647155	0.978	2.461403399705887	0.376953125
86	0.001	0.15275099216146698	846924.0625	0.004532226361334324	0.6819598631858825	0.98	2.435581535100937	0.388671875
87	0.001	0.14819799316955443	846924.0	0.004673067945986986	0.6814862852096557	0.982	2.2405042350292206	0.421875
88	0.001	0.14378070393328427	846924.0625	0.004822818096727133	0.6809413242340088	0.982	2.5539348423480988	0.380859375
89	0.001	0.13949507939624212	846924.0625	0.004414366092532873	0.6806008849143982	0.984	2.402913361787796	0.423828125
90	0.001	0.13533719507169062	846924.0	0.00406408216804266	0.6802847995758057	0.986	2.418315201997757	0.384765625
91	0.001	0.1313032434487884	846924.0	0.004276829771697521	0.6798923525810242	0.99	2.488119810819626	0.37109375
92	0.001	0.12738953050592747	846924.0625	0.004546788055449724	0.6794630217552186	0.99	2.393212080001831	0.400390625
93	0.001	0.12359247232799699	846924.0	0.004615357145667076	0.6791019039154053	0.988	2.4143007695674896	0.38671875
94	0.001	0.11990859182447446	846924.0625	0.004668291192501783	0.6787845120429993	0.988	2.4138399362564087	0.357421875
95	0.001	0.11633451554534047	846924.0	0.004945533815771341	0.6785137515068054	0.988	2.405304580926895	0.384765625
96	0.001	0.1128669705918997	846924.0625	0.00549416895955801	0.6786484241485595	0.988	2.5420585572719574	0.380859375
97	0.001	0.10950278161968054	846924.0	0.005844059865921736	0.681071053981781	0.982	2.3968319594860077	0.412109375
98	0.001	0.10623886793066825	846924.0	0.0033729944843798876	0.7050171303749084	0.964	2.528184801340103	0.369140625
99	0.001	0.1030722406522087	846924.0	0.0015891900984570384	0.7629468016624451	0.912	2.5659140944480896	0.341796875
100	0.001	0.1	846924.0625	0.0010155226336792111	0.7575280265808105	0.926	2.6424436271190643	0.365234375
