seed	subset	restored_group_count	restored_groups	restored_param_count	soft_ce	posterior_kl	fidelity	prediction_entropy	feature_rms	feature_l2	logit_rms
43	60	4	layer2_0_conv1,layer2_1_conv1,layer3_0_conv1,bn_gamma	520896	4.703767700195312	4.177229614257812	0.0	4.540845336914063	0.6289872206222116	14.14971923828125	0.3613518995556824
43	61	5	layer1_0_conv1,layer2_0_conv1,layer2_1_conv1,layer3_0_conv1,bn_gamma	557760	4.721900634765625	4.195362243652344	0.0	4.535523071289062	0.6562754017591255	14.748768310546875	0.3768056139485252
43	62	5	layer1_1_conv1,layer2_0_conv1,layer2_1_conv1,layer3_0_conv1,bn_gamma	557760	4.712877807617187	4.186339721679688	0.0	4.540036010742187	0.6371435627514918	14.33584228515625	0.3642552969919844
43	63	6	layer1_0_conv1,layer1_1_conv1,layer2_0_conv1,layer2_1_conv1,layer3_0_conv1,bn_gamma	594624	4.730574951171875	4.204036865234375	0.0	4.53209228515625	0.675200933996341	15.171854248046875	0.3862531761853632
43	64	1	head	51300	102.743505859375	102.21697265625	0.01	0.029440789222717284	7.825816151526944	160.384921875	25.425451815061223
43	65	2	layer1_0_conv1,head	88164	67.2411083984375	66.7145703125	0.01	0.03125925779342651	5.14366195436493	106.15578125	16.722109615715357
43	66	2	layer1_1_conv1,head	88164	402.54828125	402.021796875	0.01	0.004773628413677216	28.89553112074599	618.0167578125	96.06436175814629
43	67	3	layer1_0_conv1,layer1_1_conv1,head	125028	84.60921875	84.082685546875	0.0	0.010469266176223756	6.379311884301276	130.19787109375	20.038327025976994
43	68	2	layer2_0_conv1,head	125028	24.16599853515625	23.6394580078125	0.0	0.6632952880859375	2.418556950871609	54.386796875	9.244909748072178
43	69	3	layer1_0_conv1,layer2_0_conv1,head	161892	27.5976123046875	27.07107666015625	0.0	0.4965121078491211	2.597998920067496	57.56173828125	9.261864350658565
43	70	3	layer1_1_conv1,layer2_0_conv1,head	161892	30.8223291015625	30.295791015625	0.01	0.3810417938232422	2.8063490682332155	61.9690185546875	9.748833584075584
43	71	4	layer1_0_conv1,layer1_1_conv1,layer2_0_conv1,head	198756	35.7930224609375	35.266484375	0.0	0.2779836654663086	3.1094372245658257	67.93603515625	10.47697833347001
43	72	2	layer2_1_conv1,head	198756	27.42740234375	26.9008642578125	0.01	0.20443784713745117	2.5744422086243994	56.123486328125	8.457209202804433
43	73	3	layer1_0_conv1,layer2_1_conv1,head	235620	26.23364501953125	25.7071044921875	0.02	0.283601188659668	2.4124739413262324	53.712470703125	7.977655122277473
43	74	3	layer1_1_conv1,layer2_1_conv1,head	235620	123.444140625	122.91759765625	0.01	0.00717208743095398	9.389641691446485	199.9025390625	29.348727400008336
43	75	4	layer1_0_conv1,layer1_1_conv1,layer2_1_conv1,head	272484	22.5612890625	22.0347509765625	0.01	0.4290270614624023	2.160266724119024	48.2462060546875	8.033106108473858
43	76	3	layer2_0_conv1,layer2_1_conv1,head	272484	21.195859375	20.66932373046875	0.0	0.8525204467773437	2.299057609881642	51.94205078125	8.778732112326928
