case	top_k	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
drop_01	11	61	0.001	400	423.783878326416	1.05945969581604	381	0.9525	100	3.871005058288574	3.3887432861328124	9	0.09	True
drop_01	11	62	0.001	400	422.9089298248291	1.0572723245620728	382	0.955	100	3.874783754348755	3.392522277832031	10	0.1	False
drop_01	11	63	0.001	400	419.28096771240234	1.0482024192810058	380	0.95	100	3.86871337890625	3.386451416015625	9	0.09	True
drop_01	11	64	0.001	400	423.3376350402832	1.058344087600708	383	0.9575	100	3.8715553283691406	3.3892941284179687	9	0.09	False
drop_01	11	65	0.001	400	422.1818618774414	1.0554546546936034	379	0.9475	100	3.8779101371765137	3.3956484985351563	8	0.08	False
drop_01	11	66	0.001	400	424.5091972351074	1.0612729930877685	376	0.94	100	3.8727734088897705	3.390511474609375	11	0.11	False
drop_01	11	67	0.001	400	424.68182373046875	1.0617045593261718	379	0.9475	100	3.8722550868988037	3.389993896484375	10	0.1	False
drop_01	11	68	0.001	400	416.7524948120117	1.0418812370300292	378	0.945	100	3.867995023727417	3.3857330322265624	11	0.11	True
drop_01	11	69	0.001	400	418.14541244506836	1.045363531112671	377	0.9425	100	3.865529775619507	3.383267822265625	7	0.07	True
drop_01	11	70	0.001	400	418.22990226745605	1.04557475566864	381	0.9525	100	3.8637263774871826	3.38146484375	8	0.08	True
drop_01	11	71	0.001	400	416.1196823120117	1.0402992057800293	382	0.955	100	3.8624346256256104	3.38017333984375	9	0.09	True
drop_01	11	72	0.001	400	409.7841491699219	1.0244603729248047	380	0.95	100	3.8663511276245117	3.3840896606445314	10	0.1	False
drop_01	11	73	0.001	400	416.18020248413086	1.040450506210327	379	0.9475	100	3.865900993347168	3.3836395263671877	9	0.09	False
drop_01	11	74	0.001	400	420.17961502075195	1.0504490375518798	378	0.945	100	3.8613524436950684	3.3790908813476563	10	0.1	True
drop_01	11	75	0.001	400	415.51151847839355	1.0387787961959838	380	0.95	100	3.8596720695495605	3.377410583496094	8	0.08	True
drop_01	11	76	0.001	400	415.65806007385254	1.0391451501846314	379	0.9475	100	3.8572850227355957	3.3750234985351564	9	0.09	True
drop_01	11	77	0.001	400	417.2686367034912	1.043171591758728	381	0.9525	100	3.858126401901245	3.3758648681640624	9	0.09	False
drop_01	11	78	0.001	400	411.4949836730957	1.0287374591827392	378	0.945	100	3.8547661304473877	3.3725048828125	11	0.11	True
drop_01	11	79	0.001	400	418.49337005615234	1.0462334251403809	382	0.955	100	3.856945037841797	3.374683837890625	12	0.12	False
drop_01	11	80	0.001	400	409.63852310180664	1.0240963077545167	382	0.955	100	3.8528316020965576	3.370570068359375	11	0.11	True
drop_01	11	81	0.001	400	413.9852981567383	1.0349632453918458	379	0.9475	100	3.8612072467803955	3.3789453125	9	0.09	False
drop_01	11	82	0.001	400	413.2814178466797	1.0332035446166992	378	0.945	100	3.8525822162628174	3.3703204345703126	12	0.12	True
drop_01	11	83	0.001	400	410.64026832580566	1.0266006708145141	380	0.95	100	3.851895570755005	3.3696343994140623	9	0.09	True
drop_01	11	84	0.001	400	403.29027366638184	1.0082256841659545	381	0.9525	100	3.851391315460205	3.369129638671875	13	0.13	True
drop_01	11	85	0.001	400	405.63048934936523	1.014076223373413	381	0.9525	100	3.8531205654144287	3.3708587646484376	10	0.1	False
drop_01	11	86	0.001	400	410.64807510375977	1.0266201877593994	380	0.95	100	3.8502349853515625	3.3679730224609377	9	0.09	True
drop_01	11	87	0.001	400	409.4615077972412	1.023653769493103	380	0.95	100	3.842588424682617	3.3603265380859373	12	0.12	True
drop_01	11	88	0.001	400	408.1236572265625	1.0203091430664062	376	0.94	100	3.8401782512664795	3.3579165649414064	11	0.11	True
drop_01	11	89	0.001	400	405.8076877593994	1.0145192193984984	381	0.9525	100	3.8408522605895996	3.3585906982421876	8	0.08	False
drop_01	11	90	0.001	400	409.7464408874512	1.024366102218628	379	0.9475	100	3.8379478454589844	3.35568603515625	8	0.08	True
drop_01	11	91	0.001	400	407.4378318786621	1.0185945796966553	381	0.9525	100	3.842207908630371	3.3599462890625	10	0.1	False
drop_01	11	92	0.001	400	406.70751953125	1.016768798828125	380	0.95	100	3.834329128265381	3.3520672607421873	11	0.11	True
drop_01	11	93	0.001	400	408.47673416137695	1.0211918354034424	377	0.9425	100	3.822967529296875	3.34070556640625	11	0.11	True
drop_01	11	94	0.001	400	404.97643280029297	1.0124410820007324	384	0.96	100	3.8354384899139404	3.3531765747070312	10	0.1	False
drop_01	11	95	0.001	400	399.3949279785156	0.998487319946289	382	0.955	100	3.840902090072632	3.358640441894531	10	0.1	False
drop_01	11	96	0.001	400	400.5636405944824	1.001409101486206	384	0.96	100	3.8474135398864746	3.365151672363281	10	0.1	False
drop_01	11	97	0.001	400	394.78422355651855	0.9869605588912964	379	0.9475	100	3.8543407917022705	3.372078857421875	12	0.12	False
drop_01	11	98	0.001	400	396.7091426849365	0.9917728567123413	379	0.9475	100	3.848752021789551	3.366490478515625	11	0.11	False
drop_01	11	99	0.001	400	398.83187103271484	0.9970796775817871	382	0.955	100	3.842679977416992	3.360418701171875	13	0.13	False
drop_01	11	100	0.001	400	400.126070022583	1.0003151750564576	381	0.9525	100	3.846513032913208	3.3642510986328125	11	0.11	False
drop_02	11	1	0.01	400	1848.0316162109375	4.620079040527344	9	0.0225	100	4.68260383605957	4.200341796875	2	0.02	True
drop_02	11	2	0.01	400	1805.430679321289	4.513576698303223	15	0.0375	100	4.658783435821533	4.176522216796875	2	0.02	True
drop_02	11	3	0.01	400	1757.833724975586	4.3945843124389645	41	0.1025	100	4.6287760734558105	4.146514282226563	2	0.02	True
drop_02	11	4	0.01	400	1719.6576843261719	4.29914421081543	59	0.1475	100	4.59235954284668	4.110097961425781	4	0.04	True
drop_02	11	5	0.01	400	1674.0095825195312	4.185023956298828	91	0.2275	100	4.565608501434326	4.08334716796875	4	0.04	True
drop_02	11	6	0.01	400	1632.1315307617188	4.080328826904297	108	0.27	100	4.54200553894043	4.05974365234375	4	0.04	True
drop_02	11	7	0.01	400	1595.598991394043	3.9889974784851074	108	0.27	100	4.523185729980469	4.040924072265625	4	0.04	True
drop_02	11	8	0.01	400	1552.8177795410156	3.882044448852539	122	0.305	100	4.501440525054932	4.019178771972657	2	0.02	True
drop_02	11	9	0.01	400	1510.0189590454102	3.7750473976135255	135	0.3375	100	4.4838762283325195	4.001614379882812	2	0.02	True
drop_02	11	10	0.01	400	1472.1767807006836	3.680441951751709	155	0.3875	100	4.458920001983643	3.9766586303710936	2	0.02	True
drop_02	11	11	0.01	400	1436.3672065734863	3.590918016433716	161	0.4025	100	4.442094802856445	3.959832763671875	4	0.04	True
drop_02	11	12	0.01	400	1400.5977630615234	3.5014944076538086	166	0.415	100	4.426588535308838	3.9443267822265624	5	0.05	True
drop_02	11	13	0.01	400	1368.0701446533203	3.4201753616333006	186	0.465	100	4.409036159515381	3.9267742919921873	5	0.05	True
drop_02	11	14	0.01	400	1338.699951171875	3.3467498779296876	180	0.45	100	4.392706394195557	3.910444641113281	6	0.06	True
drop_02	11	15	0.01	400	1304.9716110229492	3.262429027557373	201	0.5025	100	4.373396396636963	3.8911346435546874	5	0.05	True
drop_02	11	16	0.01	400	1265.080581665039	3.1627014541625975	220	0.55	100	4.356960296630859	3.874698486328125	5	0.05	True
drop_02	11	17	0.01	400	1239.9120178222656	3.099780044555664	219	0.5475	100	4.3357367515563965	3.853475341796875	5	0.05	True
drop_02	11	18	0.01	400	1208.63037109375	3.021575927734375	237	0.5925	100	4.317813396453857	3.835552062988281	6	0.06	True
drop_02	11	19	0.01	400	1175.803108215332	2.93950777053833	234	0.585	100	4.3028740882873535	3.8206121826171877	6	0.06	True
drop_02	11	20	0.01	400	1142.6752891540527	2.856688222885132	254	0.635	100	4.284049034118652	3.8017877197265624	8	0.08	True
drop_02	11	21	0.01	400	1115.9804306030273	2.7899510765075686	258	0.645	100	4.269032001495361	3.7867703247070312	9	0.09	True
drop_02	11	22	0.01	400	1081.6068649291992	2.704017162322998	274	0.685	100	4.250247001647949	3.7679852294921874	9	0.09	True
drop_02	11	23	0.01	400	1055.6209106445312	2.639052276611328	274	0.685	100	4.2299113273620605	3.7476495361328124	9	0.09	True
drop_02	11	24	0.01	400	1028.9960556030273	2.5724901390075683	278	0.695	100	4.21668815612793	3.73442626953125	10	0.1	True
drop_02	11	25	0.01	400	989.7707748413086	2.4744269371032717	294	0.735	100	4.197166919708252	3.7149053955078126	12	0.12	True
drop_02	11	26	0.01	400	971.6149253845215	2.4290373134613037	297	0.7425	100	4.188873291015625	3.7066119384765623	13	0.13	True
drop_02	11	27	0.01	400	945.9413375854492	2.364853343963623	293	0.7325	100	4.175058364868164	3.692796630859375	13	0.13	True
drop_02	11	28	0.01	400	919.6595306396484	2.299148826599121	307	0.7675	100	4.160238742828369	3.677977294921875	13	0.13	True
drop_02	11	29	0.01	400	890.4106063842773	2.2260265159606933	320	0.8	100	4.145246505737305	3.662984619140625	14	0.14	True
drop_02	11	30	0.01	400	873.1370582580566	2.1828426456451417	315	0.7875	100	4.128157138824463	3.6458953857421874	14	0.14	True
drop_02	11	31	0.01	400	845.5531997680664	2.113882999420166	317	0.7925	100	4.116283893585205	3.634022216796875	13	0.13	True
drop_02	11	32	0.01	400	820.1532516479492	2.050383129119873	323	0.8075	100	4.100534915924072	3.6182733154296876	13	0.13	True
drop_02	11	33	0.01	400	804.7827682495117	2.0119569206237795	324	0.81	100	4.084016799926758	3.60175537109375	13	0.13	True
drop_02	11	34	0.01	400	776.3409118652344	1.940852279663086	328	0.82	100	4.06618595123291	3.583924560546875	13	0.13	True
drop_02	11	35	0.01	400	758.0841522216797	1.8952103805541993	331	0.8275	100	4.050577163696289	3.5683154296875	13	0.13	True
drop_02	11	36	0.01	400	735.4782104492188	1.8386955261230469	338	0.845	100	4.031712055206299	3.54945068359375	11	0.11	True
drop_02	11	37	0.01	400	715.7069206237793	1.7892673015594482	334	0.835	100	4.020808696746826	3.5385470581054688	13	0.13	True
drop_02	11	38	0.01	400	695.9609031677246	1.7399022579193115	342	0.855	100	4.011010646820068	3.5287490844726563	12	0.12	True
drop_02	11	39	0.01	400	679.8671646118164	1.699667911529541	345	0.8625	100	3.9969329833984375	3.514671630859375	13	0.13	True
drop_02	11	40	0.01	400	658.4181804656982	1.6460454511642455	349	0.8725	100	3.9840657711029053	3.50180419921875	12	0.12	True
drop_02	11	41	0.01	400	642.976879119873	1.6074421977996827	349	0.8725	100	3.9739532470703125	3.4916915893554688	13	0.13	True
drop_02	11	42	0.01	400	628.9885387420654	1.5724713468551637	351	0.8775	100	3.9643445014953613	3.4820828247070312	14	0.14	True
drop_02	11	43	0.01	400	609.5664520263672	1.5239161300659179	348	0.87	100	3.95434832572937	3.4720867919921874	14	0.14	True
drop_02	11	44	0.01	400	597.9673233032227	1.4949183082580566	357	0.8925	100	3.946429967880249	3.4641680908203125	13	0.13	True
drop_02	11	45	0.01	400	589.48508644104	1.4737127161026	357	0.8925	100	3.9363105297088623	3.454049072265625	14	0.14	True
drop_02	11	46	0.01	400	562.1642570495605	1.4054106426239015	358	0.895	100	3.9308159351348877	3.4485546875	14	0.14	True
drop_02	11	47	0.01	400	551.1348476409912	1.377837119102478	362	0.905	100	3.9182229042053223	3.4359613037109376	14	0.14	True
drop_02	11	48	0.01	400	547.4118957519531	1.3685297393798828	363	0.9075	100	3.9078052043914795	3.4255435180664064	14	0.14	True
drop_02	11	49	0.01	400	528.7464981079102	1.3218662452697754	368	0.92	100	3.8975346088409424	3.4152734375	13	0.13	True
drop_02	11	50	0.01	400	516.6573333740234	1.2916433334350585	364	0.91	100	3.884103536605835	3.4018423461914065	14	0.14	True
drop_02	11	51	0.01	400	512.1938896179199	1.2804847240447998	363	0.9075	100	3.880354166030884	3.3980926513671874	14	0.14	True
drop_02	11	52	0.01	400	499.54325103759766	1.248858127593994	368	0.92	100	3.8723530769348145	3.390091552734375	14	0.14	True
drop_02	11	53	0.01	400	499.68728828430176	1.2492182207107545	369	0.9225	100	3.865070104598999	3.3828082275390625	14	0.14	True
drop_02	11	54	0.01	400	481.61719131469727	1.2040429782867432	367	0.9175	100	3.861619472503662	3.37935791015625	14	0.14	True
drop_02	11	55	0.01	400	472.2245063781738	1.1805612659454345	367	0.9175	100	3.84844970703125	3.366187744140625	14	0.14	True
drop_02	11	56	0.01	400	458.61764335632324	1.1465441083908081	372	0.93	100	3.848843812942505	3.36658203125	12	0.12	False
drop_02	11	57	0.01	400	455.4440612792969	1.1386101531982422	369	0.9225	100	3.8362693786621094	3.354007568359375	13	0.13	True
drop_02	11	58	0.01	400	443.72342681884766	1.1093085670471192	373	0.9325	100	3.832217216491699	3.3499554443359374	14	0.14	True
drop_02	11	59	0.01	400	438.71938705444336	1.0967984676361084	374	0.935	100	3.8187458515167236	3.336484375	13	0.13	True
drop_02	11	60	0.01	400	433.29236793518066	1.0832309198379517	372	0.93	100	3.8136541843414307	3.331392517089844	13	0.13	True
drop_02	11	61	0.001	400	426.30560302734375	1.0657640075683594	378	0.945	100	3.814671039581299	3.3324090576171876	13	0.13	False
drop_02	11	62	0.001	400	423.88034439086914	1.0597008609771728	377	0.9425	100	3.809154987335205	3.326893310546875	14	0.14	True
drop_02	11	63	0.001	400	423.3976535797119	1.0584941339492797	378	0.945	100	3.8121180534362793	3.3298565673828127	13	0.13	False
drop_02	11	64	0.001	400	423.98137283325195	1.0599534320831299	378	0.945	100	3.8094887733459473	3.3272271728515626	14	0.14	False
drop_02	11	65	0.001	400	425.38193130493164	1.063454828262329	374	0.935	100	3.8070476055145264	3.3247857666015626	14	0.14	True
drop_02	11	66	0.001	400	425.2398262023926	1.0630995655059814	374	0.935	100	3.8101110458374023	3.3278494262695313	14	0.14	False
drop_02	11	67	0.001	400	428.52687644958496	1.0713171911239625	374	0.935	100	3.8072993755340576	3.325037841796875	14	0.14	False
drop_02	11	68	0.001	400	419.34200286865234	1.0483550071716308	371	0.9275	100	3.8065426349639893	3.3242807006835937	13	0.13	True
drop_02	11	69	0.001	400	419.20477294921875	1.0480119323730468	377	0.9425	100	3.802048921585083	3.31978759765625	13	0.13	True
drop_02	11	70	0.001	400	418.5495319366455	1.0463738298416139	380	0.95	100	3.8012266159057617	3.3189654541015625	13	0.13	True
drop_02	11	71	0.001	400	417.5272674560547	1.0438181686401367	378	0.945	100	3.8042798042297363	3.3220181274414062	14	0.14	False
drop_02	11	72	0.001	400	412.8428077697754	1.0321070194244384	375	0.9375	100	3.803422689437866	3.321161193847656	13	0.13	False
drop_02	11	73	0.001	400	416.70980072021484	1.041774501800537	376	0.94	100	3.8073108196258545	3.325048828125	14	0.14	False
drop_02	11	74	0.001	400	422.19919204711914	1.055497980117798	376	0.94	100	3.807891368865967	3.3256298828125	14	0.14	False
drop_02	11	75	0.001	400	419.1740913391113	1.0479352283477783	373	0.9325	100	3.7968969345092773	3.314635009765625	14	0.14	True
drop_02	11	76	0.001	400	416.22180366516113	1.040554509162903	376	0.94	100	3.798832654953003	3.316571044921875	14	0.14	False
drop_02	11	77	0.001	400	419.5408000946045	1.0488520002365112	374	0.935	100	3.8005058765411377	3.31824462890625	13	0.13	False
drop_02	11	78	0.001	400	412.92099380493164	1.0323024845123292	375	0.9375	100	3.7963778972625732	3.3141162109375	13	0.13	True
drop_02	11	79	0.001	400	421.380126953125	1.0534503173828125	376	0.94	100	3.800395965576172	3.318134460449219	13	0.13	False
drop_02	11	80	0.001	400	412.7129325866699	1.0317823314666748	376	0.94	100	3.8005874156951904	3.3183258056640623	13	0.13	False
drop_02	11	81	0.001	400	415.2798042297363	1.038199510574341	374	0.935	100	3.80469012260437	3.3224285888671874	13	0.13	False
drop_02	11	82	0.001	400	414.9381694793701	1.0373454236984252	374	0.935	100	3.794841766357422	3.312580261230469	13	0.13	True
drop_02	11	83	0.001	400	411.3651885986328	1.028412971496582	380	0.95	100	3.7958824634552	3.313620910644531	13	0.13	False
drop_02	11	84	0.001	400	405.0893249511719	1.0127233123779298	379	0.9475	100	3.7919201850891113	3.3096585083007812	14	0.14	True
drop_02	11	85	0.001	400	407.97494888305664	1.0199373722076417	377	0.9425	100	3.787874698638916	3.3056130981445313	14	0.14	True
drop_02	11	86	0.001	400	411.0447750091553	1.0276119375228883	379	0.9475	100	3.7949981689453125	3.3127362060546877	14	0.14	False
drop_02	11	87	0.001	400	410.6167297363281	1.0265418243408204	375	0.9375	100	3.789586067199707	3.30732421875	13	0.13	False
drop_02	11	88	0.001	400	411.90911293029785	1.0297727823257445	375	0.9375	100	3.78714656829834	3.304884948730469	14	0.14	True
drop_02	11	89	0.001	400	410.3598976135254	1.0258997440338136	374	0.935	100	3.7838029861450195	3.301541748046875	14	0.14	True
drop_02	11	90	0.001	400	412.5869445800781	1.0314673614501952	377	0.9425	100	3.7833125591278076	3.301051025390625	14	0.14	True
drop_02	11	91	0.001	400	411.951904296875	1.0298797607421875	376	0.94	100	3.7820956707000732	3.299833984375	14	0.14	True
drop_02	11	92	0.001	400	408.4639148712158	1.0211597871780396	375	0.9375	100	3.781118154525757	3.2988568115234376	13	0.13	True
drop_02	11	93	0.001	400	411.07298278808594	1.0276824569702148	373	0.9325	100	3.7735772132873535	3.2913153076171877	13	0.13	True
drop_02	11	94	0.001	400	408.2479438781738	1.0206198596954346	378	0.945	100	3.777059555053711	3.2947982788085937	13	0.13	False
drop_02	11	95	0.001	400	402.0607490539551	1.0051518726348876	376	0.94	100	3.7808074951171875	3.2985458374023438	14	0.14	False
drop_02	11	96	0.001	400	405.9391174316406	1.0148477935791016	377	0.9425	100	3.789001941680908	3.306740417480469	13	0.13	False
drop_02	11	97	0.001	400	399.77275466918945	0.9994318866729737	379	0.9475	100	3.7922065258026123	3.309945068359375	13	0.13	False
drop_02	11	98	0.001	400	399.43012619018555	0.9985753154754639	374	0.935	100	3.790573835372925	3.3083123779296875	13	0.13	False
drop_02	11	99	0.001	400	400.88898849487305	1.0022224712371826	378	0.945	100	3.7907369136810303	3.308475341796875	13	0.13	False
drop_02	11	100	0.001	400	402.4408988952637	1.006102247238159	379	0.9475	100	3.7868292331695557	3.30456787109375	13	0.13	False
drop_03	11	1	0.01	400	1483.9278106689453	3.7098195266723635	73	0.1825	100	3.8907835483551025	3.4085223388671877	12	0.12	True
drop_03	11	2	0.01	400	806.048900604248	2.01512225151062	213	0.5325	100	3.530630350112915	3.0483685302734376	18	0.18	True
drop_03	11	3	0.01	400	537.2737617492676	1.3431844043731689	297	0.7425	100	3.3044164180755615	2.822154846191406	23	0.23	True
drop_03	11	4	0.01	400	423.55225372314453	1.0588806343078614	349	0.8725	100	3.189812183380127	2.7075506591796876	25	0.25	True
drop_03	11	5	0.01	400	357.7177982330322	0.8942944955825806	365	0.9125	100	3.1399126052856445	2.6576513671875	27	0.27	True
drop_03	11	6	0.01	400	322.25998306274414	0.8056499576568603	377	0.9425	100	3.123307466506958	2.6410455322265625	28	0.28	True
drop_03	11	7	0.01	400	319.08898735046387	0.7977224683761597	367	0.9175	100	3.0872116088867188	2.604949951171875	28	0.28	True
drop_03	11	8	0.01	400	307.3178405761719	0.7682946014404297	379	0.9475	100	3.1330831050872803	2.650821533203125	25	0.25	False
drop_03	11	9	0.01	400	297.15629386901855	0.7428907346725464	377	0.9425	100	3.1080944538116455	2.62583251953125	24	0.24	False
drop_03	11	10	0.01	400	291.9449186325073	0.7298622965812683	373	0.9325	100	3.0537495613098145	2.571488037109375	26	0.26	True
drop_03	11	11	0.01	400	292.41248321533203	0.7310312080383301	374	0.935	100	3.023393392562866	2.541131896972656	25	0.25	True
drop_03	11	12	0.01	400	292.47885513305664	0.7311971378326416	373	0.9325	100	3.0068771839141846	2.5246156311035155	25	0.25	True
