seed	case	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
43	tensorshield_top10	1	0.01	400	1852.1883544921875	4.630470886230468	9	0.0225	100	4.6380791664123535	4.1115414428710935	1	0.01	True
43	tensorshield_top10	2	0.01	400	1804.761459350586	4.511903648376465	15	0.0375	100	4.606444835662842	4.0799072265625	2	0.02	True
43	tensorshield_top10	3	0.01	400	1757.522605895996	4.39380651473999	27	0.0675	100	4.587615013122559	4.061077270507813	3	0.03	True
43	tensorshield_top10	4	0.01	400	1712.6129760742188	4.281532440185547	59	0.1475	100	4.552758693695068	4.026220703125	3	0.03	True
43	tensorshield_top10	5	0.01	400	1666.7789916992188	4.166947479248047	78	0.195	100	4.517124176025391	3.990586242675781	5	0.05	True
43	tensorshield_top10	6	0.01	400	1626.855812072754	4.067139530181885	101	0.2525	100	4.480795383453369	3.9542572021484377	6	0.06	True
43	tensorshield_top10	7	0.01	400	1581.9815292358398	3.9549538230895998	122	0.305	100	4.447056770324707	3.920518798828125	8	0.08	True
43	tensorshield_top10	8	0.01	400	1538.5209655761719	3.8463024139404296	139	0.3475	100	4.417786121368408	3.8912481689453124	9	0.09	True
43	tensorshield_top10	9	0.01	400	1504.8930397033691	3.762232599258423	151	0.3775	100	4.391892433166504	3.865354309082031	9	0.09	True
43	tensorshield_top10	10	0.01	400	1465.6558685302734	3.6641396713256835	161	0.4025	100	4.359414100646973	3.8328759765625	9	0.09	True
43	tensorshield_top10	11	0.01	400	1420.649070739746	3.551622676849365	173	0.4325	100	4.334029674530029	3.807491455078125	11	0.11	True
43	tensorshield_top10	12	0.01	400	1382.7692108154297	3.4569230270385742	182	0.455	100	4.304261207580566	3.7777227783203124	11	0.11	True
43	tensorshield_top10	13	0.01	400	1343.006118774414	3.357515296936035	191	0.4775	100	4.275237560272217	3.7486993408203126	12	0.12	True
43	tensorshield_top10	14	0.01	400	1310.2120552062988	3.275530138015747	191	0.4775	100	4.249269962310791	3.72273193359375	11	0.11	True
43	tensorshield_top10	15	0.01	400	1272.3397674560547	3.1808494186401366	214	0.535	100	4.213906764984131	3.6873687744140624	11	0.11	True
43	tensorshield_top10	16	0.01	400	1234.2423057556152	3.085605764389038	219	0.5475	100	4.191518783569336	3.6649810791015627	11	0.11	True
43	tensorshield_top10	17	0.01	400	1204.8036613464355	3.0120091533660887	228	0.57	100	4.1612372398376465	3.634699401855469	12	0.12	True
43	tensorshield_top10	18	0.01	400	1171.0391540527344	2.927597885131836	234	0.585	100	4.132269859313965	3.6057318115234374	14	0.14	True
43	tensorshield_top10	19	0.01	400	1131.3825912475586	2.8284564781188966	250	0.625	100	4.106998920440674	3.5804608154296873	15	0.15	True
43	tensorshield_top10	20	0.01	400	1095.9403839111328	2.739850959777832	253	0.6325	100	4.0792670249938965	3.5527288818359377	15	0.15	True
43	tensorshield_top10	21	0.01	400	1064.082836151123	2.6602070903778077	264	0.66	100	4.050112247467041	3.523573913574219	18	0.18	True
43	tensorshield_top10	22	0.01	400	1033.985610961914	2.5849640274047854	262	0.655	100	4.026443004608154	3.49990478515625	17	0.17	True
43	tensorshield_top10	23	0.01	400	1008.7892761230469	2.5219731903076172	269	0.6725	100	4.003764629364014	3.4772268676757814	17	0.17	True
43	tensorshield_top10	24	0.01	400	973.6094207763672	2.434023551940918	285	0.7125	100	3.9845473766326904	3.4580093383789063	16	0.16	True
43	tensorshield_top10	25	0.01	400	946.3994483947754	2.3659986209869386	291	0.7275	100	3.9577314853668213	3.431193542480469	18	0.18	True
43	tensorshield_top10	26	0.01	400	916.8441314697266	2.2921103286743163	295	0.7375	100	3.9309608936309814	3.4044229125976564	18	0.18	True
43	tensorshield_top10	27	0.01	400	893.7398910522461	2.2343497276306152	297	0.7425	100	3.9115471839904785	3.3850091552734374	18	0.18	True
43	tensorshield_top10	28	0.01	400	877.5986022949219	2.1939965057373048	302	0.755	100	3.8851640224456787	3.3586260986328127	18	0.18	True
43	tensorshield_top10	29	0.01	400	847.0359382629395	2.1175898456573488	308	0.77	100	3.865610361099243	3.339072570800781	17	0.17	True
43	tensorshield_top10	30	0.01	400	821.5077667236328	2.053769416809082	310	0.775	100	3.8431408405303955	3.316602783203125	18	0.18	True
43	tensorshield_top10	31	0.01	400	800.41357421875	2.001033935546875	317	0.7925	100	3.831655740737915	3.3051177978515627	17	0.17	True
43	tensorshield_top10	32	0.01	400	774.4330310821533	1.9360825777053834	323	0.8075	100	3.80652117729187	3.2799832153320314	19	0.19	True
43	tensorshield_top10	33	0.01	400	750.2458190917969	1.875614547729492	326	0.815	100	3.789060592651367	3.2625225830078124	19	0.19	True
43	tensorshield_top10	34	0.01	400	733.4530181884766	1.8336325454711915	330	0.825	100	3.7688796520233154	3.2423416137695313	20	0.2	True
43	tensorshield_top10	35	0.01	400	715.0502700805664	1.787625675201416	340	0.85	100	3.7466814517974854	3.2201437377929687	19	0.19	True
43	tensorshield_top10	36	0.01	400	696.8859329223633	1.7422148323059081	337	0.8425	100	3.7340781688690186	3.2075405883789063	19	0.19	True
43	tensorshield_top10	37	0.01	400	677.4755477905273	1.6936888694763184	342	0.855	100	3.723332405090332	3.19679443359375	18	0.18	True
43	tensorshield_top10	38	0.01	400	657.6077270507812	1.644019317626953	342	0.855	100	3.693453788757324	3.1669155883789064	19	0.19	True
43	tensorshield_top10	39	0.01	400	643.2945022583008	1.608236255645752	348	0.87	100	3.6886260509490967	3.162087707519531	19	0.19	True
43	tensorshield_top10	40	0.01	400	628.2653255462646	1.5706633138656616	350	0.875	100	3.676003932952881	3.1494659423828124	19	0.19	True
43	tensorshield_top10	41	0.01	400	604.4476356506348	1.5111190891265869	356	0.89	100	3.6628453731536865	3.136307373046875	21	0.21	True
43	tensorshield_top10	42	0.01	400	592.6671905517578	1.4816679763793945	358	0.895	100	3.652435541152954	3.125897216796875	20	0.2	True
43	tensorshield_top10	43	0.01	400	580.7870101928711	1.4519675254821778	360	0.9	100	3.6429665088653564	3.11642822265625	19	0.19	True
43	tensorshield_top10	44	0.01	400	563.1626777648926	1.4079066944122314	363	0.9075	100	3.6223113536834717	3.0957733154296876	19	0.19	True
43	tensorshield_top10	45	0.01	400	549.7567520141602	1.3743918800354005	365	0.9125	100	3.6094810962677	3.082943115234375	20	0.2	True
43	tensorshield_top10	46	0.01	400	530.3464241027832	1.325866060256958	364	0.91	100	3.6071252822875977	3.080587158203125	20	0.2	True
43	tensorshield_top10	47	0.01	400	526.9504890441895	1.3173762226104737	363	0.9075	100	3.587923288345337	3.0613848876953127	21	0.21	True
43	tensorshield_top10	48	0.01	400	515.0172576904297	1.2875431442260743	370	0.925	100	3.5737762451171875	3.0472381591796873	21	0.21	True
43	tensorshield_top10	49	0.01	400	502.5298767089844	1.2563246917724609	367	0.9175	100	3.554385185241699	3.0278469848632814	21	0.21	True
43	tensorshield_top10	50	0.01	400	492.86599349975586	1.2321649837493895	371	0.9275	100	3.552297830581665	3.0257598876953127	21	0.21	True
43	tensorshield_top10	51	0.01	400	477.9974174499512	1.194993543624878	372	0.93	100	3.538227081298828	3.0116888427734376	23	0.23	True
43	tensorshield_top10	52	0.01	400	473.1098098754883	1.1827745246887207	371	0.9275	100	3.529923677444458	3.0033856201171876	22	0.22	True
43	tensorshield_top10	53	0.01	400	460.13990783691406	1.150349769592285	374	0.935	100	3.520638942718506	2.9941009521484374	22	0.22	True
43	tensorshield_top10	54	0.01	400	458.6120491027832	1.146530122756958	377	0.9425	100	3.5130200386047363	2.98648193359375	22	0.22	True
43	tensorshield_top10	55	0.01	400	442.4477844238281	1.1061194610595704	378	0.945	100	3.502972364425659	2.976434326171875	22	0.22	True
43	tensorshield_top10	56	0.01	400	441.9689025878906	1.1049222564697265	376	0.94	100	3.4903995990753174	2.9638616943359377	23	0.23	True
43	tensorshield_top10	57	0.01	400	430.50632667541504	1.0762658166885375	381	0.9525	100	3.4897851943969727	2.9632467651367187	21	0.21	True
43	tensorshield_top10	58	0.01	400	424.0348491668701	1.0600871229171753	380	0.95	100	3.478869915008545	2.95233154296875	21	0.21	True
43	tensorshield_top10	59	0.01	400	413.4094467163086	1.0335236167907715	378	0.945	100	3.478283643722534	2.95174560546875	22	0.22	True
43	tensorshield_top10	60	0.01	400	405.45785903930664	1.0136446475982666	381	0.9525	100	3.47379207611084	2.9472537231445313	21	0.21	True
43	tensorshield_top10	61	0.001	400	398.013090133667	0.9950327253341675	380	0.95	100	3.463791847229004	2.937253723144531	21	0.21	True
43	tensorshield_top10	62	0.001	400	399.0564880371094	0.9976412200927735	380	0.95	100	3.4700584411621094	2.9435205078125	21	0.21	False
43	tensorshield_top10	63	0.001	400	403.61857414245605	1.0090464353561401	380	0.95	100	3.472540855407715	2.9460028076171874	21	0.21	False
43	tensorshield_top10	64	0.001	400	399.310245513916	0.99827561378479	382	0.955	100	3.4738543033599854	2.9473162841796876	21	0.21	False
43	tensorshield_top10	65	0.001	400	398.3595733642578	0.9958989334106445	380	0.95	100	3.4731428623199463	2.946604919433594	20	0.2	False
43	tensorshield_top10	66	0.001	400	400.9633903503418	1.0024084758758545	383	0.9575	100	3.4792540073394775	2.952716064453125	20	0.2	False
43	tensorshield_top10	67	0.001	400	397.7761745452881	0.9944404363632202	380	0.95	100	3.4664559364318848	2.9399179077148436	21	0.21	False
43	tensorshield_top10	68	0.001	400	401.034725189209	1.0025868129730224	382	0.955	100	3.4709200859069824	2.9443817138671875	21	0.21	False
43	tensorshield_top10	69	0.001	400	397.8232078552246	0.9945580196380616	378	0.945	100	3.456028938293457	2.929490661621094	22	0.22	True
43	tensorshield_top10	70	0.001	400	394.75158309936523	0.986878957748413	381	0.9525	100	3.464259624481201	2.9377215576171873	20	0.2	False
43	tensorshield_top10	71	0.001	400	396.73735427856445	0.9918433856964112	379	0.9475	100	3.460916042327881	2.9343780517578124	21	0.21	False
43	tensorshield_top10	72	0.001	400	398.22692108154297	0.9955673027038574	382	0.955	100	3.4632344245910645	2.9366964721679687	21	0.21	False
43	tensorshield_top10	73	0.001	400	392.74137115478516	0.9818534278869628	382	0.955	100	3.4595048427581787	2.9329669189453127	21	0.21	False
43	tensorshield_top10	74	0.001	400	389.3441982269287	0.9733604955673217	382	0.955	100	3.463827133178711	2.9372894287109377	21	0.21	False
43	tensorshield_top10	75	0.001	400	399.95335960388184	0.9998833990097046	379	0.9475	100	3.4551281929016113	2.928590087890625	21	0.21	True
43	tensorshield_top10	76	0.001	400	393.2516975402832	0.983129243850708	380	0.95	100	3.454832077026367	2.9282940673828124	21	0.21	True
43	tensorshield_top10	77	0.001	400	392.1391429901123	0.9803478574752807	382	0.955	100	3.4612133502960205	2.93467529296875	21	0.21	False
43	tensorshield_top10	78	0.001	400	397.2712116241455	0.9931780290603638	383	0.9575	100	3.463329792022705	2.9367916870117186	21	0.21	False
43	tensorshield_top10	79	0.001	400	394.0118598937988	0.985029649734497	383	0.9575	100	3.4665133953094482	2.9399749755859377	21	0.21	False
43	tensorshield_top10	80	0.001	400	395.26416015625	0.988160400390625	377	0.9425	100	3.450289249420166	2.923751220703125	23	0.23	True
43	tensorshield_top10	81	0.001	400	389.53134536743164	0.9738283634185791	381	0.9525	100	3.4536492824554443	2.9271112060546876	20	0.2	False
43	tensorshield_top10	82	0.001	400	390.2652053833008	0.9756630134582519	380	0.95	100	3.460322141647339	2.9337844848632812	21	0.21	False
43	tensorshield_top10	83	0.001	400	385.3989887237549	0.9634974718093872	382	0.955	100	3.462311029434204	2.9357733154296874	20	0.2	False
43	tensorshield_top10	84	0.001	400	388.36437225341797	0.9709109306335449	381	0.9525	100	3.4538493156433105	2.9273114013671875	20	0.2	False
