case	top_k	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
spread_10	10	24	0.01	400	1014.0612258911133	2.5351530647277833	282	0.705	100	4.1906867027282715	3.7084249877929687	10	0.1	True
spread_10	10	25	0.01	400	976.2675857543945	2.4406689643859862	290	0.725	100	4.165489196777344	3.6832275390625	11	0.11	True
spread_10	10	26	0.01	400	950.5967788696289	2.376491947174072	291	0.7275	100	4.1480865478515625	3.6658251953125	11	0.11	True
spread_10	10	27	0.01	400	927.1687698364258	2.3179219245910643	296	0.74	100	4.130971431732178	3.648709716796875	12	0.12	True
spread_10	10	28	0.01	400	898.0634689331055	2.2451586723327637	296	0.74	100	4.113285541534424	3.6310235595703126	12	0.12	True
spread_10	10	29	0.01	400	873.9439144134521	2.1848597860336305	312	0.78	100	4.100448131561279	3.6181866455078127	12	0.12	True
spread_10	10	30	0.01	400	849.7648086547852	2.124412021636963	312	0.78	100	4.079838752746582	3.5975775146484374	12	0.12	True
spread_10	10	31	0.01	400	830.7088737487793	2.0767721843719484	320	0.8	100	4.059534072875977	3.5772723388671874	12	0.12	True
spread_10	10	32	0.01	400	800.6254825592041	2.0015637063980103	333	0.8325	100	4.038799285888672	3.556537780761719	13	0.13	True
spread_10	10	33	0.01	400	782.3065948486328	1.955766487121582	325	0.8125	100	4.0193023681640625	3.537041015625	14	0.14	True
spread_10	10	34	0.01	400	756.3387794494629	1.8908469486236572	337	0.8425	100	3.9988884925842285	3.5166265869140627	14	0.14	True
spread_10	10	35	0.01	400	743.4680213928223	1.8586700534820557	337	0.8425	100	3.9810423851013184	3.498780517578125	14	0.14	True
spread_10	10	36	0.01	400	711.9555320739746	1.7798888301849365	343	0.8575	100	3.965264081954956	3.4830023193359376	14	0.14	True
spread_10	10	37	0.01	400	695.7644309997559	1.7394110774993896	346	0.865	100	3.947380304336548	3.465118713378906	14	0.14	True
spread_10	10	38	0.01	400	676.2056503295898	1.6905141258239746	346	0.865	100	3.929828643798828	3.447567138671875	17	0.17	True
spread_10	10	39	0.01	400	661.4793548583984	1.653698387145996	348	0.87	100	3.919865131378174	3.4376034545898437	16	0.16	True
spread_10	10	40	0.01	400	637.445987701416	1.59361496925354	358	0.895	100	3.9006030559539795	3.4183416748046875	17	0.17	True
spread_10	10	41	0.01	400	625.0327396392822	1.5625818490982055	355	0.8875	100	3.884457588195801	3.402196044921875	17	0.17	True
spread_10	10	42	0.01	400	611.2569236755371	1.5281423091888429	351	0.8775	100	3.881577253341675	3.3993157958984375	16	0.16	True
spread_10	10	43	0.01	400	591.3386039733887	1.4783465099334716	357	0.8925	100	3.864248037338257	3.381986389160156	17	0.17	True
spread_10	10	44	0.01	400	579.640079498291	1.4491001987457275	363	0.9075	100	3.846950054168701	3.364688720703125	14	0.14	True
spread_10	10	45	0.01	400	575.6770095825195	1.4391925239562988	358	0.895	100	3.8378918170928955	3.3556304931640626	14	0.14	True
spread_10	10	46	0.01	400	548.1577606201172	1.370394401550293	364	0.91	100	3.827775239944458	3.345513916015625	14	0.14	True
spread_10	10	47	0.01	400	533.3782596588135	1.3334456491470337	365	0.9125	100	3.8130125999450684	3.3307510375976563	15	0.15	True
spread_10	10	48	0.01	400	531.4426918029785	1.3286067295074462	367	0.9175	100	3.8022830486297607	3.3200213623046877	15	0.15	True
spread_10	10	49	0.01	400	513.162260055542	1.282905650138855	367	0.9175	100	3.790092945098877	3.3078314208984376	15	0.15	True
spread_10	10	50	0.01	400	503.76994705200195	1.2594248676300048	369	0.9225	100	3.772732973098755	3.290471496582031	15	0.15	True
spread_10	10	51	0.01	400	498.9642677307129	1.2474106693267821	372	0.93	100	3.763471841812134	3.2812103271484374	16	0.16	True
spread_10	10	52	0.01	400	486.88996505737305	1.2172249126434327	370	0.925	100	3.751753091812134	3.2694915771484374	17	0.17	True
spread_10	10	53	0.01	400	479.4450912475586	1.1986127281188965	373	0.9325	100	3.7441821098327637	3.2619204711914063	17	0.17	True
spread_10	10	54	0.01	400	471.82459259033203	1.1795614814758302	373	0.9325	100	3.7370269298553467	3.2547653198242186	16	0.16	True
spread_10	10	55	0.01	400	457.43539810180664	1.1435884952545166	375	0.9375	100	3.7280170917510986	3.245755615234375	16	0.16	True
spread_10	10	56	0.01	400	448.8749656677246	1.1221874141693116	372	0.93	100	3.7243034839630127	3.2420419311523436	16	0.16	True
spread_10	10	57	0.01	400	442.52676582336426	1.1063169145584106	375	0.9375	100	3.7092840671539307	3.227022399902344	17	0.17	True
spread_10	10	58	0.01	400	433.67055797576904	1.0841763949394225	373	0.9325	100	3.69781231880188	3.215550842285156	17	0.17	True
spread_10	10	59	0.01	400	425.7294616699219	1.0643236541748047	374	0.935	100	3.6803441047668457	3.198082275390625	15	0.15	True
spread_10	10	60	0.01	400	420.4515495300293	1.0511288738250733	379	0.9475	100	3.6764018535614014	3.1941403198242186	17	0.17	True
spread_10	10	61	0.001	400	412.4613380432129	1.0311533451080321	380	0.95	100	3.676302909851074	3.194041442871094	16	0.16	True
spread_10	10	62	0.001	400	410.9433116912842	1.0273582792282105	378	0.945	100	3.6724321842193604	3.1901702880859375	17	0.17	True
spread_10	10	63	0.001	400	412.0176811218262	1.0300442028045653	380	0.95	100	3.6662402153015137	3.1839785766601563	17	0.17	True
spread_10	10	64	0.001	400	414.08411026000977	1.0352102756500243	375	0.9375	100	3.669389247894287	3.1871273803710936	17	0.17	False
spread_10	10	65	0.001	400	412.93749809265137	1.0323437452316284	372	0.93	100	3.67132306098938	3.189061279296875	18	0.18	False
spread_10	10	66	0.001	400	412.3556213378906	1.0308890533447266	379	0.9475	100	3.6696648597717285	3.187403259277344	17	0.17	False
spread_10	10	67	0.001	400	412.99930000305176	1.0324982500076294	377	0.9425	100	3.6741943359375	3.191932373046875	18	0.18	False
spread_10	10	68	0.001	400	407.60437202453613	1.0190109300613404	379	0.9475	100	3.66863751411438	3.1863763427734373	18	0.18	False
spread_10	10	69	0.001	400	409.2803707122803	1.0232009267807007	377	0.9425	100	3.6707916259765625	3.1885296630859377	18	0.18	False
spread_10	10	70	0.001	400	407.3936347961426	1.0184840869903564	381	0.9525	100	3.668586254119873	3.1863250732421875	17	0.17	False
spread_10	10	71	0.001	400	403.9069709777832	1.009767427444458	379	0.9475	100	3.6695244312286377	3.1872628784179686	17	0.17	False
spread_10	10	72	0.001	400	400.8153953552246	1.0020384883880615	377	0.9425	100	3.6715056896209717	3.1892440795898436	18	0.18	False
spread_10	10	73	0.001	400	404.7876091003418	1.0119690227508544	379	0.9475	100	3.6708245277404785	3.1885626220703127	18	0.18	False
spread_10	10	74	0.001	400	410.8219337463379	1.0270548343658448	381	0.9525	100	3.66795015335083	3.1856884765625	17	0.17	False
spread_10	10	75	0.001	400	407.0970687866211	1.0177426719665528	377	0.9425	100	3.6685545444488525	3.186292724609375	16	0.16	False
spread_10	10	76	0.001	400	402.686803817749	1.0067170095443725	375	0.9375	100	3.665870189666748	3.1836087036132814	17	0.17	True
spread_10	10	77	0.001	400	405.49527740478516	1.013738193511963	377	0.9425	100	3.6661784648895264	3.1839166259765626	17	0.17	False
spread_10	10	78	0.001	400	402.3035488128662	1.0057588720321655	381	0.9525	100	3.6649816036224365	3.1827197265625	15	0.15	True
spread_10	10	79	0.001	400	412.22838401794434	1.030570960044861	380	0.95	100	3.667178153991699	3.1849163818359374	17	0.17	False
spread_10	10	80	0.001	400	401.7608070373535	1.0044020175933839	379	0.9475	100	3.66042160987854	3.1781597900390626	17	0.17	True
spread_10	10	81	0.001	400	405.2420196533203	1.0131050491333007	377	0.9425	100	3.6672487258911133	3.1849874877929687	17	0.17	False
spread_10	10	82	0.001	400	405.1845302581787	1.0129613256454468	379	0.9475	100	3.6649763584136963	3.18271484375	17	0.17	False
spread_10	10	83	0.001	400	401.6504650115967	1.0041261625289917	382	0.955	100	3.6635258197784424	3.1812640380859376	17	0.17	False
spread_10	10	84	0.001	400	394.72783279418945	0.9868195819854736	381	0.9525	100	3.666456460952759	3.1841949462890624	17	0.17	False
spread_10	10	85	0.001	400	397.0933132171631	0.9927332830429078	381	0.9525	100	3.658806562423706	3.1765451049804687	17	0.17	True
spread_10	10	86	0.001	400	400.71069049835205	1.00177672624588	380	0.95	100	3.6618032455444336	3.1795416259765625	16	0.16	False
spread_10	10	87	0.001	400	398.57651710510254	0.9964412927627564	379	0.9475	100	3.649451494216919	3.16718994140625	17	0.17	True
spread_10	10	88	0.001	400	397.7359161376953	0.9943397903442383	379	0.9475	100	3.6510069370269775	3.168745422363281	17	0.17	False
spread_10	10	89	0.001	400	397.6456489562988	0.994114122390747	381	0.9525	100	3.6519813537597656	3.1697198486328126	16	0.16	False
spread_10	10	90	0.001	400	398.93803787231445	0.9973450946807861	379	0.9475	100	3.648094892501831	3.1658331298828126	16	0.16	True
spread_10	10	91	0.001	400	397.57434844970703	0.9939358711242676	381	0.9525	100	3.651484966278076	3.1692230224609377	16	0.16	False
spread_10	10	92	0.001	400	400.75309562683105	1.0018827390670777	380	0.95	100	3.6480872631073	3.1658258056640625	16	0.16	True
spread_10	10	93	0.001	400	396.91467475891113	0.9922866868972778	376	0.94	100	3.6409051418304443	3.1586431884765624	17	0.17	True
spread_10	10	94	0.001	400	393.6307563781738	0.9840768909454346	381	0.9525	100	3.6410717964172363	3.158809814453125	17	0.17	False
spread_10	10	95	0.001	400	391.89155769348145	0.9797288942337036	382	0.955	100	3.6475274562835693	3.1652655029296874	17	0.17	False
spread_10	10	96	0.001	400	394.0917682647705	0.9852294206619263	383	0.9575	100	3.652803659439087	3.1705419921875	17	0.17	False
spread_10	10	97	0.001	400	385.12818908691406	0.9628204727172851	379	0.9475	100	3.657935619354248	3.175673828125	17	0.17	False
spread_10	10	98	0.001	400	389.97329330444336	0.9749332332611084	376	0.94	100	3.652252197265625	3.169990234375	16	0.16	False
spread_10	10	99	0.001	400	388.9743900299072	0.9724359750747681	380	0.95	100	3.6499557495117188	3.167694091796875	15	0.15	False
spread_10	10	100	0.001	400	389.4425392150879	0.9736063480377197	379	0.9475	100	3.651787519454956	3.1695260620117187	16	0.16	False
last_10	10	1	0.01	400	1859.0166931152344	4.647541732788086	3	0.0075	100	4.642880916595459	4.160618896484375	2	0.02	True
last_10	10	2	0.01	400	1811.5685424804688	4.528921356201172	9	0.0225	100	4.62777042388916	4.145508728027344	1	0.01	True
last_10	10	3	0.01	400	1762.503517150879	4.406258792877197	32	0.08	100	4.61283540725708	4.130574035644531	2	0.02	True
last_10	10	4	0.01	400	1715.1610260009766	4.287902565002441	68	0.17	100	4.588389873504639	4.106128540039062	3	0.03	True
last_10	10	5	0.01	400	1667.5205841064453	4.168801460266113	92	0.23	100	4.557653903961182	4.075391845703125	3	0.03	True
last_10	10	6	0.01	400	1621.279800415039	4.053199501037597	124	0.31	100	4.527365684509277	4.045103759765625	5	0.05	True
last_10	10	7	0.01	400	1574.7484664916992	3.936871166229248	146	0.365	100	4.504108905792236	4.021847229003907	4	0.04	True
last_10	10	8	0.01	400	1530.2467880249023	3.825616970062256	162	0.405	100	4.477042198181152	3.9947805786132813	5	0.05	True
last_10	10	9	0.01	400	1478.366340637207	3.6959158515930177	196	0.49	100	4.457279682159424	3.9750180053710937	6	0.06	True
last_10	10	10	0.01	400	1437.7101097106934	3.5942752742767334	194	0.485	100	4.429907321929932	3.947645568847656	6	0.06	True
last_10	10	11	0.01	400	1396.1230010986328	3.490307502746582	205	0.5125	100	4.404548168182373	3.9222866821289064	9	0.09	True
last_10	10	12	0.01	400	1359.5719146728516	3.398929786682129	216	0.54	100	4.381164073944092	3.8989022827148436	10	0.1	True
last_10	10	13	0.01	400	1315.9465446472168	3.289866361618042	232	0.58	100	4.359100341796875	3.8768389892578123	11	0.11	True
