case	top_k	variant	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
top_11_bn_gamma_downsample	11	bn_gamma_downsample	71	0.001	400	258.8238983154297	0.6470597457885742	390	0.975	100	3.9347729682922363	3.452510986328125	11	0.11	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	72	0.001	400	255.8849925994873	0.6397124814987183	393	0.9825	100	3.9516079425811768	3.4693463134765623	8	0.08	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	73	0.001	400	259.68167877197266	0.6492041969299316	390	0.975	100	3.9720141887664795	3.489752197265625	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	74	0.001	400	259.64102840423584	0.6491025710105895	389	0.9725	100	3.9453256130218506	3.4630636596679687	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	75	0.001	400	259.38766384124756	0.6484691596031189	383	0.9575	100	3.9478907585144043	3.4656292724609377	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	76	0.001	400	256.7629156112671	0.6419072890281677	388	0.97	100	3.9428417682647705	3.460579833984375	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	77	0.001	400	261.99780082702637	0.6549945020675659	384	0.96	100	3.9549367427825928	3.4726751708984374	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	78	0.001	400	257.2387466430664	0.643096866607666	389	0.9725	100	3.9328227043151855	3.4505609130859374	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	79	0.001	400	260.743390083313	0.6518584752082824	387	0.9675	100	3.952301502227783	3.4700396728515623	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	80	0.001	400	257.30972957611084	0.6432743239402771	389	0.9725	100	3.935293436050415	3.4530316162109376	11	0.11	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	81	0.001	400	258.7758378982544	0.646939594745636	386	0.965	100	3.9512364864349365	3.4689752197265626	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	82	0.001	400	257.8230381011963	0.6445575952529907	390	0.975	100	3.956202268600464	3.473940734863281	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	83	0.001	400	257.52763652801514	0.6438190913200379	392	0.98	100	3.9330737590789795	3.450811767578125	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	84	0.001	400	255.5863742828369	0.6389659357070923	381	0.9525	100	3.935445547103882	3.453183898925781	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	85	0.001	400	256.0007514953613	0.6400018787384033	389	0.9725	100	3.939581871032715	3.4573199462890627	12	0.12	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	86	0.001	400	256.1026005744934	0.6402565014362335	386	0.965	100	3.953641176223755	3.47137939453125	11	0.11	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	87	0.001	400	258.58892822265625	0.6464723205566406	389	0.9725	100	3.9562859535217285	3.474024658203125	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	88	0.001	400	260.1753234863281	0.6504383087158203	392	0.98	100	3.9567275047302246	3.4744659423828126	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	89	0.001	400	260.0300407409668	0.650075101852417	388	0.97	100	3.937573194503784	3.4553118896484376	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	90	0.001	400	257.8837776184082	0.6447094440460205	389	0.9725	100	3.9085819721221924	3.4263201904296876	10	0.1	True
top_11_bn_gamma_downsample	11	bn_gamma_downsample	91	0.001	400	256.5992259979248	0.641498064994812	389	0.9725	100	3.927624464035034	3.445362854003906	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	92	0.001	400	258.5019836425781	0.6462549591064453	388	0.97	100	3.92524790763855	3.4429864501953125	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	93	0.001	400	257.7121534347534	0.6442803835868836	384	0.96	100	3.921015501022339	3.438753662109375	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	94	0.001	400	254.9540729522705	0.6373851823806763	386	0.965	100	3.9167699813842773	3.4345086669921874	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	95	0.001	400	257.0816020965576	0.642704005241394	388	0.97	100	3.9330317974090576	3.450770263671875	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	96	0.001	400	255.8847942352295	0.6397119855880737	385	0.9625	100	3.920809507369995	3.4385479736328124	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	97	0.001	400	253.74000930786133	0.6343500232696533	387	0.9675	100	3.9329307079315186	3.4506689453125	9	0.09	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	98	0.001	400	253.34078407287598	0.63335196018219	388	0.97	100	3.941075325012207	3.4588134765625	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	99	0.001	400	254.85031700134277	0.6371257925033569	387	0.9675	100	3.942227602005005	3.459966125488281	10	0.1	False
top_11_bn_gamma_downsample	11	bn_gamma_downsample	100	0.001	400	255.05978298187256	0.6376494574546814	388	0.97	100	3.934793710708618	3.4525320434570315	10	0.1	False
top_11_stem_conv	11	stem_conv	1	0.01	400	1858.3241577148438	4.64581039428711	5	0.0125	100	4.708968162536621	4.22670654296875	0	0.0	True
top_11_stem_conv	11	stem_conv	2	0.01	400	1809.5579986572266	4.523894996643066	11	0.0275	100	4.679107666015625	4.196846313476563	2	0.02	True
top_11_stem_conv	11	stem_conv	3	0.01	400	1763.1403274536133	4.407850818634033	32	0.08	100	4.6468915939331055	4.164629516601562	1	0.01	True
top_11_stem_conv	11	stem_conv	4	0.01	400	1719.6802597045898	4.299200649261475	56	0.14	100	4.622189998626709	4.139928283691407	1	0.01	True
top_11_stem_conv	11	stem_conv	5	0.01	400	1674.2007675170898	4.185501918792725	80	0.2	100	4.601405620574951	4.119143676757813	2	0.02	True
top_11_stem_conv	11	stem_conv	6	0.01	400	1636.481704711914	4.091204261779785	97	0.2425	100	4.578852653503418	4.096590576171875	2	0.02	True
top_11_stem_conv	11	stem_conv	7	0.01	400	1595.1264686584473	3.9878161716461182	117	0.2925	100	4.562227249145508	4.079965515136719	2	0.02	True
top_11_stem_conv	11	stem_conv	8	0.01	400	1555.1077575683594	3.8877693939208986	123	0.3075	100	4.5491132736206055	4.066851501464844	2	0.02	True
top_11_stem_conv	11	stem_conv	9	0.01	400	1509.0108833312988	3.7725272083282473	139	0.3475	100	4.530126094818115	4.0478646850585935	2	0.02	True
top_11_stem_conv	11	stem_conv	10	0.01	400	1470.9000701904297	3.677250175476074	158	0.395	100	4.50718355178833	4.024922180175781	3	0.03	True
top_11_stem_conv	11	stem_conv	11	0.01	400	1435.1918754577637	3.5879796886444093	157	0.3925	100	4.485864162445068	4.003602294921875	3	0.03	True
top_11_stem_conv	11	stem_conv	12	0.01	400	1397.4958572387695	3.493739643096924	171	0.4275	100	4.468630790710449	3.9863690185546874	3	0.03	True
top_11_stem_conv	11	stem_conv	13	0.01	400	1359.7006072998047	3.3992515182495118	190	0.475	100	4.4526872634887695	3.970425720214844	4	0.04	True
top_11_stem_conv	11	stem_conv	14	0.01	400	1331.0042572021484	3.327510643005371	194	0.485	100	4.435223579406738	3.9529620361328126	3	0.03	True
top_11_stem_conv	11	stem_conv	15	0.01	400	1295.8709182739258	3.2396772956848143	212	0.53	100	4.4152092933654785	3.932947998046875	5	0.05	True
top_11_stem_conv	11	stem_conv	16	0.01	400	1258.1892852783203	3.145473213195801	213	0.5325	100	4.399043083190918	3.916781005859375	5	0.05	True
top_11_stem_conv	11	stem_conv	17	0.01	400	1225.5649147033691	3.063912286758423	227	0.5675	100	4.377800464630127	3.8955389404296876	5	0.05	True
top_11_stem_conv	11	stem_conv	18	0.01	400	1197.7451858520508	2.994362964630127	236	0.59	100	4.354111671447754	3.8718499755859375	6	0.06	True
top_11_stem_conv	11	stem_conv	19	0.01	400	1160.265697479248	2.9006642436981203	252	0.63	100	4.338155269622803	3.8558935546875	7	0.07	True
top_11_stem_conv	11	stem_conv	20	0.01	400	1133.3824157714844	2.833456039428711	251	0.6275	100	4.3217997550964355	3.8395379638671874	7	0.07	True
top_11_stem_conv	11	stem_conv	21	0.01	400	1102.9320678710938	2.7573301696777346	259	0.6475	100	4.308184623718262	3.8259228515625	6	0.06	True
top_11_stem_conv	11	stem_conv	22	0.01	400	1069.2665557861328	2.673166389465332	264	0.66	100	4.291231632232666	3.8089697265625	7	0.07	True
top_11_stem_conv	11	stem_conv	23	0.01	400	1044.2170333862305	2.610542583465576	273	0.6825	100	4.265655517578125	3.7833938598632812	7	0.07	True
top_11_stem_conv	11	stem_conv	24	0.01	400	1014.7431526184082	2.5368578815460205	275	0.6875	100	4.253982067108154	3.771719970703125	7	0.07	True
top_11_stem_conv	11	stem_conv	25	0.01	400	980.3765716552734	2.4509414291381835	282	0.705	100	4.232425212860107	3.75016357421875	7	0.07	True
top_11_stem_conv	11	stem_conv	26	0.01	400	957.6721611022949	2.394180402755737	289	0.7225	100	4.21605110168457	3.733789367675781	7	0.07	True
top_11_stem_conv	11	stem_conv	27	0.01	400	932.9635772705078	2.3324089431762696	290	0.725	100	4.205019950866699	3.7227581787109374	8	0.08	True
top_11_stem_conv	11	stem_conv	28	0.01	400	902.8790283203125	2.2571975708007814	296	0.74	100	4.201380729675293	3.719118957519531	7	0.07	True
top_11_stem_conv	11	stem_conv	29	0.01	400	874.8414344787598	2.1871035861968995	305	0.7625	100	4.186922550201416	3.7046609497070313	9	0.09	True
top_11_stem_conv	11	stem_conv	30	0.01	400	855.1886901855469	2.137971725463867	308	0.77	100	4.168776988983154	3.686515197753906	9	0.09	True
top_11_stem_conv	11	stem_conv	31	0.01	400	837.430419921875	2.0935760498046876	315	0.7875	100	4.160183906555176	3.67792236328125	7	0.07	True
top_11_stem_conv	11	stem_conv	32	0.01	400	807.0793685913086	2.0176984214782716	318	0.795	100	4.149989128112793	3.66772705078125	7	0.07	True
top_11_stem_conv	11	stem_conv	33	0.01	400	786.4111251831055	1.9660278129577637	320	0.8	100	4.138722896575928	3.656461181640625	9	0.09	True
top_11_stem_conv	11	stem_conv	34	0.01	400	762.386589050293	1.9059664726257324	323	0.8075	100	4.119529724121094	3.63726806640625	9	0.09	True
top_11_stem_conv	11	stem_conv	35	0.01	400	747.6591796875	1.86914794921875	324	0.81	100	4.102959632873535	3.6206982421875	10	0.1	True
top_11_stem_conv	11	stem_conv	36	0.01	400	718.5392608642578	1.7963481521606446	326	0.815	100	4.087442874908447	3.6051812744140626	11	0.11	True
top_11_stem_conv	11	stem_conv	37	0.01	400	702.5889682769775	1.7564724206924438	332	0.83	100	4.08271598815918	3.6004547119140624	11	0.11	True
top_11_stem_conv	11	stem_conv	38	0.01	400	680.5756645202637	1.7014391613006592	339	0.8475	100	4.079679489135742	3.5974176025390623	11	0.11	True
top_11_stem_conv	11	stem_conv	39	0.01	400	663.7091445922852	1.6592728614807128	346	0.865	100	4.066575050354004	3.5843133544921875	11	0.11	True
top_11_stem_conv	11	stem_conv	40	0.01	400	644.7934951782227	1.6119837379455566	346	0.865	100	4.057690143585205	3.575428771972656	11	0.11	True
top_11_stem_conv	11	stem_conv	41	0.01	400	632.7979621887207	1.5819949054718017	345	0.8625	100	4.046929359436035	3.56466796875	11	0.11	True
top_11_stem_conv	11	stem_conv	42	0.01	400	618.2785739898682	1.5456964349746705	349	0.8725	100	4.03140115737915	3.549139404296875	10	0.1	True
top_11_stem_conv	11	stem_conv	43	0.01	400	598.720048904419	1.4968001222610474	359	0.8975	100	4.017373085021973	3.5351116943359373	10	0.1	True
top_11_stem_conv	11	stem_conv	44	0.01	400	589.7210521697998	1.4743026304244995	358	0.895	100	4.007332801818848	3.52507080078125	10	0.1	True
top_11_stem_conv	11	stem_conv	45	0.01	400	577.3683204650879	1.4434208011627196	356	0.89	100	4.00875186920166	3.526490478515625	10	0.1	False
top_11_stem_conv	11	stem_conv	46	0.01	400	556.9197998046875	1.3922994995117188	359	0.8975	100	3.9989852905273438	3.5167236328125	9	0.09	True
top_11_stem_conv	11	stem_conv	47	0.01	400	541.3418273925781	1.3533545684814454	365	0.9125	100	3.9824178218841553	3.50015625	9	0.09	True
top_11_stem_conv	11	stem_conv	48	0.01	400	537.9276542663574	1.3448191356658936	367	0.9175	100	3.9739110469818115	3.4916497802734376	9	0.09	True
top_11_stem_conv	11	stem_conv	49	0.01	400	520.6694602966309	1.3016736507415771	367	0.9175	100	3.967449903488159	3.485188293457031	9	0.09	True
top_11_stem_conv	11	stem_conv	50	0.01	400	507.27199935913086	1.2681799983978272	366	0.915	100	3.9533746242523193	3.4711129760742185	10	0.1	True
top_11_stem_conv	11	stem_conv	51	0.01	400	502.1559410095215	1.2553898525238036	370	0.925	100	3.9448189735412598	3.462557373046875	10	0.1	True
top_11_stem_conv	11	stem_conv	52	0.01	400	488.9167079925537	1.2222917699813842	371	0.9275	100	3.940711498260498	3.4584500122070314	10	0.1	True
top_11_stem_conv	11	stem_conv	53	0.01	400	485.8363800048828	1.214590950012207	374	0.935	100	3.929860830307007	3.447599182128906	10	0.1	True
top_11_stem_conv	11	stem_conv	54	0.01	400	476.18963050842285	1.190474076271057	371	0.9275	100	3.9296700954437256	3.4474081420898437	10	0.1	True
top_11_stem_conv	11	stem_conv	55	0.01	400	466.35061264038086	1.165876531600952	373	0.9325	100	3.9198668003082275	3.43760498046875	11	0.11	True
top_11_stem_conv	11	stem_conv	56	0.01	400	451.50934410095215	1.1287733602523804	372	0.93	100	3.9189257621765137	3.4366641235351563	12	0.12	True
top_11_stem_conv	11	stem_conv	57	0.01	400	444.8430995941162	1.1121077489852906	377	0.9425	100	3.909010648727417	3.426748962402344	10	0.1	True
top_11_stem_conv	11	stem_conv	58	0.01	400	439.4914016723633	1.0987285041809083	377	0.9425	100	3.905491828918457	3.4232305908203124	11	0.11	True
top_11_stem_conv	11	stem_conv	59	0.01	400	433.62256240844727	1.0840564060211182	376	0.94	100	3.8888518810272217	3.406590576171875	10	0.1	True
top_11_stem_conv	11	stem_conv	60	0.01	400	425.444917678833	1.0636122941970825	376	0.94	100	3.8754308223724365	3.393169250488281	12	0.12	True
top_11_stem_conv	11	stem_conv	61	0.001	400	421.13683128356934	1.0528420782089234	378	0.945	100	3.8753929138183594	3.393131103515625	10	0.1	True
top_11_stem_conv	11	stem_conv	62	0.001	400	418.37251472473145	1.0459312868118287	379	0.9475	100	3.877415180206299	3.3951535034179687	11	0.11	False
top_11_stem_conv	11	stem_conv	63	0.001	400	417.86296463012695	1.0446574115753173	376	0.94	100	3.8754730224609375	3.393211669921875	11	0.11	False
top_11_stem_conv	11	stem_conv	64	0.001	400	419.3690814971924	1.048422703742981	375	0.9375	100	3.8720834255218506	3.3898214721679687	10	0.1	True
top_11_stem_conv	11	stem_conv	65	0.001	400	417.2069339752197	1.0430173349380494	371	0.9275	100	3.8756229877471924	3.39336181640625	10	0.1	False
top_11_stem_conv	11	stem_conv	66	0.001	400	418.1390609741211	1.0453476524353027	378	0.945	100	3.875422477722168	3.3931610107421877	11	0.11	False
top_11_stem_conv	11	stem_conv	67	0.001	400	421.0819320678711	1.0527048301696778	377	0.9425	100	3.8732824325561523	3.3910205078125	11	0.11	False
top_11_stem_conv	11	stem_conv	68	0.001	400	411.5316619873047	1.0288291549682618	377	0.9425	100	3.8717494010925293	3.3894879150390627	11	0.11	True
top_11_stem_conv	11	stem_conv	69	0.001	400	414.43353271484375	1.0360838317871093	376	0.94	100	3.874171018600464	3.391909484863281	11	0.11	False
top_11_stem_conv	11	stem_conv	70	0.001	400	413.6825370788574	1.0342063426971435	379	0.9475	100	3.8779845237731934	3.3957229614257813	11	0.11	False
top_11_stem_conv	11	stem_conv	71	0.001	400	410.55785751342773	1.0263946437835694	378	0.945	100	3.869150400161743	3.386888427734375	11	0.11	True
top_11_stem_conv	11	stem_conv	72	0.001	400	406.56688690185547	1.0164172172546386	379	0.9475	100	3.872852325439453	3.3905908203125	11	0.11	False
top_11_stem_conv	11	stem_conv	73	0.001	400	412.00024604797363	1.0300006151199341	381	0.9525	100	3.872114419937134	3.3898529052734374	11	0.11	False
top_11_stem_conv	11	stem_conv	74	0.001	400	414.6476936340332	1.036619234085083	378	0.945	100	3.865781545639038	3.3835198974609373	11	0.11	True
top_11_stem_conv	11	stem_conv	75	0.001	400	410.14982986450195	1.0253745746612548	375	0.9375	100	3.8659281730651855	3.3836669921875	11	0.11	False
top_11_stem_conv	11	stem_conv	76	0.001	400	411.42541885375977	1.0285635471343995	378	0.945	100	3.859370708465576	3.377109375	11	0.11	True
top_11_stem_conv	11	stem_conv	77	0.001	400	412.33791732788086	1.0308447933197022	377	0.9425	100	3.863739490509033	3.381478271484375	11	0.11	False
top_11_stem_conv	11	stem_conv	78	0.001	400	405.60062980651855	1.0140015745162965	377	0.9425	100	3.8577752113342285	3.3755133056640627	11	0.11	True
top_11_stem_conv	11	stem_conv	79	0.001	400	413.64509201049805	1.0341127300262452	382	0.955	100	3.8648593425750732	3.38259765625	10	0.1	False
top_11_stem_conv	11	stem_conv	80	0.001	400	406.7639751434326	1.0169099378585815	379	0.9475	100	3.8554601669311523	3.3731982421875	11	0.11	True
top_11_stem_conv	11	stem_conv	81	0.001	400	408.0962715148926	1.0202406787872313	375	0.9375	100	3.864502191543579	3.3822406005859373	12	0.12	False
top_11_stem_conv	11	stem_conv	82	0.001	400	410.4764938354492	1.026191234588623	379	0.9475	100	3.862962007522583	3.3807000732421875	12	0.12	False
top_11_stem_conv	11	stem_conv	83	0.001	400	407.47168731689453	1.0186792182922364	379	0.9475	100	3.855605363845825	3.373343505859375	13	0.13	False
top_11_stem_conv	11	stem_conv	84	0.001	400	399.87458419799805	0.9996864604949951	377	0.9425	100	3.8589329719543457	3.3766714477539064	12	0.12	False
top_11_stem_conv	11	stem_conv	85	0.001	400	402.7529640197754	1.0068824100494385	378	0.945	100	3.8569743633270264	3.3747128295898436	11	0.11	False
top_11_stem_conv	11	stem_conv	86	0.001	400	406.2161865234375	1.0155404663085938	380	0.95	100	3.857567071914673	3.37530517578125	11	0.11	False
top_11_stem_conv	11	stem_conv	87	0.001	400	405.36369705200195	1.013409242630005	377	0.9425	100	3.8548150062561035	3.372553405761719	13	0.13	True
top_11_stem_conv	11	stem_conv	88	0.001	400	406.6878070831299	1.0167195177078248	376	0.94	100	3.8510618209838867	3.3688006591796875	12	0.12	True
top_11_stem_conv	11	stem_conv	89	0.001	400	402.4977607727051	1.0062444019317627	380	0.95	100	3.854945659637451	3.372684326171875	11	0.11	False
top_11_stem_conv	11	stem_conv	90	0.001	400	403.799898147583	1.0094997453689576	377	0.9425	100	3.848201274871826	3.3659393310546877	11	0.11	True
top_11_stem_conv	11	stem_conv	91	0.001	400	403.3255729675293	1.0083139324188233	376	0.94	100	3.849954843521118	3.3676931762695315	13	0.13	False
top_11_stem_conv	11	stem_conv	92	0.001	400	402.99024963378906	1.0074756240844727	379	0.9475	100	3.8477909564971924	3.3655291748046876	12	0.12	True
top_11_stem_conv	11	stem_conv	93	0.001	400	401.29061126708984	1.0032265281677246	375	0.9375	100	3.8341832160949707	3.3519219970703125	13	0.13	True
top_11_stem_conv	11	stem_conv	94	0.001	400	402.11112785339355	1.005277819633484	374	0.935	100	3.8414931297302246	3.3592315673828126	13	0.13	False
top_11_stem_conv	11	stem_conv	95	0.001	400	398.16052627563477	0.995401315689087	381	0.9525	100	3.844484806060791	3.362222900390625	12	0.12	False
top_11_stem_conv	11	stem_conv	96	0.001	400	398.12104988098145	0.9953026247024536	376	0.94	100	3.8442273139953613	3.3619656372070312	12	0.12	False
top_11_stem_conv	11	stem_conv	97	0.001	400	392.86462020874023	0.9821615505218506	378	0.945	100	3.8486809730529785	3.366419372558594	12	0.12	False
top_11_stem_conv	11	stem_conv	98	0.001	400	394.78091049194336	0.9869522762298584	375	0.9375	100	3.8443520069122314	3.3620904541015624	13	0.13	False
top_11_stem_conv	11	stem_conv	99	0.001	400	394.67445945739746	0.9866861486434937	380	0.95	100	3.846048593521118	3.3637869262695315	13	0.13	False
top_11_stem_conv	11	stem_conv	100	0.001	400	396.0844306945801	0.9902110767364501	380	0.95	100	3.848463773727417	3.366202087402344	12	0.12	False
top_11_all_extras	11	all_extras	1	0.01	400	1906.8396072387695	4.767099018096924	11	0.0275	100	5.133295059204102	4.651033630371094	1	0.01	True
top_11_all_extras	11	all_extras	2	0.01	400	1469.4409561157227	3.6736023902893065	88	0.22	100	4.610111236572266	4.127849731445313	4	0.04	True
top_11_all_extras	11	all_extras	3	0.01	400	1195.9876327514648	2.989969081878662	162	0.405	100	4.429904460906982	3.947642822265625	9	0.09	True
top_11_all_extras	11	all_extras	4	0.01	400	992.8596954345703	2.482149238586426	239	0.5975	100	4.266127109527588	3.783865661621094	8	0.08	True
top_11_all_extras	11	all_extras	5	0.01	400	804.4867515563965	2.011216878890991	301	0.7525	100	4.202997207641602	3.7207354736328124	9	0.09	True
top_11_all_extras	11	all_extras	6	0.01	400	678.2956428527832	1.695739107131958	337	0.8425	100	4.1910552978515625	3.7087939453125	10	0.1	True
top_11_all_extras	11	all_extras	7	0.01	400	605.7674102783203	1.5144185256958007	341	0.8525	100	4.284657955169678	3.802396240234375	7	0.07	False
top_11_all_extras	11	all_extras	8	0.01	400	541.7193698883057	1.3542984247207641	355	0.8875	100	4.198810577392578	3.716549072265625	9	0.09	False
top_11_all_extras	11	all_extras	9	0.01	400	487.47476959228516	1.218686923980713	360	0.9	100	4.114262104034424	3.6320001220703126	11	0.11	True
top_11_all_extras	11	all_extras	10	0.01	400	444.1367664337158	1.1103419160842896	365	0.9125	100	4.085628032684326	3.60336669921875	10	0.1	True
top_11_all_extras	11	all_extras	11	0.01	400	409.4974594116211	1.0237436485290528	373	0.9325	100	4.214929580688477	3.73266845703125	9	0.09	False
top_11_all_extras	11	all_extras	12	0.01	400	401.3310241699219	1.0033275604248046	383	0.9575	100	4.127606391906738	3.6453448486328126	12	0.12	False
top_11_all_extras	11	all_extras	13	0.01	400	374.9811725616455	0.9374529314041138	377	0.9425	100	4.17069673538208	3.68843505859375	10	0.1	False
top_11_all_extras	11	all_extras	14	0.01	400	366.6582260131836	0.916645565032959	381	0.9525	100	4.043909072875977	3.561647644042969	12	0.12	True
top_11_all_extras	11	all_extras	15	0.01	400	356.53003692626953	0.8913250923156738	375	0.9375	100	4.028134822845459	3.5458734130859373	10	0.1	True
top_11_all_extras	11	all_extras	16	0.01	400	345.71527099609375	0.8642881774902343	385	0.9625	100	4.018004894256592	3.535743408203125	10	0.1	True
top_11_all_extras	11	all_extras	17	0.01	400	338.0869789123535	0.8452174472808838	383	0.9575	100	3.9804065227508545	3.4981448364257814	10	0.1	True
top_11_all_extras	11	all_extras	18	0.01	400	334.34453773498535	0.8358613443374634	383	0.9575	100	3.9221913814544678	3.4399298095703124	9	0.09	True
top_11_all_extras	11	all_extras	19	0.01	400	321.5275363922119	0.8038188409805298	379	0.9475	100	4.0059027671813965	3.523641357421875	9	0.09	False
top_11_all_extras	11	all_extras	20	0.01	400	325.4699487686157	0.8136748719215393	379	0.9475	100	4.0679426193237305	3.5856808471679686	10	0.1	False
top_11_all_extras	11	all_extras	21	0.01	400	320.1192808151245	0.8002982020378113	383	0.9575	100	4.092227458953857	3.6099658203125	11	0.11	False
top_11_all_extras	11	all_extras	22	0.01	400	309.96607208251953	0.7749151802062988	382	0.955	100	4.016806602478027	3.5345449829101563	11	0.11	False
top_11_all_extras	11	all_extras	23	0.01	400	311.31883430480957	0.7782970857620239	382	0.955	100	3.9064245223999023	3.4241632080078124	15	0.15	True
top_11_all_extras	11	all_extras	24	0.01	400	307.7566337585449	0.7693915843963623	384	0.96	100	3.9461734294891357	3.4639117431640627	11	0.11	False
top_11_all_extras	11	all_extras	25	0.01	400	298.10373878479004	0.745259346961975	387	0.9675	100	3.9760375022888184	3.493775634765625	10	0.1	False
top_11_all_extras	11	all_extras	26	0.01	400	298.3351125717163	0.7458377814292908	382	0.955	100	3.952954053878784	3.470692138671875	10	0.1	False
top_11_all_extras	11	all_extras	27	0.01	400	296.26891326904297	0.7406722831726075	384	0.96	100	3.902998924255371	3.4207373046875	11	0.11	True
top_11_all_extras	11	all_extras	28	0.01	400	290.20720291137695	0.7255180072784424	391	0.9775	100	3.869137763977051	3.386876220703125	12	0.12	True
top_11_all_extras	11	all_extras	29	0.01	400	291.69508934020996	0.729237723350525	382	0.955	100	3.883140802383423	3.400879211425781	14	0.14	False
top_11_all_extras	11	all_extras	30	0.01	400	294.83328437805176	0.7370832109451294	374	0.935	100	3.832951307296753	3.3506903076171874	14	0.14	True
top_11_all_extras	11	all_extras	31	0.01	400	294.78013610839844	0.736950340270996	382	0.955	100	3.8488214015960693	3.3665594482421874	13	0.13	False
top_11_all_extras	11	all_extras	32	0.01	400	296.1547517776489	0.7403868794441223	382	0.955	100	3.88714599609375	3.404884033203125	10	0.1	False
top_11_all_extras	11	all_extras	33	0.01	400	291.6093473434448	0.729023368358612	381	0.9525	100	3.8890440464019775	3.4067822265625	11	0.11	False
top_11_all_extras	11	all_extras	34	0.01	400	284.5488500595093	0.7113721251487732	379	0.9475	100	3.895742416381836	3.4134808349609376	11	0.11	False
top_11_all_extras	11	all_extras	35	0.01	400	284.4453125	0.71111328125	386	0.965	100	3.9061267375946045	3.4238650512695314	11	0.11	False
top_11_all_extras	11	all_extras	36	0.01	400	282.44344329833984	0.7061086082458496	380	0.95	100	3.8657188415527344	3.3834573364257814	13	0.13	False
top_11_all_extras	11	all_extras	37	0.01	400	278.93599796295166	0.6973399949073792	383	0.9575	100	3.8134968280792236	3.331235046386719	12	0.12	True
top_11_all_extras	11	all_extras	38	0.01	400	277.326886177063	0.6933172154426575	386	0.965	100	3.825122356414795	3.3428607177734375	11	0.11	False
top_11_all_extras	11	all_extras	39	0.01	400	275.61161613464355	0.6890290403366088	379	0.9475	100	3.7898757457733154	3.3076141357421873	14	0.14	True
top_11_all_extras	11	all_extras	40	0.01	400	274.3302068710327	0.6858255171775818	387	0.9675	100	3.812991142272949	3.330729675292969	15	0.15	False
top_11_all_extras	11	all_extras	41	0.01	400	274.6741123199463	0.6866852807998657	389	0.9725	100	3.786658763885498	3.30439697265625	14	0.14	True
top_11_all_extras	11	all_extras	42	0.01	400	278.2350883483887	0.6955877208709716	385	0.9625	100	3.7659413814544678	3.283680114746094	17	0.17	True
top_11_all_extras	11	all_extras	43	0.01	400	276.00433921813965	0.6900108480453491	381	0.9525	100	3.750666618347168	3.2684051513671877	16	0.16	True
top_11_all_extras	11	all_extras	44	0.01	400	274.2116107940674	0.6855290269851685	385	0.9625	100	3.7293901443481445	3.2471282958984373	17	0.17	True
top_11_all_extras	11	all_extras	45	0.01	400	273.81765842437744	0.6845441460609436	382	0.955	100	3.7614707946777344	3.2792092895507814	17	0.17	False
top_11_all_extras	11	all_extras	46	0.01	400	271.8923020362854	0.6797307550907135	386	0.965	100	3.8000731468200684	3.317811279296875	17	0.17	False
top_11_all_extras	11	all_extras	47	0.01	400	269.5943374633789	0.6739858436584473	387	0.9675	100	3.7581732273101807	3.275911865234375	16	0.16	False
top_11_all_extras	11	all_extras	48	0.01	400	275.6240577697754	0.6890601444244385	385	0.9625	100	3.7332820892333984	3.2510205078125	16	0.16	False
top_11_all_extras	11	all_extras	49	0.01	400	275.29113960266113	0.6882278490066528	386	0.965	100	3.7490599155426025	3.266798400878906	17	0.17	False
top_11_all_extras	11	all_extras	50	0.01	400	274.34438133239746	0.6858609533309936	383	0.9575	100	3.755582094192505	3.273320617675781	15	0.15	False
