case	top_k	variant	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
top_10_bn_gamma	10	bn_gamma	49	0.01	400	270.78826904296875	0.6769706726074218	384	0.96	100	3.689260721206665	3.2069989013671876	19	0.19	True
top_10_bn_gamma	10	bn_gamma	50	0.01	400	268.4112186431885	0.6710280466079712	386	0.965	100	3.6935622692108154	3.2113006591796873	20	0.2	False
top_10_bn_gamma	10	bn_gamma	51	0.01	400	268.49176597595215	0.6712294149398804	381	0.9525	100	3.6899306774139404	3.2076690673828123	19	0.19	False
top_10_bn_gamma	10	bn_gamma	52	0.01	400	270.2587547302246	0.6756468868255615	385	0.9625	100	3.784086227416992	3.3018243408203123	16	0.16	False
top_10_bn_gamma	10	bn_gamma	53	0.01	400	270.9375829696655	0.6773439574241639	389	0.9725	100	3.8242557048797607	3.3419940185546877	18	0.18	False
top_10_bn_gamma	10	bn_gamma	54	0.01	400	268.24517822265625	0.6706129455566406	380	0.95	100	3.7567694187164307	3.274508056640625	20	0.2	False
top_10_bn_gamma	10	bn_gamma	55	0.01	400	266.1252603530884	0.6653131508827209	387	0.9675	100	3.707648277282715	3.225386657714844	22	0.22	False
top_10_bn_gamma	10	bn_gamma	56	0.01	400	265.2327308654785	0.6630818271636962	384	0.96	100	3.686859607696533	3.2045977783203123	19	0.19	True
top_10_bn_gamma	10	bn_gamma	57	0.01	400	263.92431449890137	0.6598107862472534	385	0.9625	100	3.6711583137512207	3.1888970947265625	21	0.21	True
top_10_bn_gamma	10	bn_gamma	58	0.01	400	261.78150749206543	0.6544537687301636	385	0.9625	100	3.676388740539551	3.194127197265625	20	0.2	False
top_10_bn_gamma	10	bn_gamma	59	0.01	400	262.85962677001953	0.6571490669250488	380	0.95	100	3.6666347980499268	3.1843731689453123	18	0.18	True
top_10_bn_gamma	10	bn_gamma	60	0.01	400	262.0826816558838	0.6552067041397095	389	0.9725	100	3.6312975883483887	3.14903564453125	19	0.19	True
top_10_bn_gamma	10	bn_gamma	61	0.001	400	261.99674892425537	0.6549918723106384	386	0.965	100	3.6363396644592285	3.1540777587890627	19	0.19	False
top_10_bn_gamma	10	bn_gamma	62	0.001	400	260.61547470092773	0.6515386867523193	389	0.9725	100	3.6478047370910645	3.165543212890625	19	0.19	False
top_10_bn_gamma	10	bn_gamma	63	0.001	400	258.9548149108887	0.6473870372772217	386	0.965	100	3.635204315185547	3.1529425048828124	18	0.18	False
top_10_bn_gamma	10	bn_gamma	64	0.001	400	259.7124881744385	0.6492812204360962	379	0.9475	100	3.631754159927368	3.1494927978515626	18	0.18	False
top_10_bn_gamma	10	bn_gamma	65	0.001	400	258.750394821167	0.6468759870529175	387	0.9675	100	3.6302287578582764	3.1479672241210936	19	0.19	True
top_10_bn_gamma	10	bn_gamma	66	0.001	400	259.8482475280762	0.6496206188201904	386	0.965	100	3.629171133041382	3.146909484863281	18	0.18	True
top_10_bn_gamma	10	bn_gamma	67	0.001	400	259.219913482666	0.648049783706665	388	0.97	100	3.6543872356414795	3.1721255493164064	20	0.2	False
top_10_bn_gamma	10	bn_gamma	68	0.001	400	257.32437896728516	0.6433109474182129	385	0.9625	100	3.6278374195098877	3.145576171875	20	0.2	True
top_10_bn_gamma	10	bn_gamma	69	0.001	400	257.42121505737305	0.6435530376434326	387	0.9675	100	3.6245555877685547	3.1422940063476563	21	0.21	True
top_10_bn_gamma	10	bn_gamma	70	0.001	400	257.3774299621582	0.6434435749053955	392	0.98	100	3.6241307258605957	3.141868896484375	20	0.2	True
top_10_bn_gamma	10	bn_gamma	71	0.001	400	257.4293785095215	0.6435734462738038	389	0.9725	100	3.646328926086426	3.1640673828125	19	0.19	False
top_10_bn_gamma	10	bn_gamma	72	0.001	400	255.2806167602539	0.6382015419006347	390	0.975	100	3.6554393768310547	3.1731777954101563	20	0.2	False
top_10_bn_gamma	10	bn_gamma	73	0.001	400	257.824857711792	0.64456214427948	388	0.97	100	3.6760783195495605	3.1938165283203124	19	0.19	False
top_10_bn_gamma	10	bn_gamma	74	0.001	400	257.2231397628784	0.643057849407196	384	0.96	100	3.646864652633667	3.164602966308594	20	0.2	False
top_10_bn_gamma	10	bn_gamma	75	0.001	400	255.8656883239746	0.6396642208099366	383	0.9575	100	3.64005184173584	3.157790222167969	21	0.21	False
top_10_bn_gamma	10	bn_gamma	76	0.001	400	255.93170928955078	0.639829273223877	388	0.97	100	3.623762845993042	3.141501159667969	19	0.19	True
top_10_bn_gamma	10	bn_gamma	77	0.001	400	260.3880081176758	0.6509700202941895	384	0.96	100	3.6433098316192627	3.1610482788085936	18	0.18	False
top_10_bn_gamma	10	bn_gamma	78	0.001	400	255.10901641845703	0.6377725410461426	390	0.975	100	3.6314475536346436	3.149186096191406	19	0.19	False
top_10_bn_gamma	10	bn_gamma	79	0.001	400	260.436071395874	0.6510901784896851	388	0.97	100	3.6377317905426025	3.155470275878906	19	0.19	False
top_10_bn_gamma	10	bn_gamma	80	0.001	400	255.53375911712646	0.6388343977928161	388	0.97	100	3.617755651473999	3.135494384765625	19	0.19	True
top_10_bn_gamma	10	bn_gamma	81	0.001	400	256.719557762146	0.641798894405365	387	0.9675	100	3.633103609085083	3.1508419799804686	19	0.19	False
top_10_bn_gamma	10	bn_gamma	82	0.001	400	256.0993299484253	0.6402483248710632	392	0.98	100	3.629495859146118	3.1472344970703126	17	0.17	False
top_10_bn_gamma	10	bn_gamma	83	0.001	400	254.7876844406128	0.6369692111015319	388	0.97	100	3.6327552795410156	3.1504937744140626	20	0.2	False
top_10_bn_gamma	10	bn_gamma	84	0.001	400	255.42384910583496	0.6385596227645874	386	0.965	100	3.63507080078125	3.1528091430664062	20	0.2	False
top_10_bn_gamma	10	bn_gamma	85	0.001	400	254.47303581237793	0.6361825895309449	390	0.975	100	3.633800506591797	3.151539001464844	19	0.19	False
top_10_bn_gamma	10	bn_gamma	86	0.001	400	254.26193714141846	0.6356548428535461	391	0.9775	100	3.647907257080078	3.165645751953125	18	0.18	False
top_10_bn_gamma	10	bn_gamma	87	0.001	400	255.88873291015625	0.6397218322753906	388	0.97	100	3.6299867630004883	3.1477252197265626	16	0.16	False
top_10_bn_gamma	10	bn_gamma	88	0.001	400	256.60261726379395	0.6415065431594849	390	0.975	100	3.6082189083099365	3.125957336425781	17	0.17	True
top_10_bn_gamma	10	bn_gamma	89	0.001	400	256.2964839935303	0.6407412099838257	387	0.9675	100	3.6215243339538574	3.1392626953125	18	0.18	False
top_10_bn_gamma	10	bn_gamma	90	0.001	400	254.1808156967163	0.6354520392417907	391	0.9775	100	3.60768461227417	3.1254229736328125	19	0.19	True
top_10_bn_gamma	10	bn_gamma	91	0.001	400	256.8079242706299	0.6420198106765747	387	0.9675	100	3.628206491470337	3.14594482421875	17	0.17	False
top_10_bn_gamma	10	bn_gamma	92	0.001	400	255.59883403778076	0.6389970850944519	383	0.9575	100	3.6321840286254883	3.1499224853515626	19	0.19	False
top_10_bn_gamma	10	bn_gamma	93	0.001	400	255.17850399017334	0.6379462599754333	384	0.96	100	3.6283092498779297	3.1460476684570313	18	0.18	False
top_10_bn_gamma	10	bn_gamma	94	0.001	400	253.14531135559082	0.632863278388977	390	0.975	100	3.6373937129974365	3.155132141113281	18	0.18	False
top_10_bn_gamma	10	bn_gamma	95	0.001	400	256.11004638671875	0.6402751159667969	386	0.965	100	3.6339848041534424	3.1517236328125	18	0.18	False
top_10_bn_gamma	10	bn_gamma	96	0.001	400	255.12063121795654	0.6378015780448913	387	0.9675	100	3.636666774749756	3.154405517578125	19	0.19	False
top_10_bn_gamma	10	bn_gamma	97	0.001	400	253.0292091369629	0.6325730228424072	388	0.97	100	3.646592855453491	3.1643310546875	19	0.19	False
top_10_bn_gamma	10	bn_gamma	98	0.001	400	252.37034606933594	0.6309258651733398	389	0.9725	100	3.6427245140075684	3.1604629516601563	20	0.2	False
top_10_bn_gamma	10	bn_gamma	99	0.001	400	252.44626998901367	0.6311156749725342	389	0.9725	100	3.6516740322113037	3.1694125366210937	19	0.19	False
top_10_bn_gamma	10	bn_gamma	100	0.001	400	252.9941849708557	0.6324854624271393	390	0.975	100	3.644714832305908	3.16245361328125	19	0.19	False
top_10_downsample_conv	10	downsample_conv	1	0.01	400	1852.1185607910156	4.630296401977539	7	0.0175	100	4.667532444000244	4.18527099609375	0	0.0	True
top_10_downsample_conv	10	downsample_conv	2	0.01	400	1811.1803512573242	4.527950878143311	11	0.0275	100	4.647040843963623	4.164779052734375	0	0.0	True
top_10_downsample_conv	10	downsample_conv	3	0.01	400	1770.3413391113281	4.42585334777832	23	0.0575	100	4.623323440551758	4.141061401367187	1	0.01	True
top_10_downsample_conv	10	downsample_conv	4	0.01	400	1731.4224395751953	4.328556098937988	49	0.1225	100	4.605475902557373	4.123214416503906	2	0.02	True
top_10_downsample_conv	10	downsample_conv	5	0.01	400	1693.9937591552734	4.234984397888184	65	0.1625	100	4.585906505584717	4.1036444091796875	4	0.04	True
top_10_downsample_conv	10	downsample_conv	6	0.01	400	1654.29931640625	4.135748291015625	97	0.2425	100	4.571152687072754	4.0888909912109375	5	0.05	True
top_10_downsample_conv	10	downsample_conv	7	0.01	400	1620.0698623657227	4.050174655914307	115	0.2875	100	4.5557708740234375	4.073508605957032	6	0.06	True
top_10_downsample_conv	10	downsample_conv	8	0.01	400	1587.628017425537	3.9690700435638426	121	0.3025	100	4.542436599731445	4.060174560546875	6	0.06	True
top_10_downsample_conv	10	downsample_conv	9	0.01	400	1544.7690200805664	3.861922550201416	147	0.3675	100	4.528324604034424	4.046063232421875	6	0.06	True
top_10_downsample_conv	10	downsample_conv	10	0.01	400	1509.794921875	3.7744873046875	154	0.385	100	4.5117902755737305	4.02952880859375	6	0.06	True
top_10_downsample_conv	10	downsample_conv	11	0.01	400	1477.1836853027344	3.692959213256836	169	0.4225	100	4.490053176879883	4.007791748046875	7	0.07	True
top_10_downsample_conv	10	downsample_conv	12	0.01	400	1442.857681274414	3.607144203186035	176	0.44	100	4.4811296463012695	3.998868408203125	7	0.07	True
top_10_downsample_conv	10	downsample_conv	13	0.01	400	1408.0718536376953	3.520179634094238	188	0.47	100	4.463446140289307	3.9811846923828127	7	0.07	True
top_10_downsample_conv	10	downsample_conv	14	0.01	400	1375.979793548584	3.43994948387146	187	0.4675	100	4.450165748596191	3.967904357910156	7	0.07	True
top_10_downsample_conv	10	downsample_conv	15	0.01	400	1345.5522232055664	3.363880558013916	187	0.4675	100	4.434287071228027	3.952025146484375	7	0.07	True
top_10_downsample_conv	10	downsample_conv	16	0.01	400	1305.4923095703125	3.263730773925781	207	0.5175	100	4.420154094696045	3.9378927612304686	7	0.07	True
top_10_downsample_conv	10	downsample_conv	17	0.01	400	1276.8509063720703	3.192127265930176	215	0.5375	100	4.4012603759765625	3.9189984130859377	7	0.07	True
top_10_downsample_conv	10	downsample_conv	18	0.01	400	1250.948371887207	3.1273709297180177	213	0.5325	100	4.384566783905029	3.9023052978515627	8	0.08	True
top_10_downsample_conv	10	downsample_conv	19	0.01	400	1212.1897659301758	3.0304744148254397	231	0.5775	100	4.370138168334961	3.8878768920898437	9	0.09	True
top_10_downsample_conv	10	downsample_conv	20	0.01	400	1182.3895263671875	2.955973815917969	244	0.61	100	4.353593349456787	3.871332092285156	8	0.08	True
top_10_downsample_conv	10	downsample_conv	21	0.01	400	1156.2034378051758	2.8905085945129394	237	0.5925	100	4.336676120758057	3.8544146728515627	8	0.08	True
top_10_downsample_conv	10	downsample_conv	22	0.01	400	1122.4452896118164	2.806113224029541	260	0.65	100	4.321744441986084	3.839482421875	9	0.09	True
top_10_downsample_conv	10	downsample_conv	23	0.01	400	1100.483715057373	2.7512092876434324	262	0.655	100	4.298778533935547	3.816517028808594	10	0.1	True
top_10_downsample_conv	10	downsample_conv	24	0.01	400	1074.6231002807617	2.6865577507019043	266	0.665	100	4.288568019866943	3.80630615234375	10	0.1	True
top_10_downsample_conv	10	downsample_conv	25	0.01	400	1038.9899826049805	2.597474956512451	287	0.7175	100	4.265506267547607	3.783244934082031	11	0.11	True
top_10_downsample_conv	10	downsample_conv	26	0.01	400	1011.9023513793945	2.529755878448486	289	0.7225	100	4.24952507019043	3.76726318359375	10	0.1	True
top_10_downsample_conv	10	downsample_conv	27	0.01	400	986.9958457946777	2.4674896144866945	291	0.7275	100	4.235259532928467	3.752998046875	10	0.1	True
top_10_downsample_conv	10	downsample_conv	28	0.01	400	960.8075904846191	2.402018976211548	296	0.74	100	4.224116802215576	3.74185546875	11	0.11	True
top_10_downsample_conv	10	downsample_conv	29	0.01	400	935.7546615600586	2.3393866539001467	304	0.76	100	4.217225074768066	3.734963073730469	10	0.1	True
top_10_downsample_conv	10	downsample_conv	30	0.01	400	910.1972923278809	2.275493230819702	305	0.7625	100	4.1923370361328125	3.71007568359375	11	0.11	True
top_10_downsample_conv	10	downsample_conv	31	0.01	400	891.0260810852051	2.227565202713013	314	0.785	100	4.17889404296875	3.6966323852539062	12	0.12	True
top_10_downsample_conv	10	downsample_conv	32	0.01	400	864.7000312805176	2.161750078201294	317	0.7925	100	4.165736675262451	3.6834747314453127	12	0.12	True
top_10_downsample_conv	10	downsample_conv	33	0.01	400	847.485668182373	2.1187141704559327	325	0.8125	100	4.157538890838623	3.675276794433594	11	0.11	True
top_10_downsample_conv	10	downsample_conv	34	0.01	400	821.0249824523926	2.0525624561309814	331	0.8275	100	4.13676118850708	3.65449951171875	13	0.13	True
top_10_downsample_conv	10	downsample_conv	35	0.01	400	805.772102355957	2.0144302558898928	331	0.8275	100	4.122583389282227	3.6403216552734374	12	0.12	True
top_10_downsample_conv	10	downsample_conv	36	0.01	400	776.3096694946289	1.9407741737365722	329	0.8225	100	4.113725662231445	3.631463928222656	12	0.12	True
top_10_downsample_conv	10	downsample_conv	37	0.01	400	758.8848114013672	1.897212028503418	341	0.8525	100	4.102427959442139	3.6201663208007813	12	0.12	True
top_10_downsample_conv	10	downsample_conv	38	0.01	400	736.4850082397461	1.8412125205993652	341	0.8525	100	4.09010648727417	3.607845458984375	12	0.12	True
top_10_downsample_conv	10	downsample_conv	39	0.01	400	716.4070205688477	1.7910175514221192	343	0.8575	100	4.068717002868652	3.5864553833007813	13	0.13	True
top_10_downsample_conv	10	downsample_conv	40	0.01	400	698.3309288024902	1.7458273220062255	349	0.8725	100	4.0641326904296875	3.581871337890625	10	0.1	True
top_10_downsample_conv	10	downsample_conv	41	0.01	400	682.0793609619141	1.7051984024047853	351	0.8775	100	4.054786682128906	3.5725250244140625	11	0.11	True
top_10_downsample_conv	10	downsample_conv	42	0.01	400	668.9118804931641	1.6722797012329103	351	0.8775	100	4.041644096374512	3.55938232421875	12	0.12	True
top_10_downsample_conv	10	downsample_conv	43	0.01	400	647.8071975708008	1.619517993927002	357	0.8925	100	4.029807090759277	3.5475457763671874	11	0.11	True
top_10_downsample_conv	10	downsample_conv	44	0.01	400	635.5955352783203	1.5889888381958008	359	0.8975	100	4.015892028808594	3.533630676269531	12	0.12	True
top_10_downsample_conv	10	downsample_conv	45	0.01	400	622.5515289306641	1.5563788223266601	358	0.895	100	4.014920234680176	3.53265869140625	12	0.12	True
top_10_downsample_conv	10	downsample_conv	46	0.01	400	599.0047187805176	1.4975117969512939	361	0.9025	100	4.005364894866943	3.5231036376953124	10	0.1	True
top_10_downsample_conv	10	downsample_conv	47	0.01	400	584.8130149841309	1.4620325374603271	370	0.925	100	3.98654842376709	3.5042864990234377	12	0.12	True
top_10_downsample_conv	10	downsample_conv	48	0.01	400	580.3880424499512	1.4509701061248779	368	0.92	100	3.978383779525757	3.496121826171875	10	0.1	True
top_10_downsample_conv	10	downsample_conv	49	0.01	400	560.0236396789551	1.4000590991973878	369	0.9225	100	3.973698139190674	3.4914361572265626	10	0.1	True
top_10_downsample_conv	10	downsample_conv	50	0.01	400	548.0295467376709	1.3700738668441772	371	0.9275	100	3.962131977081299	3.4798699951171876	10	0.1	True
top_10_downsample_conv	10	downsample_conv	51	0.01	400	538.2726955413818	1.3456817388534545	370	0.925	100	3.9595863819122314	3.4773248291015624	11	0.11	True
top_10_downsample_conv	10	downsample_conv	52	0.01	400	527.906494140625	1.3197662353515625	370	0.925	100	3.952488899230957	3.4702273559570314	11	0.11	True
top_10_downsample_conv	10	downsample_conv	53	0.01	400	522.0191135406494	1.3050477838516235	372	0.93	100	3.944021463394165	3.4617599487304687	11	0.11	True
top_10_downsample_conv	10	downsample_conv	54	0.01	400	510.40258026123047	1.2760064506530762	371	0.9275	100	3.937622547149658	3.455361328125	13	0.13	True
top_10_downsample_conv	10	downsample_conv	55	0.01	400	496.94732666015625	1.2423683166503907	372	0.93	100	3.928701639175415	3.4464404296875	16	0.16	True
top_10_downsample_conv	10	downsample_conv	56	0.01	400	483.42127990722656	1.2085531997680663	372	0.93	100	3.923393487930298	3.4411322021484376	14	0.14	True
top_10_downsample_conv	10	downsample_conv	57	0.01	400	476.3299083709717	1.190824770927429	375	0.9375	100	3.912052631378174	3.4297906494140626	13	0.13	True
top_10_downsample_conv	10	downsample_conv	58	0.01	400	466.4078140258789	1.1660195350646974	374	0.935	100	3.909461498260498	3.42719970703125	13	0.13	True
top_10_downsample_conv	10	downsample_conv	59	0.01	400	462.24267959594727	1.1556066989898681	373	0.9325	100	3.903404951095581	3.4211434936523437	15	0.15	True
top_10_downsample_conv	10	downsample_conv	60	0.01	400	452.0643196105957	1.1301607990264892	376	0.94	100	3.8990256786346436	3.416763916015625	14	0.14	True
top_10_downsample_conv	10	downsample_conv	61	0.001	400	445.9363555908203	1.1148408889770507	377	0.9425	100	3.8892178535461426	3.4069561767578125	12	0.12	True
top_10_downsample_conv	10	downsample_conv	62	0.001	400	441.658353805542	1.104145884513855	375	0.9375	100	3.8884472846984863	3.4061856079101562	13	0.13	True
top_10_downsample_conv	10	downsample_conv	63	0.001	400	444.0671806335449	1.1101679515838623	379	0.9475	100	3.887181282043457	3.40491943359375	13	0.13	True
top_10_downsample_conv	10	downsample_conv	64	0.001	400	445.1202087402344	1.1128005218505859	377	0.9425	100	3.887077569961548	3.4048162841796876	13	0.13	True
top_10_downsample_conv	10	downsample_conv	65	0.001	400	441.2323875427246	1.1030809688568115	377	0.9425	100	3.8908755779266357	3.4086138916015627	13	0.13	False
top_10_downsample_conv	10	downsample_conv	66	0.001	400	444.5903491973877	1.1114758729934693	377	0.9425	100	3.88631272315979	3.4040512084960937	13	0.13	True
top_10_downsample_conv	10	downsample_conv	67	0.001	400	443.3568878173828	1.108392219543457	377	0.9425	100	3.889982223510742	3.407720642089844	12	0.12	False
top_10_downsample_conv	10	downsample_conv	68	0.001	400	436.7460746765137	1.091865186691284	377	0.9425	100	3.8911149501800537	3.408853759765625	13	0.13	False
top_10_downsample_conv	10	downsample_conv	69	0.001	400	437.2893943786621	1.0932234859466552	378	0.945	100	3.8851420879364014	3.402880859375	14	0.14	True
top_10_downsample_conv	10	downsample_conv	70	0.001	400	437.3330307006836	1.093332576751709	378	0.945	100	3.8816375732421875	3.3993756103515627	13	0.13	True
top_10_downsample_conv	10	downsample_conv	71	0.001	400	435.65800285339355	1.0891450071334838	375	0.9375	100	3.88619065284729	3.403929443359375	15	0.15	False
top_10_downsample_conv	10	downsample_conv	72	0.001	400	430.8684310913086	1.0771710777282715	380	0.95	100	3.894925832748413	3.4126641845703123	14	0.14	False
top_10_downsample_conv	10	downsample_conv	73	0.001	400	434.8338088989258	1.0870845222473144	377	0.9425	100	3.8924193382263184	3.4101577758789063	15	0.15	False
top_10_downsample_conv	10	downsample_conv	74	0.001	400	438.44998359680176	1.0961249589920044	377	0.9425	100	3.8921029567718506	3.40984130859375	15	0.15	False
top_10_downsample_conv	10	downsample_conv	75	0.001	400	434.9916191101074	1.0874790477752685	375	0.9375	100	3.8926916122436523	3.4104296875	16	0.16	False
top_10_downsample_conv	10	downsample_conv	76	0.001	400	434.05099296569824	1.0851274824142456	379	0.9475	100	3.890827178955078	3.408565673828125	16	0.16	False
top_10_downsample_conv	10	downsample_conv	77	0.001	400	434.391845703125	1.0859796142578124	376	0.94	100	3.8913261890411377	3.4090646362304686	13	0.13	False
