case	k	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
top_1	1	28	0.01	400	949.5874519348145	2.373968629837036	299	0.7475	100	4.116049766540527	3.633787841796875	12	0.12	True
top_1	1	29	0.01	400	921.6416263580322	2.3041040658950807	301	0.7525	100	4.096588134765625	3.6143267822265623	13	0.13	True
top_1	1	30	0.01	400	897.409782409668	2.24352445602417	305	0.7625	100	4.071377277374268	3.5891159057617186	14	0.14	True
top_1	1	31	0.01	400	876.6265716552734	2.1915664291381836	311	0.7775	100	4.048209190368652	3.5659478759765624	14	0.14	True
top_1	1	32	0.01	400	856.8285255432129	2.142071313858032	314	0.785	100	4.029246807098389	3.546985778808594	13	0.13	True
top_1	1	33	0.01	400	834.1216430664062	2.0853041076660155	314	0.785	100	4.001063823699951	3.5188021850585938	15	0.15	True
top_1	1	34	0.01	400	805.3452911376953	2.013363227844238	316	0.79	100	3.9757392406463623	3.493477783203125	16	0.16	True
top_1	1	35	0.01	400	794.8584861755371	1.9871462154388428	322	0.805	100	3.9600701332092285	3.477808532714844	16	0.16	True
top_1	1	36	0.01	400	761.9983444213867	1.9049958610534667	326	0.815	100	3.945545196533203	3.4632833862304686	15	0.15	True
top_1	1	37	0.01	400	742.4824523925781	1.8562061309814453	337	0.8425	100	3.9295718669891357	3.4473101806640627	16	0.16	True
top_1	1	38	0.01	400	724.1488952636719	1.8103722381591796	334	0.835	100	3.9098012447357178	3.4275396728515624	17	0.17	True
top_1	1	39	0.01	400	705.6669654846191	1.764167413711548	342	0.855	100	3.889808177947998	3.4075466918945314	16	0.16	True
top_1	1	40	0.01	400	684.4095687866211	1.7110239219665528	347	0.8675	100	3.8729565143585205	3.390694580078125	16	0.16	True
top_1	1	41	0.01	400	669.5888328552246	1.6739720821380615	344	0.86	100	3.8500750064849854	3.3678131103515625	16	0.16	True
top_1	1	42	0.01	400	655.7319641113281	1.6393299102783203	341	0.8525	100	3.8342132568359375	3.3519512939453127	16	0.16	True
top_1	1	43	0.01	400	637.6190986633301	1.5940477466583252	348	0.87	100	3.8271186351776123	3.344857177734375	17	0.17	True
top_1	1	44	0.01	400	623.6003227233887	1.5590008068084718	348	0.87	100	3.803452730178833	3.32119140625	17	0.17	True
top_1	1	45	0.01	400	610.8397407531738	1.5270993518829346	347	0.8675	100	3.778439521789551	3.296177978515625	17	0.17	True
top_1	1	46	0.01	400	589.1055202484131	1.4727638006210326	353	0.8825	100	3.768669366836548	3.286407775878906	19	0.19	True
top_1	1	47	0.01	400	574.2176284790039	1.4355440711975098	354	0.885	100	3.7525031566619873	3.27024169921875	21	0.21	True
top_1	1	48	0.01	400	568.9043598175049	1.4222608995437622	359	0.8975	100	3.7304844856262207	3.2482232666015625	19	0.19	True
top_1	1	49	0.01	400	552.5108070373535	1.3812770175933837	359	0.8975	100	3.7212443351745605	3.238982849121094	19	0.19	True
top_1	1	50	0.01	400	537.7791786193848	1.344447946548462	363	0.9075	100	3.6925883293151855	3.2103271484375	20	0.2	True
top_1	1	51	0.01	400	530.0787048339844	1.325196762084961	363	0.9075	100	3.702942132949829	3.2206805419921873	21	0.21	False
top_1	1	52	0.01	400	519.7068271636963	1.2992670679092406	358	0.895	100	3.697240114212036	3.2149786376953124	21	0.21	False
top_1	1	53	0.01	400	512.5258102416992	1.281314525604248	361	0.9025	100	3.670271873474121	3.18801025390625	21	0.21	True
top_1	1	54	0.01	400	498.7318115234375	1.2468295288085938	363	0.9075	100	3.6554150581359863	3.1731533813476562	21	0.21	True
top_1	1	55	0.01	400	487.2781105041504	1.218195276260376	365	0.9125	100	3.639397382736206	3.15713623046875	20	0.2	True
top_1	1	56	0.01	400	475.81071281433105	1.1895267820358277	364	0.91	100	3.6395061016082764	3.1572442626953126	23	0.23	False
top_1	1	57	0.01	400	467.9911251068115	1.1699778127670288	367	0.9175	100	3.6221842765808105	3.139922790527344	23	0.23	True
top_1	1	58	0.01	400	461.40576171875	1.153514404296875	366	0.915	100	3.620398998260498	3.13813720703125	22	0.22	True
top_1	1	59	0.01	400	453.6300048828125	1.1340750122070313	368	0.92	100	3.601733922958374	3.1194723510742186	22	0.22	True
top_1	1	60	0.01	400	443.23722076416016	1.1080930519104004	369	0.9225	100	3.585155487060547	3.102893981933594	24	0.24	True
top_1	1	61	0.001	400	437.26298332214355	1.093157458305359	375	0.9375	100	3.581204652786255	3.09894287109375	24	0.24	True
top_1	1	62	0.001	400	437.43525314331055	1.0935881328582764	373	0.9325	100	3.577840566635132	3.0955792236328126	25	0.25	True
top_1	1	63	0.001	400	436.14650535583496	1.0903662633895874	371	0.9275	100	3.576472759246826	3.0942111206054688	25	0.25	True
top_1	1	64	0.001	400	439.42111015319824	1.0985527753829956	373	0.9325	100	3.566986560821533	3.084725341796875	26	0.26	True
top_1	1	65	0.001	400	432.485782623291	1.0812144565582276	370	0.925	100	3.576580762863159	3.0943194580078126	24	0.24	False
top_1	1	66	0.001	400	435.48620986938477	1.0887155246734619	371	0.9275	100	3.5768508911132812	3.0945892333984375	23	0.23	False
top_1	1	67	0.001	400	436.99095153808594	1.092477378845215	372	0.93	100	3.5784947872161865	3.0962335205078126	24	0.24	False
top_1	1	68	0.001	400	429.478946685791	1.0736973667144776	369	0.9225	100	3.574639320373535	3.0923779296875	25	0.25	False
top_1	1	69	0.001	400	431.8778495788574	1.0796946239471437	370	0.925	100	3.5724573135375977	3.0901953125	24	0.24	False
top_1	1	70	0.001	400	430.1760673522949	1.0754401683807373	371	0.9275	100	3.5661137104034424	3.0838522338867187	25	0.25	True
top_1	1	71	0.001	400	426.94675064086914	1.0673668766021729	375	0.9375	100	3.5625195503234863	3.080257568359375	25	0.25	True
top_1	1	72	0.001	400	423.99901008605957	1.059997525215149	375	0.9375	100	3.572007417678833	3.0897454833984375	25	0.25	False
top_1	1	73	0.001	400	428.37623596191406	1.0709405899047852	373	0.9325	100	3.5737364292144775	3.0914752197265627	25	0.25	False
top_1	1	74	0.001	400	431.99048614501953	1.0799762153625487	369	0.9225	100	3.564492702484131	3.0822308349609373	24	0.24	False
top_1	1	75	0.001	400	430.36246490478516	1.0759061622619628	371	0.9275	100	3.569169282913208	3.086907958984375	25	0.25	False
top_1	1	76	0.001	400	423.49879264831543	1.0587469816207886	368	0.92	100	3.568267822265625	3.086005859375	24	0.24	False
top_1	1	77	0.001	400	426.3219184875488	1.0658047962188721	373	0.9325	100	3.5694503784179688	3.087188720703125	24	0.24	False
top_1	1	78	0.001	400	424.07775115966797	1.0601943778991698	377	0.9425	100	3.5575203895568848	3.0752587890625	24	0.24	True
top_1	1	79	0.001	400	434.2654914855957	1.0856637287139892	372	0.93	100	3.56235408782959	3.080092468261719	25	0.25	False
top_1	1	80	0.001	400	421.48159980773926	1.0537039995193482	376	0.94	100	3.5537664890289307	3.0715045166015624	26	0.26	True
top_1	1	81	0.001	400	428.4613952636719	1.0711534881591798	370	0.925	100	3.5651681423187256	3.082906494140625	25	0.25	False
top_1	1	82	0.001	400	422.8950500488281	1.0572376251220703	372	0.93	100	3.565612316131592	3.083350830078125	25	0.25	False
top_1	1	83	0.001	400	424.45935821533203	1.06114839553833	372	0.93	100	3.555104970932007	3.072843017578125	25	0.25	False
top_1	1	84	0.001	400	418.4939651489258	1.0462349128723145	373	0.9325	100	3.5586471557617188	3.076385498046875	24	0.24	False
top_1	1	85	0.001	400	418.79012298583984	1.0469753074645995	374	0.935	100	3.562067985534668	3.0798065185546877	23	0.23	False
top_1	1	86	0.001	400	417.3870315551758	1.0434675788879395	377	0.9425	100	3.5563597679138184	3.0740982055664063	25	0.25	False
top_1	1	87	0.001	400	419.5616817474365	1.0489042043685912	374	0.935	100	3.5593950748443604	3.0771331787109375	25	0.25	False
top_1	1	88	0.001	400	421.5055561065674	1.0537638902664184	368	0.92	100	3.563546657562256	3.0812847900390623	24	0.24	False
top_1	1	89	0.001	400	417.4067077636719	1.0435167694091796	375	0.9375	100	3.554598569869995	3.0723370361328124	24	0.24	False
top_1	1	90	0.001	400	421.44292640686035	1.0536073160171509	374	0.935	100	3.546403169631958	3.0641415405273436	24	0.24	True
top_1	1	91	0.001	400	416.5812187194824	1.041453046798706	375	0.9375	100	3.551898717880249	3.069637451171875	24	0.24	False
top_1	1	92	0.001	400	420.3798065185547	1.0509495162963867	372	0.93	100	3.5483431816101074	3.06608154296875	24	0.24	False
top_1	1	93	0.001	400	418.4715690612793	1.0461789226531983	376	0.94	100	3.5423693656921387	3.0601080322265624	23	0.23	True
top_1	1	94	0.001	400	418.3275566101074	1.0458188915252686	377	0.9425	100	3.5437097549438477	3.061448059082031	24	0.24	False
top_1	1	95	0.001	400	414.18630027770996	1.0354657506942748	374	0.935	100	3.543431520462036	3.0611700439453124	24	0.24	False
top_1	1	96	0.001	400	414.3698501586914	1.0359246253967285	374	0.935	100	3.5394768714904785	3.0572149658203127	26	0.26	True
top_1	1	97	0.001	400	410.4683074951172	1.026170768737793	374	0.935	100	3.5444891452789307	3.0622271728515624	25	0.25	False
top_1	1	98	0.001	400	410.80307388305664	1.0270076847076417	373	0.9325	100	3.5443239212036133	3.0620623779296876	25	0.25	False
top_1	1	99	0.001	400	411.00048446655273	1.027501211166382	374	0.935	100	3.5477135181427	3.065451965332031	25	0.25	False
top_1	1	100	0.001	400	409.6126480102539	1.0240316200256347	371	0.9275	100	3.543604612350464	3.0613433837890627	24	0.24	False
top_2	2	1	0.01	400	1845.1259231567383	4.612814807891846	0	0.0	100	4.63716983795166	4.154908142089844	1	0.01	True
top_2	2	2	0.01	400	1804.7817687988281	4.51195442199707	13	0.0325	100	4.602626323699951	4.120364990234375	2	0.02	True
top_2	2	3	0.01	400	1764.7406463623047	4.4118516159057615	34	0.085	100	4.5879011154174805	4.1056396484375	1	0.01	True
top_2	2	4	0.01	400	1730.5344543457031	4.326336135864258	63	0.1575	100	4.56392240524292	4.081661071777344	4	0.04	True
top_2	2	5	0.01	400	1689.6575622558594	4.224143905639648	76	0.19	100	4.546034336090088	4.063772583007813	4	0.04	True
top_2	2	6	0.01	400	1648.7769927978516	4.121942481994629	100	0.25	100	4.528906345367432	4.046644897460937	5	0.05	True
top_2	2	7	0.01	400	1613.0840454101562	4.032710113525391	122	0.305	100	4.512325286865234	4.0300634765625	5	0.05	True
top_2	2	8	0.01	400	1576.986099243164	3.94246524810791	128	0.32	100	4.4993486404418945	4.01708740234375	6	0.06	True
top_2	2	9	0.01	400	1540.595603942871	3.8514890098571777	138	0.345	100	4.488133907318115	4.005872802734375	5	0.05	True
top_2	2	10	0.01	400	1498.2969207763672	3.745742301940918	153	0.3825	100	4.473565101623535	3.9913031005859376	5	0.05	True
top_2	2	11	0.01	400	1470.8193664550781	3.6770484161376955	160	0.4	100	4.44889497756958	3.9666339111328126	5	0.05	True
top_2	2	12	0.01	400	1433.307273864746	3.5832681846618653	170	0.425	100	4.436155319213867	3.9538934326171873	5	0.05	True
top_2	2	13	0.01	400	1397.4268035888672	3.493567008972168	182	0.455	100	4.422501564025879	3.9402398681640625	7	0.07	True
top_2	2	14	0.01	400	1367.3094329833984	3.418273582458496	187	0.4675	100	4.402595520019531	3.9203335571289064	7	0.07	True
top_2	2	15	0.01	400	1335.0596084594727	3.337649021148682	200	0.5	100	4.38564395904541	3.9033819580078126	8	0.08	True
